"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÁREA DE PRESERVAÇÃO AMBIENTAL RIO PIRACICABA",0,0,0,0
"ÁREA DE PROTECAO AMBIENTAL CORREGO DA MATA",0,0,0,0
"ESTAÇÃO ECOLÓGICA ACAUÃ",133,133,0,0
"ESTAÇÃO ECOLÓGICA ÁGUA LIMPA",6,6,0,0
"ESTAÇÃO ECOLÓGICA ARÊDES",19,19,0,0
"ESTAÇÃO ECOLÓGICA CERCADINHO",0,0,0,0
"ESTAÇÃO ECOLÓGICA CORUMBÁ",3,3,0,0
"ESTAÇÃO ECOLÓGICA FECHOS",266,266,0,0
"ESTAÇÃO ECOLÓGICA MAR DE ESPANHA",0,0,0,0
"ESTAÇÃO ECOLÓGICA MATA DO CEDRO",1304,1304,0,0
"ESTAÇÃO ECOLÓGICA MATA DOS AUSENTES",27,27,0,0
"ESTAÇÃO ECOLÓGICA PIRAPITINGA",148,148,0,0
"ESTAÇÃO ECOLÓGICA TRIPUÍ",942,942,0,0
"FLORESTA ESTADUAL SÃO JUDAS TADEU",0,0,0,0
"FLORESTA ESTADUAL UAIMII",219,219,0,0
"FLORESTA MUNICIPAL ESTAÇÃO AMBIENTAL DO PETI",0,0,0,0
"FLORESTA NACIONAL PARAOPEBA",949,949,0,0
"FLORESTA NACIONAL PASSA QUATRO",461,461,0,0
"FLORESTA NACIONAL RITÁPOLIS",411,411,0,0
"MONUMENTO NATURAL CÁRSTICO DO MORRO DE BREJO DO AMPARO",0,0,0,0
"MONUMENTO NATURAL ESTADUAL GRUTA REI DO MATO",0,0,0,0
"MONUMENTO NATURAL ESTADUAL ITATIAIA",31,31,0,0
"MONUMENTO NATURAL ESTADUAL LAPA VERMELHA",0,0,0,0
"MONUMENTO NATURAL ESTADUAL PETER LUND",0,0,0,0
"MONUMENTO NATURAL ESTADUAL PICO DO IBITURUNA",0,0,0,0
"MONUMENTO NATURAL ESTADUAL SANTO ANTÔNIO",0,0,0,0
"MONUMENTO NATURAL ESTADUAL SERRA DA MOEDA",25,25,0,0
"MONUMENTO NATURAL ESTADUAL SERRA DA PIEDADE",46,46,0,0
"MONUMENTO NATURAL ESTADUAL SERRA DO GAMBÁ",0,0,0,0
"MONUMENTO NATURAL ESTADUAL VARGEM DA PEDRA",0,0,0,0
"MONUMENTO NATURAL ESTADUAL VÁRZEA DA LAPA",0,0,0,0
"MONUMENTO NATURAL ESTADUAL VÁRZEA DO LAGEADO E SERRA DO RAIO",24,24,0,0
"MONUMENTO NATURAL EXPERIÊNCIA DA JAGUARA",0,0,0,0
"MONUMENTO NATURAL MORRO DO CRISTO",0,0,0,0
"MONUMENTO NATURAL MUNCIPAL MORRO DO PIRES",0,0,0,0
"MONUMENTO NATURAL MUNCIPAL SERRA DO SOUZA",0,0,0,0
"MONUMENTO NATURAL MUNICIPAL ARQUELÓGICO DO MORRO DA QUEIMADA",0,0,0,0
"MONUMENTO NATURAL MUNICIPAL COREDEIRAS E PIRACEMAS DO RIO PRETO MINEIRO",0,0,0,0
"MONUMENTO NATURAL MUNICIPAL GRUTA NOSSA SENHORA DA LAPA",0,0,0,0
"MONUMENTO NATURAL MUNICIPAL MORRO DO ELEFANTE",0,0,0,0
"MONUMENTO NATURAL MUNICIPAL SERRA DA FERRUGEM",0,0,0,0
"MONUMENTO NATURAL SERRA DA CALÇADA",90,90,0,0
"PARQUE ESTADUAL ALTO DO CARIRI",57,57,0,0
"PARQUE ESTADUAL BALEIA",1,1,0,0
"PARQUE ESTADUAL BIRIBIRI",4488,4488,0,0
"PARQUE ESTADUAL BOTUMIRIM",714,714,0,0
"PARQUE ESTADUAL CAMINHO DOS GERAIS",1369,1369,0,0
"PARQUE ESTADUAL CAMPOS ALTOS",0,0,0,0
"PARQUE ESTADUAL CERCA GRANDE",0,0,0,0
"PARQUE ESTADUAL GRÃO MOGOL",1789,1789,0,0
"PARQUE ESTADUAL ITACOLOMI",10952,10952,0,0
"PARQUE ESTADUAL LAGOA DO CAJUEIRO",33,33,0,0
"PARQUE ESTADUAL LAPA GRANDE PAULINHO RIBEIRO",0,0,0,0
"PARQUE ESTADUAL LIMOEIRO",2,2,0,0
"PARQUE ESTADUAL MATA DO KRAMBECK",0,0,0,0
"PARQUE ESTADUAL MATA SECA",198,198,0,0
"PARQUE ESTADUAL MONTEZUMA",80,80,0,0
"PARQUE ESTADUAL NOVA BADEN",470,470,0,0
"PARQUE ESTADUAL PARACATU",225,225,0,0
"PARQUE ESTADUAL PAU FURADO",262,262,0,0
"PARQUE ESTADUAL PICO DO ITAMBÉ",777,777,0,0
"PARQUE ESTADUAL RIO CORRENTE",5,5,0,0
"PARQUE ESTADUAL RIO DOCE",9159,9159,0,0
"PARQUE ESTADUAL RIO PRETO",9494,9494,0,0
"PARQUE ESTADUAL SAGARANA",4,4,0,0
"PARQUE ESTADUAL SERRA DA BOA ESPERANÇA",121,121,0,0
"PARQUE ESTADUAL SERRA DA CANDONGA",7,7,0,0
