"family","scientificName","scientificNameAuthorship","x"
"Melastomataceae","Microlicia cataphracta","(DC.) Versiane & R.Romero",641
"Melastomataceae","Cambessedesia fasciculata","(Spreng.) Fidanza & A.B.Martins",432
"Melastomataceae","Microlicia cataphracta","(Mart. & Schrank ex DC.) Versiane & R.Romero",363
"Melastomataceae","Microlicia phlogiformis","(DC.) Versiane & R.Romero",285
"Melastomataceae","Microlicia armata","(Spreng.) Versiane & R.Romero",277
"Melastomataceae","Microlicia laniflora","(D.Don) Baill.",186
"Asteraceae","Vernonanthura rubriramea","(Mart. ex DC.) Loeuille & P.N.Soares",182
"Melastomataceae","Microlicia albiflora","(Naudin) Versiane & R.Romero",168
"Asteraceae","Trixis","Sw.",141
"Melastomataceae","Microlicia crassifolia","(DC.) Versiane & R.Romero",140
"Melastomataceae","Cambessedesia fasciculata","(Spreng.) Fidanza & A.B. Martins",139
"Melastomataceae","Microlicia cataphracta","(DC.) Versiane & R. Romero",128
"Rubiaceae","Tapanhuacanga laricoides","(Mart. & Zucc.) P.L.R.Moraes",126
"Amaranthaceae","Hebanthe eriantha","(Poir.) Pedersen",114
"Campanulaceae","Lobelia","Plum. ex L.",112
"Melastomataceae","Microlicia mucorifera","(DC.) Versiane & R.Romero",108
"Rubiaceae","Palicourea stachyoides","(Benth.) Delprete",94
"Melastomataceae","cambessedesia fasciculata (spreng.) fidanza & a.b. martins","(Spreng.) Fidanza & A.B. Martins",93
"Poaceae","Sporobolus piliferus","(Trin.) Kunth",92
"Stereocaulaceae","Stereocaulon ramulosum","(SW.) Räusch",90
"Ochnaceae","Sauvagesia rubra","(A.St.-Hil.) Queiroz-Lima & D.B.O.S.Cardoso",88
"Melastomataceae","Microlicia crassifolia","(Mart. & Schrank ex DC.) Versiane & R.Romero",88
"Cladoniaceae","Cladonia","Browne",84
"Lobariaceae","Sticta","(Schreb.) Ach.",80
"Parmeliaceae","Usnea cirrosa","Motyka",74
"Melastomataceae","Microlicia passerina","Naudin",74
"Melastomataceae","Acisanthera quadrata","Pers.",71
"Rubiaceae","Tapanhuacanga laricoides","(Mart. & Zucc.) P.L.R. Moraes",70
"Melastomataceae","Microlicia mucorifera","(Mart. & Schrank ex DC.) Versiane & R.Romero",69
"Melastomataceae","Microlicia pulcherrima","(DC.) Versiane & R.Romero",68
"Melastomataceae","Microlicia alba","(DC.) Versiane & R.Romero",67
"Melastomataceae","Acisanthera quadrata","Juss. ex Poir.",66
"Melastomataceae","Microlicia cordifolia","Versiane & R.Romero",64
"Melastomataceae","Pleroma caetanoi","F.S.Mey. & R.Goldenb.",60
"MELASTOMATACEAE","Microlicia cataphracta","(Mart. & Schrank ex DC.) Versiane & R.Romero",59
"Asteraceae","Vernonia rubriramea","Mart. ex DC.",55
"Melastomataceae","Microlicia caryophyllea","(Naudin) Versiane & R.Romero",54
"Cladoniaceae","Cladonia ceratophylla","(Sw.) Spreng.",54
"Cladoniaceae","Cladonia verticillaris","(Raddi) Fr.",53
"Melastomataceae","cambessedesia fasciculata (spreng.) k.fidanza & a.b.martins","(Spreng.) K.Fidanza & A.B.Martins",53
"Clusiaceae","Clusia mexiensis","P.F.Stevens",53
"Caliciaceae","Buellia","De Not.",52
"Melastomataceae","Pleroma barbellatum","P.J.F.Guim., D.Nunes & I.M.Araújo",52
"Mycosphaerellaceae","Mycovellosiella lantanae","(Chupp) Deighton",51
"Solanaceae","Solanum cladotrichum","Bitter",51
"Melastomataceae","Pleroma canastrense","R.Romero, R.Pereira & P.J.F. Guim.",51
"Melastomataceae","Microlicia glandulifolia","Versiane & R.Romero",51
"Malpighiaceae","Heteropterys duarteana","A.Juss.",50
"Cladoniaceae","Cladia aggregata","(Sw.) Nyl.",49
"Ramalinaceae","Bacidia","De Not.",49
"Melastomataceae","Pleroma aemula","(Cogn.) P.J.F.Guim., A.L.F.Oliveira & R.Romero",48
"Melastomataceae","Microlicia pentagona","(Naudin) Versiane & R.Romero",48
"Poaceae","Sporobolus pilifer","(Trin.) Kunth",48
"Verbenaceae","Lippia neodiamantinensis","P.H.Cardoso & Salimena",47
"Parmeliaceae","Parmotrema wainii","(A.L. Sm.) Hale",46
"Malvaceae","Pachira crenulata","(K.Schum.) V.N.Yoshik. & M.C.Duarte",46
"Melastomataceae","microlicia cataphracta (mart. & schrank ex dc.) versiane & r.romero","(Mart. & Schrank ex DC.) Versiane & R.Romero",46
"Gentianaceae","Chelonanthus amplissimus","(Mart.) Calió & Pirani",45
"Melastomataceae","Microlicia macrocarpa","(Naudin) Versiane & R.Romero",45
"Parmeliaceae","Hypotrachyna flavida","(Zahlbr.) Hale",45
"Melastomataceae","Pleroma aemulum","(DC.) Triana",44
"Parmeliaceae","Parmotrema cetratum","(Ach.) Hale",43
"Polypodiaceae","Serpocaulon polystichum","(Link) A.R.Sm.",43
"Asteraceae","Aspilia reflexa","Baker",43
"Asteraceae","Leptostelma maxima","D.Don",43
"Fabaceae","Mimosa dolens subsp. rigida","(Benth.) Barneby",42
"Cyperaceae","Cryptangium verticillatum","(Spreng.) Vitta",41
"Cladoniaceae","Cladonia penicillata","(Vain.) Ahti & Marcelli",39
"Melastomataceae","Microlicia hilairei","Versiane & R.Romero",39
"Rubiaceae","Tapanhuacanga asparagoides","(Mart.) P.L.R.Moraes",38
"Melastomataceae","Microlicia tridentata","(Naudin) Versiane & R.Romero",38
"MELASTOMATACEAE","Microlicia armata","(Spreng.) Versiane & R.Romero",38
"Asteraceae","Calea tomentosa","Gardner",38
"Melastomataceae","Microlicia rigida","(Cogn.) Versiane & R.Romero",37
"Malvaceae","Peltaea sessiliflora","(Kunth) Standl.",37
"Sematophyllaceae","Trichosteleum microstegium","(Schimp. ex Besch.) A.Jaeger",37
"Polyporales","Perenniporiella neofulva","(Lloyd) Decock & Ryvarden",36
"POLYPORALES","Perenniporiella neofulva","(Lloyd) Decock & Ryvarden",36
"AMARANTHACEAE","Hebanthe eriantha","(Poir.) Pedersen",36
"Malvaceae","Peltaea sessiliflora","Standl.",35
"Melastomataceae","Microlicia alba","(Mart. & Schrank ex DC.) Versiane & R.Romero",34
"Rubiaceae","Tapanhuacanga laricoides","(Mart. ex Mart. & Zucc.) P.L.R. Moraes",34
"Cladoniaceae","Cladonia crispatula","(Nyl.) Ahti",34
"Parmeliaceae","Hypotrachyna livida","(Taylor) Hale",34
"Eriocaulaceae","paepalanthus argenteus körn. var. argenteus","Körn.",34
"Melastomataceae","Microlicia minensis","Versiane & R.Romero",34
"Melastomataceae","Microlicia phlogiformis","(DC.) Versiane & R. Romero",33
"Cladoniaceae","Cladonia miniata","G. Mey.",33
"Erpodiaceae","Erpodium glazioui","Hampe",33
"Cladoniaceae","Cladonia miniata","Meyer",33
"Melastomataceae","Microlicia crassifolia","(DC.) Versiane & R. Romero",32
"Solanaceae","Solanum urticans","Dunal",32
"Orchidaceae","Habenaria subrepens","J.A.N.Bat., B.L.Lau & Machado-Costa",32
"Fabaceae","Pterodon apparicioi","Pedersoli",32
"Melastomataceae","Pleroma oleifolia","(DC.) R.Romero & Versiane",31
"Poaceae","Steinchisma laxa","(Sw.) Zuloaga",31
"Parmeliaceae","Parmotrema delicatulum","(Vain.) Hale",31
"Parmeliaceae","Relicina abstrusa","(Vain.) Hale",31
"Asteraceae","Gnaphalium cheiranthifolium","Lam.",31
"Melastomataceae","Microlicia curtiana","Versiane & R.Romero",31
"MELASTOMATACEAE","Microlicia laniflora","(D.Don) Baill.",30
"Piperaceae","Piper corcovadense","(Miq.) C.DC.",30
"Parmeliaceae","Hypotrachyna brasiliana","(Nyl.) Hale",30
"Verbenaceae","Lippia glazioviana","Loes.",30
"Verbenaceae","Lippia hederaefolia","Mart. & Schauer",30
"Rubiaceae","Psychotria subacuminalis","Müll.Arg.",30
"Tulasnellaceae","Tulasnella calospora","(Boud.) Juel.",29
"Cladoniaceae","Cladonia signata","(Eschw.) Vain.",29
"Melastomataceae","Microlicia pulcherrima","(Mart. & Schrank ex DC.) Versiane & R.Romero",29
"Melastomataceae","Microlicia adamantium","(Pedersoli) Versiane & R.Romero",29
"Sematophyllaceae","Trichosteleum microstegium","(Schimp. ex Besch.) A. Jaeger",29
"Parmeliaceae","Usnea jamaicensis","Ach.",29
"Orchidaceae","Sacoila espinhacensis","J.A.N.Bat. & Meneguzzo",29
"Fabaceae","Bauhinia aculeata","L.",29
"Melastomataceae","Microlicia flaviflora","Versiane & R.Romero",29
"Rubiaceae","Palicourea subtriflora","(Müll.Arg.) Delprete",28
"Amaranthaceae","Hebanthe eriantha","(Poir) Pedersen",28
"Parmeliaceae","Usnea ramillosa","Motyka",28
"Cladoniaceae","Cladonia pityrophylla","Nyl.",28
"Parmeliaceae","Parmotrema sancti-angelii","(Lynge) Hale",27
"Cladoniaceae","Cladonia turgidior","(Nyl.) Ahti",27
"Melastomataceae","Microlicia laniflora","Baill.",27
"Melastomataceae","Lavoisiera camposportoana","Barreto",27
"Lygodiaceae","Lygodium × fayae","Jermy & T.G.Walker",27
"Parmeliaceae","Rimelia cetrata","(Ach.) Hale & A. Fletcher",26
"Gleicheniaceae","Dicranopteris spissa","(Fée) L.V.Lima & Salino",26
"Connaraceae","Rourea fluminensis","(Gardner) Jongkind",26
"Melastomataceae","Pleroma ferricola","A.L.F.Oliveira, R.Romero & P.J.F.Guim.",26
"Asteraceae","Eupatorium inulifolium","Kunth",26
"Amaranthaceae","Pfaffia prostrata","Mart.",26
"Melastomataceae","Pleroma viscosa","R.Romero, R.Pereira & P.J.F. Guim.",26
"Cladoniaceae","Cladonia salmonea","S. Stenroos",26
"Melastomataceae","Microlicia laniflora","(D. Don) Baill.",25
"Melastomataceae","Pleroma fothergillae","(DC.) Triana",25
"Anemiaceae","Anemia mickelii","L.S.Rabelo & Schwartsb.",25
"Asteraceae","Lychnophora cipoensis","Semir & Leitão",25
"Melastomataceae","Microlicia cordifolia","Versiane & R. Romero",25
"Melastomataceae","Microlicia scaberula","(Naudin) Versiane & R.Romero",24
"Melastomataceae","Microlicia thomazii","(R.B.Pacifico & Fidanza) Versiane & R.Romero",24
"Melastomataceae","Tibouchina trinervia","Cogn.",24
"Asteraceae","Wedelia macrodonta","DC.",24
"Asteraceae","Mikania salviaefolia","Gardner",24
"Aquifoliaceae","Ilex vitis-idaea","Loes.",24
"Asteraceae","Lychnophora mutica","Semir & Leitão",24
"Cladoniaceae","Cladonia carassensis","Vain.",24
"MELASTOMATACEAE","Microlicia phlogiformis","(DC.) Versiane & R.Romero",23
"Rubiaceae","Tapanhuacanga schwackei","(K.Schum.) P.L.R.Moraes",23
"Ramalinaceae","Ramalina celastri","(Spreng.) Krog & Swinscow",23
"Melastomataceae","Microlicia armata","(Spreng.) Versiane & R. Romero",23
"Teloschistaceae","Teloschistes flavicans","(Sw.) Norman",23
"Parmeliaceae","Hypotrachyna imbricatula","(Zahlbr.) Hale",23
"Cladoniaceae","Cladonia substellata","Vain.",23
"Malvaceae","Hibiscus × archeri","Watson",23
"Melastomataceae","Microlicia calycina","(Cham.) Versiane & R.Romero",22
"Lobariaceae","Pseudocyphellaria clathrata","(De Not.) Malme",22
"Melastomataceae","Microlicia mellobarretoi","(Markgr.) Versiane & R.Romero",22
"Melastomataceae","Microlicia australis","(Naudin) Versiane & R.Romero",22
"Cladoniaceae","Cladonia anaemica","(Nyl.) Ahti",22
"Parmeliaceae","Hypotrachyna bahiana","(Nyl.) Hale",22
"CLADONIACEAE","Cladia aggregata","(Sw.) Nyl.",22
"Fabaceae","Eriosema crinitum var. pulchellum","Benth.",22
"Gentianaceae","Calolisianthus bellissimus","Calió & Pirani",22
"Asteraceae","Vernonia sessilifolia","Less.",22
"Parmeliaceae","Usnea moreliana","Motyka",22
"Lobariaceae","Pseudocyphellaria aurata","(Ach.) Vain.",21
"Cladoniaceae","Cladonia crinita","(Delise ex Pers.) Ahti",21
"Parmeliaceae","Usnea aspera","(Eschw.) Vain.",21
"Rubiaceae","Palicourea subtriflora","(Mull. Arg.) Delprete",21
"Melastomataceae","Microlicia inermis","(Naudin) Versiane & R.Romero",21
"Melastomataceae","Cambessedesia fasciculata","(Spreng) K. Fidanza & A.B. Martins",21
"MELASTOMATACEAE","Cambessedesia fasciculata","(Spreng) K. Fidanza & A.B. Martins",21
"Pannariaceae","Pannaria","Del. ex Bory",21
"Orchidaceae","Habenaria psammophila","J.A.N.Bat., Bianch. & B.M.Carvalho",21
"Verbenaceae","Lippia hederaefolia","Martius & Sahauer",21
"Corticiaceae","Corticiaceae","R.T. Moore",21
"Calophyllaceae","Kielmeyera pumila var. wawrana","Saddi",21
"Melastomataceae","Microlicia mucorifera","(DC.) Versiane & R. Romero",20
"Melastomataceae","Microlicia senae","(Schwacke) Versiane & R.Romero",20
"Cladoniaceae","Cladonia rappii","A. Evans",20
"Lecanoraceae","Lecanora","Ach.",20
"Dryopteridaceae","elaphoglossum f.b.matos & r.c.moran","F.B.Matos & R.C.Moran",20
"Asteraceae","Heterocondylus macrocephalus","H.Rob.",20
"Orchidaceae","Sacoila espinhacensis","J. A. N. Bat. & Meneguzzo",20
