"name","NumRecords","NumOuro","NumPrata","NumBronze","NumTaxons","NumSpecies","NumGenus","NumFamilies","NumLatao","NumNoMatch"
"ÁREA DE PRESERVAÇÃO AMBIENTAL RIO PIRACICABA",0,0,0,0,NA,NA,NA,NA,NA,NA
"ÁREA DE PROTECAO AMBIENTAL CORREGO DA MATA",0,0,0,0,NA,NA,NA,NA,NA,NA
"ESTAÇÃO ECOLÓGICA ACAUÃ",133,25,0,36,79,79,63,42,18,8
"ESTAÇÃO ECOLÓGICA ÁGUA LIMPA",6,3,0,1,4,4,4,3,0,1
"ESTAÇÃO ECOLÓGICA ARÊDES",19,8,0,4,12,12,11,8,0,0
"ESTAÇÃO ECOLÓGICA CERCADINHO",0,0,0,0,NA,NA,NA,NA,NA,NA
"ESTAÇÃO ECOLÓGICA CORUMBÁ",3,0,0,1,1,1,1,1,0,0
"ESTAÇÃO ECOLÓGICA FECHOS",266,20,1,71,109,109,75,37,17,4
"ESTAÇÃO ECOLÓGICA MAR DE ESPANHA",0,0,0,0,NA,NA,NA,NA,NA,NA
"ESTAÇÃO ECOLÓGICA MATA DO CEDRO",1304,174,7,210,506,506,317,107,115,33
"ESTAÇÃO ECOLÓGICA MATA DOS AUSENTES",27,5,0,4,9,9,7,5,0,7
"ESTAÇÃO ECOLÓGICA PIRAPITINGA",148,16,22,30,87,87,69,36,19,31
"ESTAÇÃO ECOLÓGICA TRIPUÍ",942,131,2,110,289,289,195,76,46,34
"FLORESTA ESTADUAL SÃO JUDAS TADEU",0,0,0,0,NA,NA,NA,NA,NA,NA
"FLORESTA ESTADUAL UAIMII",219,29,0,70,111,111,80,50,12,13
"FLORESTA MUNICIPAL ESTAÇÃO AMBIENTAL DO PETI",0,0,0,0,NA,NA,NA,NA,NA,NA
"FLORESTA NACIONAL PARAOPEBA",949,43,8,89,277,277,182,63,137,153
"FLORESTA NACIONAL PASSA QUATRO",461,2,0,174,176,176,139,60,0,70
"FLORESTA NACIONAL RITÁPOLIS",411,45,37,30,117,117,91,46,5,136
"MONUMENTO NATURAL CÁRSTICO DO MORRO DE BREJO DO AMPARO",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL ESTADUAL GRUTA REI DO MATO",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL ESTADUAL ITATIAIA",31,9,0,7,16,16,13,6,0,8
"MONUMENTO NATURAL ESTADUAL LAPA VERMELHA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL ESTADUAL PETER LUND",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL ESTADUAL PICO DO IBITURUNA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL ESTADUAL SANTO ANTÔNIO",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL ESTADUAL SERRA DA MOEDA",25,1,0,7,8,8,8,8,0,6
"MONUMENTO NATURAL ESTADUAL SERRA DA PIEDADE",46,13,0,10,23,23,18,13,0,0
"MONUMENTO NATURAL ESTADUAL SERRA DO GAMBÁ",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL ESTADUAL VARGEM DA PEDRA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL ESTADUAL VÁRZEA DA LAPA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL ESTADUAL VÁRZEA DO LAGEADO E SERRA DO RAIO",24,3,0,10,14,14,12,7,1,5
"MONUMENTO NATURAL EXPERIÊNCIA DA JAGUARA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL MORRO DO CRISTO",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL MUNCIPAL MORRO DO PIRES",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL MUNCIPAL SERRA DO SOUZA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL MUNICIPAL ARQUELÓGICO DO MORRO DA QUEIMADA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL MUNICIPAL COREDEIRAS E PIRACEMAS DO RIO PRETO MINEIRO",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL MUNICIPAL GRUTA NOSSA SENHORA DA LAPA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL MUNICIPAL MORRO DO ELEFANTE",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL MUNICIPAL SERRA DA FERRUGEM",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL SERRA DA CALÇADA",90,17,0,12,29,29,21,14,0,9
"PARQUE ESTADUAL ALTO DO CARIRI",57,11,0,5,16,16,10,5,0,6
"PARQUE ESTADUAL BALEIA",1,0,0,1,1,1,1,1,0,0
"PARQUE ESTADUAL BIRIBIRI",4488,315,9,368,837,835,308,89,145,224
"PARQUE ESTADUAL BOTUMIRIM",714,54,2,105,175,175,116,45,14,135
"PARQUE ESTADUAL CAMINHO DOS GERAIS",1369,86,4,165,307,307,188,63,52,56
"PARQUE ESTADUAL CAMPOS ALTOS",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL CERCA GRANDE",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL GRÃO MOGOL",1789,188,6,256,506,505,277,94,56,44
"PARQUE ESTADUAL ITACOLOMI",10952,732,5,1188,2017,2013,755,161,92,180
"PARQUE ESTADUAL LAGOA DO CAJUEIRO",33,0,25,0,26,26,18,8,1,0
"PARQUE ESTADUAL LAPA GRANDE PAULINHO RIBEIRO",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL LIMOEIRO",2,0,0,0,1,1,1,1,1,0
"PARQUE ESTADUAL MATA DO KRAMBECK",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL MATA SECA",198,9,68,4,93,93,68,26,12,31
"PARQUE ESTADUAL MONTEZUMA",80,17,5,14,36,36,28,17,0,17
"PARQUE ESTADUAL NOVA BADEN",470,26,0,90,138,138,78,38,22,31
"PARQUE ESTADUAL PARACATU",225,19,46,47,129,129,98,50,17,23
"PARQUE ESTADUAL PAU FURADO",262,11,0,96,137,137,103,47,30,7
"PARQUE ESTADUAL PICO DO ITAMBÉ",777,95,4,143,247,246,141,51,5,34
"PARQUE ESTADUAL RIO CORRENTE",5,2,0,2,4,4,3,1,0,1
"PARQUE ESTADUAL RIO DOCE",9159,730,69,380,1324,1319,610,148,145,216
"PARQUE ESTADUAL RIO PRETO",9494,912,23,747,1801,1797,596,137,119,149
"PARQUE ESTADUAL SAGARANA",4,0,0,1,1,1,1,1,0,2
"PARQUE ESTADUAL SERRA DA BOA ESPERANÇA",121,25,0,36,62,62,42,18,1,8
"PARQUE ESTADUAL SERRA DA CANDONGA",7,4,0,1,5,5,4,1,0,2
"PARQUE ESTADUAL SERRA DAS ARARAS",358,37,0,89,128,128,97,50,2,48
"PARQUE ESTADUAL SERRA DO BRIGADEIRO",3156,328,5,366,784,784,358,109,85,193
"PARQUE ESTADUAL SERRA DO CABRAL",1935,141,1,328,580,579,299,96,110,49
"PARQUE ESTADUAL SERRA DO INTENDENTE",881,40,0,249,312,312,176,72,23,210
"PARQUE ESTADUAL SERRA DO OURO BRANCO",568,59,0,133,219,219,115,46,27,38
"PARQUE ESTADUAL SERRA DO PAPAGAIO",4673,477,10,429,958,957,385,108,42,68
"PARQUE ESTADUAL SERRA DO ROLA MOÇA",1603,192,6,228,474,474,255,82,48,407
"PARQUE ESTADUAL SERRA DO SOBRADO",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL SERRA NEGRA",560,95,1,101,209,208,129,55,12,36
"PARQUE ESTADUAL SERRA NEGRA DA MANTIQUEIRA",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL SERRA NOVA E TALHADO",2514,154,7,271,526,525,290,89,94,178
"PARQUE ESTADUAL SERRA VERDE",29,2,0,22,24,24,23,15,0,4
"PARQUE ESTADUAL SETE SALÕES",755,59,2,149,211,211,157,69,1,99
"PARQUE ESTADUAL SUMIDOURO",120,1,0,45,55,55,46,32,9,21
"PARQUE ESTADUAL VERDE GRANDE",17,4,5,3,12,12,10,5,0,0
"PARQUE ESTADUAL VEREDAS DO PERUAÇU",619,14,121,12,260,260,157,63,113,18
"PARQUE MUNICIPAL NATURAL DO BREJO GRANDE",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE NACIONAL CAVERNAS DO PERUAÇU",1336,34,2,92,207,207,142,55,79,10
"PARQUE NACIONAL SEMPRE-VIVAS",1755,181,40,305,568,566,257,80,42,35
"PARQUE NACIONAL SERRA DA CANASTRA",17751,1121,26,503,1743,1739,570,131,93,471
"PARQUE NACIONAL SERRA DO CIPÓ",10310,880,125,665,1787,1779,594,141,117,862
"PARQUE NACIONAL SERRA DO GANDARELA",2861,82,1,313,499,499,239,86,103,656
