"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÁREA DE PROTEÇÃO AMBIENTAL BERÇÁRIOS DA VIDA MARINHA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL BICA DO IPÚ",3,3,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL BOQUEIRÃO DO POTI",495,0,495,0
"ÁREA DE PROTEÇÃO AMBIENTAL CANOA-QUEBRADA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL DUNAS DA LAGOINHA",63,63,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL DUNAS DE PARACURU",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL DUNAS DO LITORAL OESTE",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL ESTUÁRIO DO RIO CEARÁ",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL ESTUÁRIO DO RIO CURU",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL ESTUÁRIO DO RIO MUNDAÚ",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL HORTO DO PADRE CÍCERO",1,1,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL LAGAMAR DO CAUIPE",99,99,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DA JIJOCA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DA MARAPONGA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DA PRECABURA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DO URUAÚ",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL MANGUEZAL DA BARRA GRANDE",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL PRAIA DE PONTA GROSSA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL RIO MARANGUAPINHO",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL RIO PACOTI",179,179,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA ARATANHA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MERUOCA",190,35,155,0
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE BATURITÉ",387,3,384,0
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE ITAPIPOCA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE MARANGUAPE",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ÁGUAS EMENDADAS DOS INHAMUNS",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CAMBEBA",1,1,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FAZENDA RAPOSA",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO RIACHO DA MATINHA",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÍTIO CURIÓ",0,0,0,0
"ESTAÇÃO ECOLÓGICA AIUABA",2198,2198,0,0
"ESTAÇÃO ECOLÓGICA CASTANHÃO",0,0,0,0
"ESTAÇÃO ECOLÓGICA PÉCEM",329,329,0,0
"FLORESTA NACIONAL ARARIPE-APODI",5045,278,4767,0
"FLORESTA NACIONAL SOBRAL",119,119,0,0
"MONUMENTO NATURAL FALÉSIAS DE BEBERIBE",1,1,0,0
"MONUMENTO NATURAL GRUTA CASA DE PEDRA",0,0,0,0
"MONUMENTO NATURAL MONÓLITOS DE QUIXADÁ",111,111,0,0
"MONUMENTO NATURAL SERRA DA RAJADA",0,0,0,0
"MONUMENTO NATURAL SÍTIO CANA BRAVA",0,0,0,0
"MONUMENTO NATURAL SÍTIO RIACHO DO MEIO",0,0,0,0
"PARQUE ESTADUAL ÁGUAS",0,0,0,0
"PARQUE ESTADUAL BOTÂNICO DO CEARÁ",140,140,0,0
"PARQUE ESTADUAL CALDEIRÃO DE SANTA CRUZ DO DESERTO",0,0,0,0
"PARQUE ESTADUAL CÂNION CEARENSE DO RIO POTI",0,0,0,0
"PARQUE ESTADUAL CARNAÚBAS",0,0,0,0
"PARQUE ESTADUAL COCÓ",53,36,17,0
"PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO",1,1,0,0
"PARQUE ESTADUAL PICO ALTO",80,0,80,0
"PARQUE ESTADUAL SÍTIO FUNDÃO",59,59,0,0
"PARQUE NACIONAL JERICOACOARA",387,387,0,0
"PARQUE NACIONAL UBAJARA",1632,1594,38,0
"PARQUE NATURAL MUNICIPAL DUNAS DA SABIAGUABA",0,0,0,0
"PARQUE NATURAL MUNICIPAL TIMBAÚBAS",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE PERIQUITO CARA-SUJA",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE SOLDADINHO-DO-ARARIPE",1807,0,1807,0
"RESERVA EXTRATIVISTA BATOQUE",0,0,0,0
"RESERVA EXTRATIVISTA PRAINHA DO CANTO VERDE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALDEIA DA LUZ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALMIRANTE RENATO DE MIRANDA MONTEIRO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AMBIENTALISTA FRANCY NUNES",2,2,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AQUIRAZ RIVIERA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARAÇÁ",2,2,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARAJARA PARK",1,1,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AZEDOS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELO MONTE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BURITIS ÁGUAS NATURAIS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHANCELER EDSON QUEIROZ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHICO BIMBINO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÍCERO ALMEIDA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ELIAS ANDRADE",32,32,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARIZONA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BELÉM",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA FONSECA - IRMÃ HELOÍSA E MAURÍCIO HOLANDA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA NÃO ME DEIXES",7,7,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA OLHO D'ÁGUA DO URUCU",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FONTE DE LUZ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GÁLIA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL HUGO PEREIRA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHA ENCANTADA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL IPUÇABA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LUIZINHO ALENCAR",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MÃE DA LUA",3,3,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MERCÊS SABIAQUABA E NAZÁRIO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MONTE ALEGRE",4,4,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MUNDO LIVRE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NATURAL SERRA DA PACAVIRA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NENÉM BARROS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OÁSIS ARARIPE",1,1,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OÁSIS ARARIPE II",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OÁSIS BATURITÉ",0,0,0,0
