"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ÁREA DE PROTEÇÃO AMBIENTAL BERÇÁRIOS DA VIDA MARINHA","Brazil","Ceará","ICAPUÍ (CE)","Uso Sustentável",4.64,"cnuc_2025_08.csv","APA","APA_BERCARIOS_DA_VIDA_MARINHA"
"ÁREA DE PROTEÇÃO AMBIENTAL BICA DO IPÚ","Brazil","Ceará","IPU (CE)","Uso Sustentável",954,"cnuc_2025_08.csv","APA","APA_BICA_DO_IPU"
"ÁREA DE PROTEÇÃO AMBIENTAL BOQUEIRÃO DO POTI","Brazil","Ceará","CRATEÚS (CE) - IPAPORANGA (CE) - PORANGA (CE)","Uso Sustentável",4.246,"cnuc_2025_08.csv","APA","APA_BOQUEIRAO_DO_POTI"
"ÁREA DE PROTEÇÃO AMBIENTAL CANOA-QUEBRADA","Brazil","Ceará","ARACATI (CE)","Uso Sustentável",2.873,"cnuc_2025_08.csv","APA","APA_CANOA-QUEBRADA"
"ÁREA DE PROTEÇÃO AMBIENTAL DUNAS DA LAGOINHA","Brazil","Ceará","PARAIPABA (CE)","Uso Sustentável",958,"cnuc_2025_08.csv","APA","APA_DUNAS_DA_LAGOINHA"
"ÁREA DE PROTEÇÃO AMBIENTAL DUNAS DE PARACURU","Brazil","Ceará","PARACURU (CE)","Uso Sustentável",957,"cnuc_2025_08.csv","APA","APA_DUNAS_DE_PARACURU"
"ÁREA DE PROTEÇÃO AMBIENTAL DUNAS DO LITORAL OESTE","Brazil","Ceará","PARACURU (CE) - SÃO GONÇALO DO AMARANTE (CE)","Uso Sustentável",950,"cnuc_2025_08.csv","APA","APA_DUNAS_DO_LITORAL_OESTE"
"ÁREA DE PROTEÇÃO AMBIENTAL ESTUÁRIO DO RIO CEARÁ","Brazil","Ceará","CAUCAIA (CE) - FORTALEZA (CE)","Uso Sustentável",951,"cnuc_2025_08.csv","APA","APA_ESTUARIO_DO_RIO_CEARA"
"ÁREA DE PROTEÇÃO AMBIENTAL ESTUÁRIO DO RIO CURU","Brazil","Ceará","PARACURU (CE) - PARAIPABA (CE)","Uso Sustentável",955,"cnuc_2025_08.csv","APA","APA_ESTUARIO_DO_RIO_CURU"
"ÁREA DE PROTEÇÃO AMBIENTAL ESTUÁRIO DO RIO MUNDAÚ","Brazil","Ceará","ITAPIPOCA (CE) - TRAIRI (CE)","Uso Sustentável",956,"cnuc_2025_08.csv","APA","APA_ESTUARIO_DO_RIO_MUNDAU"
"ÁREA DE PROTEÇÃO AMBIENTAL HORTO DO PADRE CÍCERO","Brazil","Ceará","JUAZEIRO DO NORTE (CE)","Uso Sustentável",4.868,"cnuc_2025_08.csv","APA","APA_HORTO_DO_PADRE_CICERO"
"ÁREA DE PROTEÇÃO AMBIENTAL LAGAMAR DO CAUIPE","Brazil","Ceará","CAUCAIA (CE)","Uso Sustentável",949,"cnuc_2025_08.csv","APA","APA_LAGAMAR_DO_CAUIPE"
"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DA JIJOCA","Brazil","Ceará","CRUZ (CE) - JIJOCA DE JERICOACOARA (CE)","Uso Sustentável",962,"cnuc_2025_08.csv","APA","APA_LAGOA_DA_JIJOCA"
"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DA MARAPONGA","Brazil","Ceará","FORTALEZA (CE)","Uso Sustentável",3.9,"cnuc_2025_08.csv","APA","APA_LAGOA_DA_MARAPONGA"
"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DA PRECABURA","Brazil","Ceará","EUSÉBIO (CE) - FORTALEZA (CE)","Uso Sustentável",4.867,"cnuc_2025_08.csv","APA","APA_LAGOA_DA_PRECABURA"
"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DO URUAÚ","Brazil","Ceará","BEBERIBE (CE)","Uso Sustentável",953,"cnuc_2025_08.csv","APA","APA_LAGOA_DO_URUAU"
"ÁREA DE PROTEÇÃO AMBIENTAL MANGUEZAL DA BARRA GRANDE","Brazil","Ceará","ICAPUÍ (CE)","Uso Sustentável",3.128,"cnuc_2025_08.csv","APA","APA_MANGUEZAL_DA_BARRA_GRANDE"
"ÁREA DE PROTEÇÃO AMBIENTAL PRAIA DE PONTA GROSSA","Brazil","Ceará","ICAPUÍ (CE)","Uso Sustentável",3.034,"cnuc_2025_08.csv","APA","APA_PRAIA_DE_PONTA_GROSSA"
"ÁREA DE PROTEÇÃO AMBIENTAL RIO MARANGUAPINHO","Brazil","Ceará","FORTALEZA (CE) - MARACANAÚ (CE) - MARANGUAPE (CE)","Uso Sustentável",4.278,"cnuc_2025_08.csv","APA","APA_RIO_MARANGUAPINHO"
"ÁREA DE PROTEÇÃO AMBIENTAL RIO PACOTI","Brazil","Ceará","AQUIRAZ (CE) - EUSÉBIO (CE) - FORTALEZA (CE)","Uso Sustentável",959,"cnuc_2025_08.csv","APA","APA_RIO_PACOTI"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA ARATANHA","Brazil","Ceará","GUAIÚBA (CE) - MARANGUAPE (CE) - PACATUBA (CE)","Uso Sustentável",948,"cnuc_2025_08.csv","APA","APA_SERRA_DA_ARATANHA"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MERUOCA","Brazil","Ceará","ALCÂNTARAS (CE) - MASSAPÊ (CE) - MERUOCA (CE) - SOBRAL (CE)","Uso Sustentável",1.683,"cnuc_2025_08.csv","APA","APA_SERRA_DA_MERUOCA"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE BATURITÉ","Brazil","Ceará","ARATUBA (CE) - BATURITÉ (CE) - CAPISTRANO (CE) - CARIDADE (CE) - GUARAMIRANGA (CE) - MULUNGU (CE) - PACOTI (CE) - REDENÇÃO (CE)","Uso Sustentável",946,"cnuc_2025_08.csv","APA","APA_SERRA_DE_BATURITE"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE ITAPIPOCA","Brazil","Ceará","ITAPIPOCA (CE)","Uso Sustentável",4.96,"cnuc_2025_08.csv","APA","APA_SERRA_DE_ITAPIPOCA"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DE MARANGUAPE","Brazil","Ceará","MARANGUAPE (CE)","Uso Sustentável",4.915,"cnuc_2025_08.csv","APA","APA_SERRA_DE_MARANGUAPE"
