"family","scientificName","scientificNameAuthorship","x"
"Fabaceae","Bauhinia pentandra","(Bong.) Vogel ex Steud.",172
"Graphidaceae","Dyplolabia afzelii","(Ach.) A. Massal.",111
"Trypetheliaceae","Polymeridium catapastum","(Nyl.) R.C. Harris",105
"Trypetheliaceae","Polymeridium pleiomerellum","(Müll. Arg.) R.C. Harris",94
"Trypetheliaceae","Trypethelium aeneum","(Eschw.) Zahlbr.",66
"Trypetheliaceae","Polymeridium alboflavescens","Aptroot",60
"Acanthaceae","Justicia fragilis","Wall.",44
"Caliciaceae","Gassicurtia coccinea","Fée",42
"Trypetheliaceae","Polymeridium quinqueseptatum","(Nyl.) R.C. Harris",39
"Convolvulaceae","Ipomoea sericosepala","J.R.I.Wood & Scotland",38
"Bromeliaceae","Wittmackia maranguapensis","(Leme & Scharf) Aguirre-Santoro",37
"Acanthaceae","justicia fragilis wall. ex c.b.clarke","Wall. ex C.B.Clarke",37
"Polyporaceae","Hexagonia hydnoides","(Sw.) M. Fidalgo",36
"Trypetheliaceae","Polymeridium multiforme","Aptroot",36
"Trypetheliaceae","Trypethelium tropicum","(Ach.) Müll. Arg.",35
"Poaceae","Setaria pauciflora","Linden ex Herrm.",34
"Poaceae","Leptochloa anisopoda","(B.L.Rob.) P.M.Peterson",29
"Graphidaceae","Fissurina pseudostromatica","Lücking & Rivas Plata",29
"Ochnaceae","Ouratea disticha","Tiegh.",28
"Gracilariaceae","Gracilaria lemaneiformis","(Bory) Weber-van Bosse",26
"Trypetheliaceae","Trypethelium eluteriae","Spreng.",24
"Malvaceae","Sida procumbens","Sw.",24
"Halymeniaceae","Cryptonemia luxurians","(C.Agardh J.Agardh)",22
"Poaceae","setaria pauciflora (poir.) kerguélen","(Poir.) Kerguélen",22
"Pertusariaceae","Pertusaria flavens","Nyl.",22
"Acanthaceae","Justicia fragilis","Wall. ex C.B.Clarke",22
"Polyporaceae","Megasporoporia cavernulosa","(Berk.) Ryvarden",21
"Auriculariaceae","Auricularia nigricans","(Sw.) Birkebak, Looney & Sánchez-García",21
"Schizophyllaceae","Schizophyllum commune","Fr.",21
"Polyporaceae","Polyporus leprieurii","Mont.",21
"Convolvulaceae","ipomoea sericosepala j.r.i.wood & scotland","J.R.I.Wood & Scotland",19
"Arthopyreniaceae","Arthopyrenia cinchonae","(Ach.) Müll. Arg.",18
"Gracilariaceae","gracilaria lemaneiformis (bory) weber van bosse","(Bory) Weber Van Bosse",17
"Halymeniaceae","Cryptonemia luxurians","(C.Agardh) J.Agardh",17
"Poaceae","Leptochloa fascicularis","(Lam.) A.Gray",17
"Bromeliaceae","wittmackia maranguapensis (leme & scharf) aguirre-santoro","(Leme & Scharf) Aguirre-Santoro",17
"Poaceae","Chloris rupestris","(Ridl.) Hitchc.",17
"Gracilariaceae","gracilaria wrightii (turner) j. agardh","(Turner) J. Agardh",17
"Asteraceae","Lepidophyllum","Cass.",17
"Convolvulaceae","Ipomoea verbascoidea","Choisy",17
"Trypetheliaceae","Trypethelium aeneum","(Eschw.) Zahlbr",16
"Hypoxylaceae","Annulohypoxylon stygium","(Lév.) Y.M. Ju, J.D. Rogers & H.M. Hsieh",16
"Hymenochaetaceae","Phellinus gilvus","(Schwein.) Pat. ",16
"Trypetheliaceae","Polymeridium albidoreagens","Aptroot, A.A. Menezes & M. Cáceres",16
"Trypetheliaceae","Astrothelium inspersaeneum","E.L. Lima, Aptroot & M. Cáceres",16
"Araceae","Typhonium roxburghii","Schott",16
"Lamiaceae","mentha x villosa huds.","Huds.",15
"Trypetheliaceae","Polymeridium subcinereum","(Nyl.) R.C. Harris",14
"Poaceae","Setaria pauciflora","(Poir.) Kerguélen",14
"Asteraceae","Lepidophyllum scabrisetum","(Schwägr.) Steere",14
"Fabaceae","Chamaecrista nictitans var. praetexta","(Vogel) H.S.Irwin & Barneby",14
"Roccellaceae","Chiodecton sphaerale","Ach.",14
"Polyporaceae","Polyporus dictyopus","Mont.",14
"Scenedesmaceae","Hariotina reticulata","P.A.Dangeard",14
"Trypetheliaceae","Polymeridium bengoanum","(Vain.) Aptroot",13
"Graphidaceae","Graphis hyphosa","Staiger",13
"Acanthaceae","Dyschoriste axillaris","Wassh. & J.R.I.Wood",13
"Polyporaceae","Pycnoporus sanguineus","(L.) Murrill",12
"Graphidaceae","Glyphis substriatula","(Nyl.) Staiger",12
"Lamiaceae","Mentha × villosa","Huds.",12
"Gloeophyllaceae","Gloeophyllum striatum","(Fr.) Murrill",11
"Polyporaceae","Datronia stereoides","(Fr.) Ryvarden",11
"Hymenochaetaceae","Hymenochaete damicornis","(Link) Lév.",11
"Poaceae","Leptochloa anisopoda","(Scribn. ex B.L. Rob.) P.M. Peterson",11
"Trypetheliaceae","Polymeridium catapastoides","Aptroot",11
"Lamiaceae","Ocimum tenuiflorum","L.",11
"Agaricaceae","Cyathus limbatus","Tul. & C. Tul.",11
"Trypetheliaceae","Polymeridium albidum","(Müll.Arg.) R.C. Harris",10
"Poaceae","leptochloa anisopoda (scribn. ex b.l. rob.) p.m. peterson","(Scribn. ex B.L. Rob.) P.M. Peterson",10
"Gracilariaceae","Gracilaria wrightii","(Turner) J. Agardh",10
"Araceae","Typhonium roxburghii","Baker",10
"Zingiberaceae","Curcuma longa","L.",10
"Pertusariaceae","Pertusaria ventosa","Malme",10
"Acanthaceae","Justicia fragilis","Mart.",10
