"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ESTAÇÃO ECOLÓGICA MARACÁ JIPIOCA","Brazil","Amapá","AMAPÁ (AP)","Proteção Integral","58","cnuc_2025_08.csv","EEC","EEC_MARACA_JIPIOCA"
"ESTAÇÃO ECOLÓGICA MARACÁ-JIPIOCA","Brazil","Amapá",NA,"Proteção Integral","0000.00.0058","DadosGeoestatisticos_UCs_21jul2025.csv","EEC","EEC_MARACA-JIPIOCA"
"FLORESTA ESTADUAL AMAPÁ","Brazil","Amapá","AMAPÁ (AP) - CALÇOENE (AP) - FERREIRA GOMES (AP) - MAZAGÃO (AP) - OIAPOQUE (AP) - PORTO GRANDE (AP) - PRACUÚBA (AP) - SERRA DO NAVIO (AP) - TARTARUGALZINHO (AP)","Uso Sustentável","885","cnuc_2025_08.csv","FE","FE_AMAPA"
"FLORESTA NACIONAL AMAPÁ","Brazil","Amapá","AMAPÁ (AP) - FERREIRA GOMES (AP) - PRACUÚBA (AP)","Uso Sustentável","113","cnuc_2025_08.csv","FLONA","FLONA_AMAPA"
"PARQUE NACIONAL CABO ORANGE","Brazil","Amapá","CALÇOENE (AP) - OIAPOQUE (AP)","Proteção Integral","169","cnuc_2025_08.csv","PARNA","PARNA_CABO_ORANGE"
"PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE","Brazil","Amapá",NA,"Proteção Integral","0000.00.0187","DadosGeoestatisticos_UCs_21jul2025.csv","PARNA","PARNA_MONTANHAS_DO_TUMUCUMAQUE"
"PARQUE NATURAL MUNICIPAL CANCÃO","Brazil","Amapá","SERRA DO NAVIO (AP)","Proteção Integral","2.855","cnuc_2025_08.csv","PNM","PNM_CANCAO"
"RESERVA BIOLÓGICA LAGO PIRATUBA","Brazil","Amapá","AMAPÁ (AP) - TARTARUGALZINHO (AP)","Proteção Integral","209","cnuc_2025_08.csv","REBIO","REBIO_LAGO_PIRATUBA"
"RESERVA BIOLÓGICA PARAZINHO","Brazil","Amapá","MACAPÁ (AP)","Proteção Integral","291","cnuc_2025_08.csv","REBIO","REBIO_PARAZINHO"
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL RIO IRATAPURU","Brazil","Amapá","LARANJAL DO JARI (AP) - MAZAGÃO (AP) - PEDRA BRANCA DO AMAPARI (AP)","Uso Sustentável","292","cnuc_2025_08.csv","RDS","RDS_RIO_IRATAPURU"
"RESERVA EXTRATIVISTA MUNICIPAL BEIJA FLOR BRILHO DE FOGO","Brazil","Amapá","PEDRA BRANCA DO AMAPARI (AP)","Uso Sustentável","2.588","cnuc_2025_08.csv","RESEX","RESEX_MUNICIPAL_BEIJA_FLOR_BRILHO_DE_FOGO"
"RESERVA EXTRATIVISTA RIO CAJARI","Brazil","Amapá","LARANJAL DO JARI (AP) - MAZAGÃO (AP) - VITÓRIA DO JARI (AP)","Uso Sustentável","1.518","cnuc_2025_08.csv","RESEX","RESEX_RIO_CAJARI"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALDEIA EKINOX","Brazil","Amapá","MACAPÁ (AP)","Uso Sustentável","1.444","cnuc_2025_08.csv","RPPN","RPPN_ALDEIA_EKINOX"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LOTE URBANO","Brazil","Amapá","SANTANA (AP)","Uso Sustentável","1.443","cnuc_2025_08.csv","RPPN","RPPN_LOTE_URBANO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RETIRO BOA ESPERANÇA","Brazil","Amapá","PORTO GRANDE (AP)","Uso Sustentável","1.442","cnuc_2025_08.csv","RPPN","RPPN_RETIRO_BOA_ESPERANCA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RETIRO PARAÍSO","Brazil","Amapá","MACAPÁ (AP)","Uso Sustentável","1.441","cnuc_2025_08.csv","RPPN","RPPN_RETIRO_PARAISO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERINGAL TRIUNFO","Brazil","Amapá","FERREIRA GOMES (AP)","Uso Sustentável","1.44","cnuc_2025_08.csv","RPPN","RPPN_SERINGAL_TRIUNFO"
