"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO BOSQUE","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.646","cnuc_2025_08.csv","ARIE","ARIE_BOSQUE"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CACHOEIRA DO PIPIRIPAU","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","4.657","cnuc_2025_08.csv","ARIE","ARIE_CACHOEIRA_DO_PIPIRIPAU"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CAPETINGA - TAQUARA","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","31","cnuc_2025_03.csv","ARIE","ARIE_CAPETINGA_-_TAQUARA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CAPETINGA/TAQUARA","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","31","cnuc_2025_08.csv","ARIE","ARIE_CAPETINGA_TAQUARA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CÓRREGO CABECEIRA DO VALO","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.652","cnuc_2025_08.csv","ARIE","ARIE_CORREGO_CABECEIRA_DO_VALO"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CÓRREGO MATO GRANDE","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.65","cnuc_2025_08.csv","ARIE","ARIE_CORREGO_MATO_GRANDE"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CRULS","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.658","cnuc_2025_08.csv","ARIE","ARIE_CRULS"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DOM BOSCO","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.648","cnuc_2025_08.csv","ARIE","ARIE_DOM_BOSCO"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO GRANJA DO IPÊ","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.644","cnuc_2025_08.csv","ARIE","ARIE_GRANJA_DO_IPE"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO PARANOÁ SUL","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.649","cnuc_2025_08.csv","ARIE","ARIE_PARANOA_SUL"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO PARQUE JK","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.642","cnuc_2025_08.csv","ARIE","ARIE_PARQUE_JK"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SANTUÁRIO DE VIDA SILVESTRE DO RIACHO FUNDO","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.645","cnuc_2025_08.csv","ARIE","ARIE_SANTUARIO_DE_VIDA_SILVESTRE_DO_RIACHO_FUNDO"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO TORTO","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.768","cnuc_2025_08.csv","ARIE","ARIE_TORTO"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO VILA ESTRUTURAL","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","1.651","cnuc_2025_08.csv","ARIE","ARIE_VILA_ESTRUTURAL"
"ESTAÇÃO ECOLÓGICA ÁGUAS EMENDADAS","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.634","cnuc_2025_08.csv","EEC","EEC_AGUAS_EMENDADAS"
"ESTAÇÃO ECOLÓGICA JARDIM BOTÂNICO","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.654","cnuc_2025_08.csv","EEC","EEC_JARDIM_BOTANICO"
"FLORESTA NACIONAL BRASÍLIA","Brazil","Distrito Federal","BRASÍLIA (DF)","Uso Sustentável","86","cnuc_2025_08.csv","FLONA","FLONA_BRASILIA"
"MONUMENTO NATURAL CONJUNTO ESPELEOLÓGICO DO MORRO DA PEDREIRA","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.904","cnuc_2025_08.csv","MONA","MONA_CONJUNTO_ESPELEOLOGICO_DO_MORRO_DA_PEDREIRA"
"PARQUE DISTRITAL SALTO DO TORORÓ","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","3.178","cnuc_2025_08.csv",NA,"PARQUE_DISTRITAL_SALTO_DO_TORORO"
"PARQUE NACIONAL BRASÍLIA","Brazil","Distrito Federal",NA,"Proteção Integral","0000.00.0159","DadosGeoestatisticos_UCs_21jul2025.csv","PARNA","PARNA_BRASILIA"
"REFÚGIO DE VIDA SILVESTRE MATA SECA","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","3.179","cnuc_2025_08.csv","REVIS","REVIS_MATA_SECA"
"RESERVA BIOLÓGICA CERRADÃO","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.647","cnuc_2025_08.csv","REBIO","REBIO_CERRADAO"
"RESERVA BIOLÓGICA CONTAGEM","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","192","cnuc_2025_08.csv","REBIO","REBIO_CONTAGEM"
"RESERVA BIOLÓGICA GAMA","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.656","cnuc_2025_08.csv","REBIO","REBIO_GAMA"
"RESERVA BIOLÓGICA GUARÁ","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.655","cnuc_2025_08.csv","REBIO","REBIO_GUARA"
"RESERVA BIOLÓGICA RIO DESCOBERTO","Brazil","Distrito Federal","BRASÍLIA (DF)","Proteção Integral","1.657","cnuc_2025_08.csv","REBIO","REBIO_RIO_DESCOBERTO"
