"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO BOSQUE",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CACHOEIRA DO PIPIRIPAU",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CAPETINGA - TAQUARA",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CAPETINGA/TAQUARA",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CÓRREGO CABECEIRA DO VALO",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CÓRREGO MATO GRANDE",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CRULS",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DOM BOSCO",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO GRANJA DO IPÊ",1,1,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO PARANOÁ SUL",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO PARQUE JK",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SANTUÁRIO DE VIDA SILVESTRE DO RIACHO FUNDO",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO TORTO",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO VILA ESTRUTURAL",0,0,0,0
"ESTAÇÃO ECOLÓGICA ÁGUAS EMENDADAS",8,8,0,0
"ESTAÇÃO ECOLÓGICA JARDIM BOTÂNICO",6,6,0,0
"FLORESTA NACIONAL BRASÍLIA",0,0,0,0
"MONUMENTO NATURAL CONJUNTO ESPELEOLÓGICO DO MORRO DA PEDREIRA",0,0,0,0
"PARQUE DISTRITAL SALTO DO TORORÓ",0,0,0,0
"PARQUE NACIONAL BRASÍLIA",249,249,0,0
"REFÚGIO DE VIDA SILVESTRE MATA SECA",0,0,0,0
"RESERVA BIOLÓGICA CERRADÃO",0,0,0,0
"RESERVA BIOLÓGICA CONTAGEM",4,4,0,0
"RESERVA BIOLÓGICA GAMA",0,0,0,0
"RESERVA BIOLÓGICA GUARÁ",29,29,0,0
"RESERVA BIOLÓGICA RIO DESCOBERTO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHAKRA GRISU",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA CÓRREGO DA AURORA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MARIA VELHA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO ECOLÓGICO MÃE TERRA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO ECOLÓGICO SONHEM",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS COPAIBEIRAS",0,0,0,0
