"family","scientificName","scientificNameAuthorship","x"
"Asteraceae","Vernonia rubriramea","Mart. ex DC.",201
"Asteraceae","Vernonanthura rubriramea","(Mart. ex DC.) Loeuille & P.N.Soares",174
"ASTERACEAE","Vernonanthura rubriramea","(Mart. ex DC.) H.Rob.",138
"Asteraceae","Vernonanthura rubriramea","(Mart. ex DC.) H.Rob.",136
"Desmidiaceae","Staurodesmus subpygmaeus","(W. West) Croasd.",79
"Glomerellaceae","Colletotrichum gloeosporioides","(Penz.) Penz. & Sacc.",72
"Amphisphaeriaceae","Pestalotiopsis versicolor","(Speg.) Steyaert",71
"Malpighiaceae","Heteropterys duarteana","A.Juss.",69
"Melastomataceae","Cambessedesia fasciculata","(Spreng.) Fidanza & A.B.Martins",56
"Melastomataceae","Microlicia cataphracta","(DC.) Versiane & R.Romero",52
"Melastomataceae","Microlicia phlogiformis","(DC.) Versiane & R.Romero",47
"Melastomataceae","Microlicia suberosa","(Naudin) Versiane & R.Romero",42
"Asteraceae","vernonanthura rubriramea (mart. ex dc.) h.rob.","(Mart. ex DC.) H.Rob.",40
"Fabaceae","Eriosema crinitum var. pulchellum","Benth.",40
"Leptopeltidaceae","Staibia connari","Bat. & Peres",36
"Asteraceae","Vernonia rubriramea","Mart. ex A.DC.",34
"Acanthaceae","Ruellia brevicaulis","(Nees) Lindau",32
"Parmeliaceae","Parmotrema tinctorum","(Nyl.) Hale",32
"Incertae Sedis","Plenotrichella perseae","Bat. & A.F. Vital",32
"Asteraceae","vernonia rubriramea mart. ex a.dc.","Mart. ex A.DC.",32
"PARMELIACEAE","Parmotrema tinctorum","(Nyl.) Hale",31
"CLADONIACEAE","Cladonia subradiata","(Vain.) Sandst.",31
"Cladoniaceae","Cladonia subradiata","(Vain.) Sandst.",29
"Melastomataceae","Microlicia cataphracta","(DC.) Versiane & R. Romero",28
"Rubiaceae","Tapanhuacanga phyllocephala","(K.Schum.) P.L.R.Moraes",28
"Desmidiaceae","Cosmarium subprotumidum var. subprotumidum","Nordstedt",28
"Melastomataceae","Microlicia macrantha","Versiane & R.Romero",28
"Mycosphaerellaceae","Mycosphaerella maculiformis","(Pers.) J. Schröt.",27
"Scenedesmaceae","Scenedesmus longispina","Chodat",27
"Xanthorrhoeaceae","Hemerocallis lilioasphodelus","L.",26
"Lamiaceae","Mentha canadensis","L.",26
