"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LAGOA AZUL",0,0,0,0
"ESTAÇÃO ECOLÓGICA CURRAL DO MEIO",5,5,0,0
"ESTAÇÃO ECOLÓGICA MURICI",4559,4559,0,0
"ESTAÇÃO ECOLÓGICA SERRA DOS FRIOS",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MORROS DO CARAUNÃ E DO PADRE",0,0,0,0
"RESERVA EXTRATIVISTA MARINHA DA LAGOA DO JEQUIÁ",28,28,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO MATA DA SUIÇA II",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AFRÂNIO MENEZES",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALDEIA VERDE",32,32,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALFREDO ELIAS DA ROSA OITICICA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ANHUMAS I",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ANHUMAS III",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ANTÔNIO COUTINHO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL APOLINÁRIO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BAIXA GRANDE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BENEDITO COUTINHO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA SORTE",1,1,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOCA DO RIO",56,56,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOSQUE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA",250,250,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA 1",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANADÁ",7,7,0,0
