"name","NumRecords","NumOuro","NumPrata","NumBronze","NumTaxons","NumSpecies","NumGenus","NumFamilies","NumLatao","NumNoMatch"
"PE AGUAPEÍ",162,10,49,13,114,103,80,38,42,2
"PE ÁGUAS DA BILLINGS",81,3,1,55,60,60,53,39,1,1
"PE ÁGUAS DA PRATA",193,56,1,10,109,109,83,40,42,3
"PE ALBERTO LÖFGREN",546,68,13,82,297,292,204,80,134,17
"PE ARA",85,10,2,14,52,49,44,34,26,5
"PE CAMPINA DO ENCANTADO",247,63,3,38,144,142,95,50,40,1
"PE CAMPOS DO JORDÃO",6960,622,119,460,1561,1455,617,205,360,473
"PE CANTAREIRA",5943,449,83,525,1501,1461,717,207,444,743
"PE CANTAREIRA – NÚCLEO ÁGUAS CLARAS",85,17,10,27,60,59,41,30,6,1
"PE CANTAREIRA – NÚCLEO CABUÇU",195,36,4,51,96,95,60,37,5,2
"PE CANTAREIRA – NÚCLEO ENGORDADOR",251,18,2,13,35,35,24,20,2,193
"PE CANTAREIRA – NÚCLEO PEDRA GRANDE",223,45,3,44,102,99,67,42,10,28
"PE CARLOS BOTELHO",7638,574,93,443,1419,1352,529,148,309,87
"PE CARLOS BOTELHO – NÚCLEO SÃO MIGUEL ARCANJO",53,10,6,18,38,38,34,24,4,0
"PE CARLOS BOTELHO – NÚCLEO SETE BARRAS",719,85,32,139,339,334,203,81,83,10
"PE CAVERNA DO DIABO",844,54,2,101,428,421,275,125,271,24
"PE FONTES DO IPIRANGA",21046,1567,75,1065,3083,2946,1183,265,376,1857
"PE FURNAS DO BOM JESUS",2468,300,64,352,882,855,423,119,166,31
"PE ILHA ANCHIETA",2338,186,16,319,727,702,393,140,206,95
"PE ILHA DO CARDOSO",19405,958,69,1122,2417,2300,936,257,268,1197
"PE ILHA DO CARDOSO – NÚCLEO MARUJÁ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PE ILHA DO CARDOSO – NÚCLEO PEREQUÊ",22,3,0,7,11,11,10,8,1,3
"PE ILHABELA",225,42,2,42,108,105,79,52,22,56
"PE INTERVALES",5673,617,60,459,1389,1334,568,181,253,179
"PE ITABERABA",14,3,2,2,13,12,12,11,6,0
"PE ITINGUÇU",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PE JARAGUÁ",848,123,121,113,373,369,229,76,16,14
"PE JEQUITIBÁ",329,38,44,129,220,218,151,70,9,1
"PE JUQUERY",3165,214,30,274,693,673,310,86,175,35
"PE JURUPARÁ",410,90,7,35,181,178,105,49,49,7
"PE LAGAMAR DE CANANEIA",177,21,3,31,122,117,95,52,67,4
"PE MANANCIAIS DE CAMPOS DO JORDÃO",154,33,28,31,112,109,79,32,20,1
"PE MARINHO DA LAJE DE SANTOS",246,1,0,133,134,132,75,27,0,9
"PE MORRO DO DIABO",2845,329,17,252,774,724,383,141,176,50
"PE NASCENTES DO PARANAPANEMA",49,10,9,14,40,40,32,21,7,2
"PE PORTO FERREIRA",1113,174,17,242,497,485,284,97,64,5
"PE RESTINGA DE BERTIOGA",1785,110,13,422,655,629,367,134,110,15
"PE RIO DO PEIXE",1,0,0,0,1,1,1,1,1,0
"PE RIO TURVO",390,74,7,107,240,235,162,68,52,14
"PE RIO TURVO – NÚCLEO CAPELINHA",1,1,0,0,1,1,1,1,0,0
"PE TURÍSTICO DO ALTO DO RIBEIRA",2348,152,72,344,609,601,264,94,41,202
"PE XIXOVÁ-JAPUÍ",530,78,21,107,255,252,177,75,49,4
"PNM BORORÉ",34,1,3,17,24,24,23,16,3,0
"PNM CABECEIRAS DO ARICANDUVA",36,7,3,15,26,26,25,15,1,0
"PNM CACHOEIRA DA MARTA",122,5,0,102,108,108,89,44,1,1
"PNM CORREDORES DE BIODIVERSIDADE",16,0,0,1,16,15,15,14,15,0
"PNM CRATERA DE COLÔNIA",66,9,4,30,47,47,35,24,4,0
"PNM FAZENDA DO CARMO",51,13,5,20,40,40,32,21,2,0
"PNM ITAIM",39,7,8,12,27,27,26,15,0,0
"PNM JACEGUAVA",53,19,5,26,51,51,44,16,1,0
"PNM MORRO DO OURO",29,5,0,5,15,15,11,9,5,14
"PNM NASCENTES DE PARANAPIACABA",948,118,37,208,474,457,250,113,111,18
"PNM PEDROSO",1,0,0,1,1,1,1,1,0,0
"PNM SÃO ROQUE",216,66,1,57,160,158,110,48,36,1
"PNM TRABIJU",93,19,0,26,71,66,54,35,26,0
"PNM VARGINHA",55,8,6,30,46,46,39,25,2,4
"REVIS AIMORÉS",1209,182,6,175,396,383,240,85,33,8
"REVIS ANHANGUERA",13,4,2,6,13,13,13,12,1,0
"REVIS ARQUIPÉLAGO DE ALCATRAZES",219,41,3,81,145,144,114,60,20,6
"REVIS ILHAS DO ABRIGO E GUARARITAMA",2,0,0,2,2,2,2,2,0,0
"REBIO ANDRADINA",21,7,1,9,21,21,16,13,4,0
"REBIO MOGI-GUAÇU",2562,332,74,224,758,719,377,124,128,176
"REBIO MUNICIPAL DA SERRA DO JAPI",1422,128,4,289,771,743,450,134,350,14
"REBIO TAMBORÉ",2,0,0,1,2,2,2,2,1,0
"RDS LAVRAS",22,1,0,11,15,15,14,11,3,1
"RESEX MANDIRA",1,0,0,1,1,1,1,1,0,0
"RPPN ESTÂNCIA JATOBÁ",23,2,0,17,22,22,20,16,3,0
"RPPN MUTINGA",3,0,0,2,2,2,2,2,0,0
"RPPN PAIOL MARIA",611,115,0,159,295,292,196,86,21,12
"RPPN PARQUE DO ZIZO",311,6,0,171,220,216,125,53,43,9
"RESERVA PARTICULAR PALMEIRA DA SERRA",255,14,0,77,149,145,99,40,58,12
