"name","NumRecords","NumOuro","NumPrata","NumBronze","NumTaxons","NumSpecies","NumGenus","NumFamilies","NumLatao","NumNoMatch"
"APA CAJAMAR",2,1,0,0,1,1,1,1,0,0
"APA CAMPINAS",1434,152,49,265,572,566,345,96,106,8
"APA CUESTA GUARANI",1865,110,6,486,725,702,378,110,123,54
"APA ITUPARARANGA",62,23,0,6,41,41,28,14,12,1
"APA JUNDIAÍ",4793,694,17,428,1363,1305,573,143,224,55
"APA MATA DO IGUATEMÍ",4,1,0,2,4,4,3,3,1,0
"APA PIRACICABA / JUQUERÍ-MIRIM ÁREA-I",417,37,1,90,184,179,120,56,56,6
"APA QUILOMBOS DO MÉDIO RIBEIRA",3114,450,21,312,1016,971,427,134,233,42
"APA VÁRZEA DO RIO TIETÊ",39,0,0,7,28,28,28,21,21,0
"APA VÁRZEA DO TIETÊ",851,1,0,15,183,183,141,75,167,29
"ARIE CERRADO PÉ-DE-GIGANTE",1381,152,22,297,570,553,318,105,99,14
"ARIE ILHAS DA QUEIMADA PEQUENA E QUEIMADA GRANDE",65,11,0,31,43,42,40,25,1,0
"ARIE ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA",28,9,0,7,20,20,19,12,4,0
"ARIE LEOPOLDO MAGNO COUTINHO",91,30,1,11,46,45,38,22,4,0
"ARIE MATA DE SANTA GENEBRA",2982,401,18,239,846,809,409,107,188,93
"ARIE MATÃO DE COSMÓPOLIS",4,0,0,2,2,2,2,2,0,0
"EEC ANGATUBA",765,71,130,54,256,255,179,77,1,2
"EEC ASSIS",838,116,83,119,428,408,241,91,110,10
"EEC AVARÉ",178,35,11,75,123,122,91,37,2,2
"EEC BANANAL",1895,194,102,280,690,656,294,112,114,20
"EEC BARREIRO RICO",2,1,0,1,2,2,2,1,0,0
"EEC BAURU",114,21,28,11,72,71,59,30,12,3
"EEC CAETETUS",924,123,19,115,351,333,203,78,94,5
"EEC CHAÚAS",386,58,14,65,184,181,129,60,47,2
"EEC IBICATU",409,31,46,100,200,191,143,64,23,2
"EEC ITABERÁ",547,63,127,100,348,342,213,86,58,5
"EEC ITAPETI",328,43,37,107,223,220,165,64,36,1
"EEC ITAPEVA",1867,225,53,172,610,591,316,106,160,13
"EEC ITIRAPINA",1499,154,48,255,599,566,299,98,142,53
"EEC JATAÍ",920,86,1,223,404,384,214,79,94,38
"EEC JURÉIA-ITATINS",6427,618,148,453,1477,1431,677,194,258,42
"EEC JURÉIA-ITATINS – NÚCLEO GRAJAUNA",1,0,0,1,1,1,1,1,0,0
"EEC JURÉIA-ITATINS – NÚCLEO PEREQUÊ",4,1,0,1,2,2,2,2,0,0
"EEC JURÉIA-ITATINS – NÚCLEO RIO VERDE",41,10,6,7,26,26,23,16,3,0
"EEC MARÍLIA",134,39,1,14,98,96,73,35,44,0
"EEC MICO-LEÃO-PRETO",1,1,0,0,1,1,1,1,0,0
"EEC MOGI-GUAÇU",11203,860,84,566,1799,1687,637,152,289,429
"EEC NOROESTE PAULISTA",1217,30,43,70,311,305,202,73,168,71
"EEC PARANAPANEMA",829,132,87,154,390,388,253,91,17,3
"EEC PAULO DE FARIA",2416,172,13,100,484,465,254,75,199,34
"EEC RIBEIRÃO PRETO",630,54,16,209,343,318,207,77,64,6
"EEC SANTA BÁRBARA",2607,181,272,237,743,722,367,107,53,10
"EEC SANTA MARIA",4,0,2,0,4,3,3,4,2,0
"EEC TUPINAMBÁS",22,5,0,2,11,10,5,6,4,0
"EEC TUPINIQUINS",22,1,0,10,11,10,7,6,0,0
"EEC VALINHOS",176,17,31,59,109,108,87,38,2,5
"EEC XITUÉ",115,19,6,40,73,72,52,37,8,0
"ESEX ARARAQUARA",29,0,0,5,5,5,2,2,0,0
"ESEX BENTO QUIRINO",25,11,0,5,20,20,19,17,4,0
"ESEX ITIRAPINA",389,87,6,52,209,198,132,62,64,36
"ESEX MOGI MIRIM",8,1,0,0,5,5,5,5,4,0
"FAZENDA SANTANA",352,66,6,79,180,179,126,59,29,3
"FE ANGATUBA",38,6,3,7,31,30,28,21,15,2
"FE ASSIS",193,3,47,74,141,138,107,45,17,0
"FE AVARÉ I",68,1,55,5,61,61,48,33,0,0
"FE BOTUCATU",415,8,0,219,232,222,139,58,5,6
"FE EDMUNDO NAVARRO DE ANDRADE",623,95,1,116,299,290,176,61,87,24
"FLONA IPANEMA",1680,63,25,380,793,770,392,121,325,18
"FLONA LORENA",1,0,0,1,1,1,1,1,0,0
