"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ÀREA DE PROTEÇÃO AMBIENTAL DE TINGUÁ","Brazil","Rio de Janeiro","NOVA IGUAÇU (RJ)","Uso Sustentável",1.879,"cnuc_2025_08.csv",NA,"AREA_DE_PROTECAO_AMBIENTAL_DE_TINGUA"
"ÀREA DE PROTEÇÃO AMBIENTAL DO SANA","Brazil","Rio de Janeiro","MACAÉ (RJ)","Uso Sustentável",2.047,"cnuc_2025_08.csv",NA,"AREA_DE_PROTECAO_AMBIENTAL_DO_SANA"
"ÀREA DE PROTEÇÃO AMBIENTAL RETIRO","Brazil","Rio de Janeiro","NOVA IGUAÇU (RJ)","Uso Sustentável",1.873,"cnuc_2025_08.csv",NA,"AREA_DE_PROTECAO_AMBIENTAL_RETIRO"
"ÀREA DE PROTEÇÃO AMBIENTAL RIO D´OURO","Brazil","Rio de Janeiro","NOVA IGUAÇU (RJ)","Uso Sustentável",1.871,"cnuc_2025_08.csv",NA,"AREA_DE_PROTECAO_AMBIENTAL_RIO_D´OURO"
"ÀREA DE PROTEÇÃO AMBIENTAL TINGUAZINHO","Brazil","Rio de Janeiro","NOVA IGUAÇU (RJ)","Uso Sustentável",1.876,"cnuc_2025_08.csv",NA,"AREA_DE_PROTECAO_AMBIENTAL_TINGUAZINHO"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CITRÓPOLIS","Brazil","Rio de Janeiro","JAPERI (RJ)","Uso Sustentável",3.471,"cnuc_2025_08.csv","ARIE","ARIE_CITROPOLIS"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FLORESTA DA CICUTA","Brazil","Rio de Janeiro","BARRA MANSA (RJ) - VOLTA REDONDA (RJ)","Uso Sustentável",35,"cnuc_2025_08.csv","ARIE","ARIE_FLORESTA_DA_CICUTA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FLORESTA DA POSSE","Brazil","Rio de Janeiro","RIO DE JANEIRO (RJ)","Uso Sustentável",4.379,"cnuc_2025_08.csv","ARIE","ARIE_FLORESTA_DA_POSSE"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FORMIGUEIRO-DO-LITORAL","Brazil","Rio de Janeiro","SAQUAREMA (RJ)","Uso Sustentável",4.668,"cnuc_2025_08.csv","ARIE","ARIE_FORMIGUEIRO-DO-LITORAL"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS CATAGUÁS","Brazil","Rio de Janeiro","ANGRA DOS REIS (RJ)","Uso Sustentável",4.998,"cnuc_2025_08.csv","ARIE","ARIE_ILHAS_CATAGUAS"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ITAPEBUSSUS","Brazil","Rio de Janeiro","RIO DAS OSTRAS (RJ)","Uso Sustentável",2.553,"cnuc_2025_08.csv","ARIE","ARIE_ITAPEBUSSUS"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MARITACAS","Brazil","Rio de Janeiro","JAPERI (RJ)","Uso Sustentável",3.467,"cnuc_2025_08.csv","ARIE","ARIE_MARITACAS"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÃO CONRADO","Brazil","Rio de Janeiro","RIO DE JANEIRO (RJ)","Uso Sustentável",1.826,"cnuc_2025_08.csv","ARIE","ARIE_SAO_CONRADO"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÃO HENRY","Brazil","Rio de Janeiro","CONCEIÇÃO DE MACABU (RJ)","Uso Sustentável",4.671,"cnuc_2025_08.csv","ARIE","ARIE_SAO_HENRY"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO- ILHAS DO RIO PARAIBA DO SUL","Brazil","Rio de Janeiro","BARRA MANSA (RJ)","Uso Sustentável",1.631,"cnuc_2025_08.csv","ARIE","ARIE-_ILHAS_DO_RIO_PARAIBA_DO_SUL"
"ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA","Brazil","Rio de Janeiro","SÃO FRANCISCO DE ITABAPOANA (RJ)","Proteção Integral",1.481,"cnuc_2025_08.csv","EEC","EEC_ESTADUAL_DE_GUAXINDIBA"
"ESTAÇÃO ECOLÓGICA GUANABARA","Brazil","Rio de Janeiro","GUAPIMIRIM (RJ) - ITABORAÍ (RJ)","Proteção Integral",263,"cnuc_2025_08.csv","EEC","EEC_GUANABARA"
"ESTAÇÃO ECOLÓGICA MONTE DAS FLORES","Brazil","Rio de Janeiro","SÃO JOSÉ DO VALE DO RIO PRETO (RJ)","Proteção Integral",3.979,"cnuc_2025_08.csv","EEC","EEC_MONTE_DAS_FLORES"
"ESTAÇÃO ECOLÓGICA TAMOIOS","Brazil","Rio de Janeiro","ANGRA DOS REIS (RJ) - PARATY (RJ)","Proteção Integral",63,"cnuc_2025_08.csv","EEC","EEC_TAMOIOS"
"FLORESTA ESTADUAL JOSÉ ZAGO","Brazil","Rio de Janeiro","TRAJANO DE MORAES (RJ)","Uso Sustentável",3.831,"cnuc_2025_08.csv","FE","FE_JOSE_ZAGO"
"FLORESTA NACIONAL MÁRIO XAVIER","Brazil","Rio de Janeiro","SEROPÉDICA (RJ)","Uso Sustentável",127,"cnuc_2025_08.csv","FLONA","FLONA_MARIO_XAVIER"
"MONUIMENTO NATURAL PEDRA DAS FLORES","Brazil","Rio de Janeiro","SÃO JOSÉ DO VALE DO RIO PRETO (RJ)","Proteção Integral",4.913,"cnuc_2025_08.csv",NA,"MONUIMENTO_NATURAL_PEDRA_DAS_FLORES"
"MONUMENTO NATURAL ÁGUA SANTA","Brazil","Rio de Janeiro","NATIVIDADE (RJ)","Proteção Integral",2.943,"cnuc_2025_08.csv","MONA","MONA_AGUA_SANTA"
"MONUMENTO NATURAL ARQUIPÉLAGO DAS ILHAS CAGARRAS","Brazil","Rio de Janeiro","RIO DE JANEIRO (RJ)","Proteção Integral",34,"cnuc_2025_08.csv","MONA","MONA_ARQUIPELAGO_DAS_ILHAS_CAGARRAS"
"MONUMENTO NATURAL CAPELA DOS ESCRAVOS","Brazil","Rio de Janeiro","MIGUEL PEREIRA (RJ)","Proteção Integral",4.973,"cnuc_2025_08.csv","MONA","MONA_CAPELA_DOS_ESCRAVOS"
"MONUMENTO NATURAL ESTADUAL SERRA DA BELEZA","Brazil","Rio de Janeiro","BARRA DO PIRAÍ (RJ) - BARRA MANSA (RJ) - VALENÇA (RJ)","Proteção Integral",3.547,"cnuc_2025_08.csv","MNE","MNE_SERRA_DA_BELEZA"
"MONUMENTO NATURAL ESTADUAL SERRA DA MARIA COMPRIDA","Brazil","Rio de Janeiro","PETRÓPOLIS (RJ)","Proteção Integral",4.781,"cnuc_2025_08.csv","MNE","MNE_SERRA_DA_MARIA_COMPRIDA"
"MONUMENTO NATURAL ESTADUAL SERRA DOS MASCATES","Brazil","Rio de Janeiro","VALENÇA (RJ)","Proteção Integral",3.548,"cnuc_2025_08.csv","MNE","MNE_SERRA_DOS_MASCATES"
"MONUMENTO NATURAL ICARAHY","Brazil","Rio de Janeiro","NITERÓI (RJ)","Proteção Integral",4.978,"cnuc_2025_08.csv","MONA","MONA_ICARAHY"
"MONUMENTO NATURAL ILHAS CAGARRAS","Brazil","Rio de Janeiro","NITERÓI (RJ)","Proteção Integral",34,"cnuc_2025_03.csv","MONA","MONA_ILHAS_CAGARRAS"
"MONUMENTO NATURAL JOSEFA BRAGA DE ALMEIDA","Brazil","Rio de Janeiro","ARMAÇÃO DOS BÚZIOS (RJ)","Proteção Integral",5.013,"cnuc_2025_08.csv","MONA","MONA_JOSEFA_BRAGA_DE_ALMEIDA"
"MONUMENTO NATURAL MORROS DO PÃO DE AÇÚCAR E URCA","Brazil","Rio de Janeiro","RIO DE JANEIRO (RJ)","Proteção Integral",1.811,"cnuc_2025_08.csv","MONA","MONA_MORROS_DO_PAO_DE_ACUCAR_E_URCA"
