"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÀREA DE PROTEÇÃO AMBIENTAL DE TINGUÁ",0,0,0,0
"ÀREA DE PROTEÇÃO AMBIENTAL DO SANA",0,0,0,0
"ÀREA DE PROTEÇÃO AMBIENTAL RETIRO",0,0,0,0
"ÀREA DE PROTEÇÃO AMBIENTAL RIO D´OURO",0,0,0,0
"ÀREA DE PROTEÇÃO AMBIENTAL TINGUAZINHO",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CITRÓPOLIS",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FLORESTA DA CICUTA",53,53,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FLORESTA DA POSSE",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FORMIGUEIRO-DO-LITORAL",25,25,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS CATAGUÁS",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ITAPEBUSSUS",341,341,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MARITACAS",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÃO CONRADO",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÃO HENRY",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO- ILHAS DO RIO PARAIBA DO SUL",0,0,0,0
"ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA",2808,2808,0,0
"ESTAÇÃO ECOLÓGICA GUANABARA",1,1,0,0
"ESTAÇÃO ECOLÓGICA MONTE DAS FLORES",0,0,0,0
"ESTAÇÃO ECOLÓGICA TAMOIOS",60,60,0,0
"FLORESTA ESTADUAL JOSÉ ZAGO",0,0,0,0
"FLORESTA NACIONAL MÁRIO XAVIER",3,3,0,0
"MONUIMENTO NATURAL PEDRA DAS FLORES",0,0,0,0
"MONUMENTO NATURAL ÁGUA SANTA",0,0,0,0
"MONUMENTO NATURAL ARQUIPÉLAGO DAS ILHAS CAGARRAS",0,0,0,0
"MONUMENTO NATURAL CAPELA DOS ESCRAVOS",0,0,0,0
"MONUMENTO NATURAL ESTADUAL SERRA DA BELEZA",0,0,0,0
"MONUMENTO NATURAL ESTADUAL SERRA DA MARIA COMPRIDA",5,5,0,0
"MONUMENTO NATURAL ESTADUAL SERRA DOS MASCATES",2,2,0,0
"MONUMENTO NATURAL ICARAHY",0,0,0,0
"MONUMENTO NATURAL ILHAS CAGARRAS",484,484,0,0
"MONUMENTO NATURAL JOSEFA BRAGA DE ALMEIDA",0,0,0,0
"MONUMENTO NATURAL MORROS DO PÃO DE AÇÚCAR E URCA",20,20,0,0
"MONUMENTO NATURAL MUNICIPAL BICO-DOCE",0,0,0,0
"MONUMENTO NATURAL MUNICIPAL DA CACHOEIRA DA MARAVILHA",0,0,0,0
