"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ÁREA DE PROTEÇÃO AMBIENTAL ALTO RIO TURVO","Brazil","Santa Catarina","CAMPO ALEGRE (SC)","Uso Sustentável","4.599","cnuc_2025_08.csv","APA","APA_ALTO_RIO_TURVO"
"ÁREA DE PROTEÇÃO AMBIENTAL ANHATOMIRIM","Brazil","Santa Catarina","GOVERNADOR CELSO RAMOS (SC)","Uso Sustentável","1","cnuc_2025_08.csv","APA","APA_ANHATOMIRIM"
"ÁREA DE PROTEÇÃO AMBIENTAL ARROIO MACACO","Brazil","Santa Catarina","SCHROEDER (SC)","Uso Sustentável","4.099","cnuc_2025_08.csv","APA","APA_ARROIO_MACACO"
"ÁREA DE PROTEÇÃO AMBIENTAL BALEIA FRANCA","Brazil","Santa Catarina","BALNEÁRIO RINCÃO (SC) - FLORIANÓPOLIS (SC) - GAROPABA (SC) - IMBITUBA (SC) - JAGUARUNA (SC) - LAGUNA (SC) - PALHOÇA (SC) - PAULO LOPES (SC) - TUBARÃO (SC)","Uso Sustentável","6","cnuc_2025_08.csv","APA","APA_BALEIA_FRANCA"
"ÁREA DE PROTEÇÃO AMBIENTAL BRILHANTE","Brazil","Santa Catarina","ITAJAÍ (SC)","Uso Sustentável","1.865","cnuc_2025_08.csv","APA","APA_BRILHANTE"
"ÁREA DE PROTEÇÃO AMBIENTAL ENTORNO COSTEIRO","Brazil","Santa Catarina","FLORIANÓPOLIS (SC) - GAROPABA (SC) - PALHOÇA (SC) - PAULO LOPES (SC)","Uso Sustentável","3.963","cnuc_2025_08.csv","APA","APA_ENTORNO_COSTEIRO"
"ÁREA DE PROTEÇÃO AMBIENTAL GUAIAMUNS","Brazil","Santa Catarina","ITAPOÁ (SC)","Uso Sustentável","4.583","cnuc_2025_08.csv","APA","APA_GUAIAMUNS"
"ÁREA DE PROTEÇÃO AMBIENTAL PONTA DO ARAÇÁ","Brazil","Santa Catarina","PORTO BELO (SC)","Uso Sustentável","4.94","cnuc_2025_08.csv","APA","APA_PONTA_DO_ARACA"
"ÁREA DE PROTEÇÃO AMBIENTAL REPRESA ALTO RIO PRETO","Brazil","Santa Catarina","RIO NEGRINHO (SC)","Uso Sustentável","2.945","cnuc_2025_08.csv","APA","APA_REPRESA_ALTO_RIO_PRETO"
"ÁREA DE PROTEÇÃO AMBIENTAL RIO DOS BUGRES","Brazil","Santa Catarina","RIO NEGRINHO (SC)","Uso Sustentável","2.944","cnuc_2025_08.csv","APA","APA_RIO_DOS_BUGRES"
"ÁREA DE PROTEÇÃO AMBIENTAL RIO VERMELHO","Brazil","Santa Catarina","SÃO BENTO DO SUL (SC)","Uso Sustentável","4.31","cnuc_2025_08.csv","APA","APA_RIO_VERMELHO"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DONA FRANCISCA","Brazil","Santa Catarina","JOINVILLE (SC)","Uso Sustentável","2.923","cnuc_2025_08.csv","APA","APA_SERRA_DONA_FRANCISCA"
"ÁREA DE PROTEÇÃO AMBIENTAL VARGEM DO BRAÇO","Brazil","Santa Catarina","SANTO AMARO DA IMPERATRIZ (SC)","Uso Sustentável","3.962","cnuc_2025_08.csv","APA","APA_VARGEM_DO_BRACO"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MORRO DO BOA VISTA","Brazil","Santa Catarina","JOINVILLE (SC)","Uso Sustentável","2.924","cnuc_2025_08.csv","ARIE","ARIE_MORRO_DO_BOA_VISTA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MORRO DO IRIRIÚ","Brazil","Santa Catarina","JOINVILLE (SC)","Uso Sustentável","2.925","cnuc_2025_08.csv","ARIE","ARIE_MORRO_DO_IRIRIU"
