"family","scientificName","scientificNameAuthorship","x"
"Elsinoaceae","Elsinoã« fawcettii","Bitanc. & Jenkins",75
"Myrtaceae","Indet.","Juss.",72
"Elsinoaceae","Elsinoã« australis","Bitanc. & Jenkins",68
"Auriculariaceae","Auricularia fuscosuccinea","(Mont.) Henn.",66
"Lobariaceae","Sticta","(Schreb.) Ach.",55
"Asteraceae","Eupatorium inulifolium","Kunth",53
"Marattiaceae","Marattia laevis","Sm.",47
"Asteraceae","Vernonia sericea","Rich.",44
"Asteraceae","Trixis","Sw.",44
"Asteraceae","Gnaphalium cheiranthifolium","Lam.",40
"Cactaceae","Opuntia monacanthos","(Willd.) Haw.",39
"Marantaceae","Goeppertia","Nees",39
"Phyllachoraceae","Catacauma huberi","(Henn.) Theiss. & Syd.",38
"Lycopodiaceae","Palhinhaea torta","(Sieber ex Underw. & F.E.Lloyd) Christenh.",38
"Caulerpaceae","Caulerpa","J.V.F. Lamouroux",38
"Sphagnaceae","Sphagnum bartlettianum","L.",38
"Pteridophyta","Doryopteris pedata","(L.) Fée",37
"Desmidiaceae","Euastrum","Ehrenberg ex Ralfs",37
"Asteraceae","Conocliniopsis grossedentata","(Mart. ex Colla) D.J.N.Hind",36
"Pucciniaceae","Puccinia arechavaletae","Speg.",36
"Sphagnaceae","Sphagnum balticum","(Russow) C.E.O. Jensen",35
"Polystomellaceae","Dothidella ulei","Henn.",35
"Polyporaceae","Trametes hydnoides","(Sw.) Fr.",33
"Pteridophyta","Hymenophyllum sericeum","(Sw.) Sw.",33
"Pucciniaceae","Puccinia hydrocotyles","(Mont.) Cooke",32
"Asteraceae","Vernonia geminata","Less.",32
"Polyporaceae","Fomes fastuosus","(Lév.) Cooke",31
"Melastomataceae","Acisanthera quadrata","Pers.",29
"Cheirolepidiaceae","Cheirolepidiaceae","Takhtajan ex Turutanova-Ketova",29
"Rubiaceae","Palicourea stachyoides","(Benth.) Delprete",28
"Asterothecaceae","Tietea","H. Graf zu Solms-Laubach",28
"Campanulaceae","Lobelia","Plum. ex L.",28
"Begoniaceae","Begonia declinata","Vell.",28
"Amaranthaceae","Alternanthera flavogrisea","(Urb.) Urb.",27
"Sphagnaceae","Sphagnum aongstroemii","C. Hartm.",27
"Pucciniaceae","Puccinia substriata","Ellis & Barthol.",27
"Pteridaceae","Doryopteris pedata","(L.) Fée",26
"Capnodiaceae","Meliola","Fr.",26
"Polyporaceae","Favolus brasiliensis","(Fr.) Fr.",25
"Pucciniaceae","Puccinia eupatorii","Dietel",25
"Orobanchaceae","Buchnera virgata","Kunth",25
"Connaraceae","Rourea fluminensis","(Gardner) Jongkind",24
"Pucciniaceae","Puccinia levis","(Sacc. & Bizz.) Magnus",24
"Malvaceae","Spirotheca rosea","(Seem.) P.E.Gibbs & W.S.Alverson",24
"Schizophyllaceae","Schizophyllum commune","Fr.",24
"Heliconiaceae","Heliconia acuminata","A.Rich.",23
"Asteraceae","Wedelia macrodonta","DC.",23
"Stereaceae","Stereum australe","Lloyd",23
"Sphagnaceae","Sphagnum alegrense","Warnst.",23
"Pucciniaceae","Puccinia dolosa","Arthur & Fromme",22
"Pteridaceae","Pteris ensiformis var. victoriae","Baker",22
"Polyporaceae","Trametes rigida","Berk. & Mont.",22
"Pucciniaceae","Puccinia henningsii","Dietel",22
"Asteraceae","Vernonia densiflora","Gardner",22
"Cyatheaceae","Cyathea leucolepis","Mett.",22
"Dicranaceae","Dicranaceae","Schimp.",22
"Poaceae","Paspalum millegranum","Schrad.",22
"Physalacriaceae","Oudemansiella cubensis","(Berk. & M.A. Curtis) R.H. Petersen",21
"Halymeniaceae","Cryptonemia luxurians","(C.Agardh J.Agardh)",21
"Polyporaceae","Trametes cubensis","(Mont.) Sacc.",21
"Hymenochaetaceae","Phellinus gilvus","(Schwein.) Pat.",21
"Cyatheaceae","Alsophila rubiginosa","Brause",21
"Leucobryaceae","Campylopus","Brid.",21
"Melastomataceae","Miconia scabra","DC.",21
"Pucciniaceae","Puccinia insueta","G. Winter",21
"Melastomataceae","Pleroma granulosa","(Desr.) Cogn.",20
"Polyporaceae","Fomes australis","(Fr.) Cooke",20
"Elsinoaceae","Sphaceloma","de Bary",20
"Lycopodiopsidaceae","Brasilodendron","W.G. Chaloner, K.U. Leistikow & A. Hill",20
