"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","AnoColeta","Identificador","AnoID","ConfiançaID","ConfiançaLoc","Imagens","Município","Localidade"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FREI CANECA","Angiosperms","Moraceae","Ficus",,"L.","MORACEAE Ficus L.","L.3927057","x","Botany","Melo, A.","Melo, A; Viana, JL; Chagas, MA; Santos, SO 453","Native","2010",,,"Latão","Ouro",,,"Brasil, Pernambuco, Jaqueira, RPPN Frei Caneca, Trilha próxima ao alojamente."
