"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","AnoColeta","Identificador","AnoID","ConfiançaID","ConfiançaLoc","Imagens","Município","Localidade"
"RESERVA EXTRATIVISTA IPAÚ-ANILZINHO",,"Lamiaceae|Orchidaceae","Stachys|Aspasia",,"L.|Lindl.","LAMIACEAE|ORCHIDACEAE Stachys L.|Aspasia Lindl.","F.HCP.00000699",,"F.HCP.","Costa, D.L.L.","100",,"2020","Barberena, F.F.V.A.","2020","Bronze","Ouro",,"Baião","Joana Peres. RESEX Ipaú-Anilzinho"
"RESERVA EXTRATIVISTA IPAÚ-ANILZINHO",,"Lamiaceae|Orchidaceae","Stachys|Aspasia",,"L.|Lindl.","LAMIACEAE|ORCHIDACEAE Stachys L.|Aspasia Lindl.","F.HCP.00000698",,"F.HCP.","Costa, D.L.L.","99",,"2020","Barberena, F.F.V.A.","2020","Bronze","Ouro",,"Baião","Joana Peres. RESEX Ipaú-Anilzinho"
"RESERVA EXTRATIVISTA IPAÚ-ANILZINHO",,"Lamiaceae|Orchidaceae","Stachys|Aspasia",,"L.|Lindl.","LAMIACEAE|ORCHIDACEAE Stachys L.|Aspasia Lindl.","F.HCP.00000703",,"F.HCP.","Costa, D.L.L.","106",,"2020","Barberena, F.F.V.A.","2020","Bronze","Ouro",,"Baião","Joana Peres. Aréa do munguba. RESEX Ipaú-Anilzinho"
"RESERVA EXTRATIVISTA IPAÚ-ANILZINHO",,"Lamiaceae|Orchidaceae","Stachys|Aspasia",,"L.|Lindl.","LAMIACEAE|ORCHIDACEAE Stachys L.|Aspasia Lindl.","F.HCP.00000713",,"F.HCP.","Costa, D.L.L.","93",,"2020","Barberena, F.F.V.A.","2020","Bronze","Ouro",,"Baião","Joana Peres. Trilha do panelão para Carão. RESEX Ipaú-Anilzinho"
"RESERVA EXTRATIVISTA IPAÚ-ANILZINHO",,"Lamiaceae|Orchidaceae","Stachys|Aspasia",,"L.|Lindl.","LAMIACEAE|ORCHIDACEAE Stachys L.|Aspasia Lindl.","F.HCP.00000714",,"F.HCP.","Costa, D.L.L.","94",,"2020","Barberena, F.F.V.A.","2020","Bronze","Ouro",,"Baião","Joana Peres. Trilha do panelão para Carão. RESEX Ipaú-Anilzinho"
"RESERVA EXTRATIVISTA IPAÚ-ANILZINHO",,"Lamiaceae|Orchidaceae","Stachys|Aspasia",,"L.|Lindl.","LAMIACEAE|ORCHIDACEAE Stachys L.|Aspasia Lindl.","F.HCP.00000728",,"F.HCP.","Costa, D.L.L.","129",,"2020","Barberena, F.F.V.A.","2020","Bronze","Ouro",,"Baião","Joana Peres. Ilha em frente a Vila de Joana Peres. RESEX Ipaú-Anilzinho"
