"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DE MANICORÉ","Brazil","Amazonas","MANICORÉ (AM)","Uso Sustentável","3.407","cnuc_2025_08.csv","APA","APA_CAMPOS_DE_MANICORE"
"ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES","Brazil","Amazonas","IRANDUBA (AM) - MANACAPURU (AM) - NOVO AIRÃO (AM)","Uso Sustentável","994","cnuc_2025_08.csv","APA","APA_MARGEM_DIREITA_DO_RIO_NEGRO-_SETOR_PADUARI-SOLIMOES"
"ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO","Brazil","Amazonas","MANAUS (AM)","Uso Sustentável","996","cnuc_2025_08.csv","APA","APA_MARGEM_ESQUERDA_DO_RIO_NEGRO-SETOR_ATURIA-APUAUZINHO"
"ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA","Brazil","Amazonas","MANAUS (AM) - NOVO AIRÃO (AM)","Uso Sustentável","995","cnuc_2025_08.csv","APA","APA_MARGEM_ESQUERDA_DO_RIO_NEGRO-SETOR_TARUMA_ACU-TARUMA_MIRIMA"
"ÁREA DE PROTEÇÃO AMBIENTAL NHAMUNDÁ","Brazil","Amazonas","NHAMUNDÁ (AM)","Uso Sustentável","997","cnuc_2025_08.csv","APA","APA_NHAMUNDA"
"ÁREA DE PROTEÇÃO AMBIENTAL PARQUE LINEAR DO BINDÁ","Brazil","Amazonas","MANAUS (AM)","Uso Sustentável","2.742","cnuc_2025_08.csv","APA","APA_PARQUE_LINEAR_DO_BINDA"
"ÁREA DE PROTEÇÃO AMBIENTAL PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA","Brazil","Amazonas","MANAUS (AM)","Uso Sustentável","993","cnuc_2025_08.csv","APA","APA_PRESIDENTE_FIGUEIREDO_-_CAVERNA_DO_MOROAGA"
"ÁREA DE PROTEÇÃO AMBIENTAL TAPURUQUARA","Brazil","Amazonas","SANTA ISABEL DO RIO NEGRO (AM)","Uso Sustentável","3.557","cnuc_2025_08.csv","APA","APA_TAPURUQUARA"
"ÁREA DE PROTEÇÃO AMBIENTAL TARUMA/PONTA NEGRA","Brazil","Amazonas","MANAUS (AM)","Uso Sustentável","2.738","cnuc_2025_08.csv","APA","APA_TARUMA_PONTA_NEGRA"
"ÁREA DE PROTEÇÃO AMBIENTAL URUBUÍ","Brazil","Amazonas","PRESIDENTE FIGUEIREDO (AM)","Uso Sustentável","5.018","cnuc_2025_08.csv","APA","APA_URUBUI"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO AVES","Brazil","Amazonas","PRESIDENTE FIGUEIREDO (AM)","Uso Sustentável","5.017","cnuc_2025_08.csv","ARIE","ARIE_AVES"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAVARI BURITI","Brazil","Amazonas","SANTO ANTÔNIO DO IÇÁ (AM)","Uso Sustentável","38","cnuc_2025_08.csv","ARIE","ARIE_JAVARI_BURITI"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAVARÍ-BURITI","Brazil","Amazonas",NA,"Uso Sustentável","0000.00.0038","DadosGeoestatisticos_UCs_21jul2025.csv","ARIE","ARIE_JAVARI-BURITI"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS","Brazil","Amazonas","MANAUS (AM) - RIO PRETO DA EVA (AM)","Uso Sustentável","43","cnuc_2025_08.csv","ARIE","ARIE_PROJETO_DINAMICA_BIOLOGICA_DE_FRAGMENTOS_FLORESTAIS"
"ESTAÇÃO ECOLÓGICA ALTO MAUÉS","Brazil","Amazonas","MAUÉS (AM)","Proteção Integral","3.131","cnuc_2025_08.csv","EEC","EEC_ALTO_MAUES"
"ESTAÇÃO ECOLÓGICA JUAMI-JAPURÁ","Brazil","Amazonas","JAPURÁ (AM)","Proteção Integral","72","cnuc_2025_08.csv","EEC","EEC_JUAMI-JAPURA"
"ESTAÇÃO ECOLÓGICA JUTAÍ-SOLIMÕES","Brazil","Amazonas","AMATURÁ (AM) - JUTAÍ (AM) - SANTO ANTÔNIO DO IÇÁ (AM) - TONANTINS (AM)","Proteção Integral","56","cnuc_2025_08.csv","EEC","EEC_JUTAI-SOLIMOES"
"FLORESTA ESTADUAL APUÍ","Brazil","Amazonas","APUÍ (AM)","Uso Sustentável","998","cnuc_2025_08.csv","FE","FE_APUI"
"FLORESTA ESTADUAL ARIPUANÃ","Brazil","Amazonas","APUÍ (AM)","Uso Sustentável","999","cnuc_2025_08.csv","FE","FE_ARIPUANA"
"FLORESTA ESTADUAL CANUTAMA","Brazil","Amazonas","CANUTAMA (AM)","Uso Sustentável","1.737","cnuc_2025_08.csv","FE","FE_CANUTAMA"
"FLORESTA ESTADUAL MANICORÉ","Brazil","Amazonas","MANICORÉ (AM)","Uso Sustentável","1","cnuc_2025_08.csv","FE","FE_MANICORE"
"FLORESTA ESTADUAL MAÚES","Brazil","Amazonas","MAUÉS (AM)","Uso Sustentável","1.003","cnuc_2025_08.csv","FE","FE_MAUES"
"FLORESTA ESTADUAL RIO URUBU","Brazil","Amazonas","RIO PRETO DA EVA (AM)","Uso Sustentável","1.002","cnuc_2025_08.csv","FE","FE_RIO_URUBU"
"FLORESTA ESTADUAL SUCUNDURI","Brazil","Amazonas","APUÍ (AM)","Uso Sustentável","1.001","cnuc_2025_08.csv","FE","FE_SUCUNDURI"
"FLORESTA ESTADUAL TAPAUÁ","Brazil","Amazonas","CANUTAMA (AM) - TAPAUÁ (AM)","Uso Sustentável","1.731","cnuc_2025_08.csv","FE","FE_TAPAUA"
"FLORESTA NACIONAL AMAZONAS","Brazil","Amazonas","BARCELOS (AM) - SANTA ISABEL DO RIO NEGRO (AM)","Uso Sustentável","114","cnuc_2025_08.csv","FLONA","FLONA_AMAZONAS"
"FLORESTA NACIONAL ARIPUANÃ","Brazil","Amazonas","APUÍ (AM) - MANICORÉ (AM) - NOVO ARIPUANÃ (AM)","Uso Sustentável","3.409","cnuc_2025_08.csv","FLONA","FLONA_ARIPUANA"
"FLORESTA NACIONAL BALATA-TUFARI","Brazil","Amazonas","CANUTAMA (AM) - TAPAUÁ (AM)","Uso Sustentável","85","cnuc_2025_08.csv","FLONA","FLONA_BALATA-TUFARI"
"FLORESTA NACIONAL HUMAITÁ","Brazil","Amazonas","HUMAITÁ (AM)","Uso Sustentável","92","cnuc_2025_08.csv","FLONA","FLONA_HUMAITA"
"FLORESTA NACIONAL IQUIRI","Brazil","Amazonas","LÁBREA (AM)","Uso Sustentável","1.612","cnuc_2025_08.csv","FLONA","FLONA_IQUIRI"
"FLORESTA NACIONAL JATUARANA","Brazil","Amazonas","APUÍ (AM)","Uso Sustentável","119","cnuc_2025_08.csv","FLONA","FLONA_JATUARANA"
"FLORESTA NACIONAL MAPIÁ - INAUINI","Brazil","Amazonas","BOCA DO ACRE (AM) - PAUINI (AM)","Uso Sustentável","126","cnuc_2025_08.csv","FLONA","FLONA_MAPIA_-_INAUINI"
