"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","AnoColeta","Identificador","AnoID","ConfiançaID","ConfiançaLoc","Imagens","Município","Localidade"
"ÁREA DE PROTEÇÃO AMBIENTAL DESCOBERTO","Angiosperms","Myrtaceae","Psidium","laruotteanum","Cambess.","MYRTACEAE Psidium laruotteanum Cambess.","K001178498","x","K","Ianhez, M.","008","Native","1994",,,"Latão","Ouro",,,"Apa do Descoberto, ca. 700m NE da Barragem. Cerrodo. Declive; suave."
"ÁREA DE PROTEÇÃO AMBIENTAL DESCOBERTO","Angiosperms","Asteraceae","Lychnophora","salicifolia","Mart.","ASTERACEAE Lychnophora salicifolia Mart.","K002521332","splink","K","Vieira, R.F.","s.n.","Native","1990",,,"Latão","Ouro",,,"Dist. Federal Mais Ou Menos 10 Km De Brazlandia; Apa Do Descoberto."
