"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","AnoColeta","Identificador","AnoID","ConfiançaID","ConfiançaLoc","Imagens","Município","Localidade"
"RESERVA BIOLÓGICA MATA ESCURA",,"Asteraceae|Cyperaceae","Heterocondylus|Bulbostylis",,"R.M.King|Kunth","ASTERACEAE|CYPERACEAE Heterocondylus R.M.King|Bulbostylis Kunth","RFA61769","splink","RFA","Ferreira, K.F.","306",,"2024",,,"Latão","Ouro",,"Jequitinhonha","REBIO, Mata Escura, próximo á antena."
"RESERVA BIOLÓGICA MATA ESCURA",,"Asteraceae|Cyperaceae","Heterocondylus|Bulbostylis",,"R.M.King|Kunth","ASTERACEAE|CYPERACEAE Heterocondylus R.M.King|Bulbostylis Kunth","RFA61769",,"RFA","Ferreira, K.F.","306",,"2024",,,"Latão","Ouro",,"Jequitinhonha","REBIO, Mata Escura, próximo á antena."
