"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÁREA DE RELEVANTE INTERESSE ECOLOGICO MUSEU PARQUE SERINGAL",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLOGICO PARQUE AMBIENTAL ANTONIO DANUBIO LOURENÇO DA SILVA",0,0,0,0
"BARREIRO DAS ANTAS",0,0,0,0
"ESTAÇÃO ECOLÓGICA GRÃO PARÁ",0,0,0,0
"ESTAÇÃO ECOLÓGICA MAMURU",0,0,0,0
"ESTAÇÃO ECOLÓGICA TERRA DO MEIO",0,0,0,0
"FLORESTA ESTADUAL FARO",0,0,0,0
"FLORESTA ESTADUAL IRIRI",0,0,0,0
"FLORESTA ESTADUAL PARU",0,0,0,0
"FLORESTA ESTADUAL TROMBETAS",0,0,0,0
"FLORESTA NACIONAL ALTAMIRA",0,0,0,0
"FLORESTA NACIONAL CARAJÁS",36,36,0,0
"FLORESTA NACIONAL CAXIUANÃ",7,7,0,0
"FLORESTA NACIONAL CREPORI",0,0,0,0
"FLORESTA NACIONAL ITACAIUNAS",0,0,0,0
"FLORESTA NACIONAL ITAITUBA I",0,0,0,0
"FLORESTA NACIONAL ITAITUBA II",0,0,0,0
"FLORESTA NACIONAL JAMANXIM",0,0,0,0
"FLORESTA NACIONAL MULATA",0,0,0,0
"FLORESTA NACIONAL SARACÁ-TAQUERA",12,12,0,0
"FLORESTA NACIONAL TAPAJÓS",47,47,0,0
"FLORESTA NACIONAL TAPIRAPÉAQUIRI",0,0,0,0
"FLORESTA NACIONAL TRAIRÃO",0,0,0,0
"MONUMENTO NATURAL ATALAIA",0,0,0,0
"PARQUE ESTADUAL CHARAPUCU",0,0,0,0
"PARQUE ESTADUAL MONTE ALEGRE",0,0,0,0
"PARQUE ESTADUAL SERRA DOS MARTÍRIOS/ANDORINHAS",0,0,0,0
"PARQUE ESTADUAL UTINGA",7,7,0,0
"PARQUE NACIONAL CAMPOS FERRUGINOSOS",0,0,0,0
"PARQUE NACIONAL JAMANXIM",0,0,0,0
"PARQUE NACIONAL RIO NOVO",0,0,0,0
"PARQUE NACIONAL SERRA DO PARDO",5,5,0,0
"PARQUE NATURAL MUNICIPAL CASTANHAL/PARÁ",0,0,0,0
"PARQUE NATURAL MUNICIPAL MORRO DOS VENTOS",0,0,0,0
"PARQUE NATURAL MUNICIPAL REDENÇÃO",0,0,0,0
"PARQUE NATURAL MUNICIPAL RIO GARRAFÃO",0,0,0,0
"PARQUE NATURAL MUNICIPAL VEREDAS DOS CARAJÁS",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE ILHA CHAÚ",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE ILHA DO CANELA",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE LAGO MOLE",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE METRÓPOLE DA AMAZÔNIA",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE PADRE SÉRGIO TONETTO",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE TABULEIRO DO EMBAUBAL",0,0,0,0
"RESERVA BIOLÓGICA MAICURU",0,0,0,0
"RESERVA BIOLÓGICA NASCENTES DA SERRA DO CACHIMBO",0,0,0,0
"RESERVA BIOLÓGICA RIO TROMBETAS",1,1,0,0
"RESERVA BIOLÓGICA TAPIRAPÉ",1,1,0,0
"RESERVA DE DESENVOLVIMENTO DE SUSTENTÁVEL DE ITATUPÃ-BAQUIÁ",0,0,0,0
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ALCOBAÇA",0,0,0,0
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CAMPO DAS MANGABAS",0,0,0,0
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PUCURUÍ - ARARÃO",0,0,0,0
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL VITÓRIA DE SOUZEL",0,0,0,0
"RESERVA EXTRATIVISTA ARIÓCA PRUANÃ",0,0,0,0
"RESERVA EXTRATIVISTA CHOCOARÉ-MATO GROSSO",0,0,0,0
"RESERVA EXTRATIVISTA FILHOS DO MANGUE",0,0,0,0
"RESERVA EXTRATIVISTA GURUPÁ-MELGAÇO",0,0,0,0
"RESERVA EXTRATIVISTA IPAÁ-ANILZINHO",0,0,0,0
"RESERVA EXTRATIVISTA IPAÚ-ANILZINHO",0,0,0,0
"RESERVA EXTRATIVISTA MÃE GRANDE DE CURUÇÁ",0,0,0,0
"RESERVA EXTRATIVISTA MAPUÁ",0,0,0,0
"RESERVA EXTRATIVISTA MARACANÃ",0,0,0,0
"RESERVA EXTRATIVISTA MARINHA CUINARANA",0,0,0,0
"RESERVA EXTRATIVISTA MARINHA DE ARAÍ-PEROBA",0,0,0,0
"RESERVA EXTRATIVISTA MARINHA DE CAETÉ-TAPERAÇU",0,0,0,0
"RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRIÁ",0,0,0,0
"RESERVA EXTRATIVISTA MARINHA DE SOURE",0,0,0,0
"RESERVA EXTRATIVISTA MARINHA DE TRACUATEUA",0,0,0,0
"RESERVA EXTRATIVISTA MARINHA MESTRE LUCINDO",0,0,0,0
"RESERVA EXTRATIVISTA MARINHA MOCAPAJUBA",0,0,0,0
"RESERVA EXTRATIVISTA RENASCER",0,0,0,0
"RESERVA EXTRATIVISTA RIO IRIRI",0,0,0,0
"RESERVA EXTRATIVISTA RIO XINGU",0,0,0,0
"RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO",0,0,0,0
"RESERVA EXTRATIVISTA SÃO JOÃO DA PONTA",0,0,0,0
"RESERVA EXTRATIVISTA TAPAJÓS - ARAPIUNS",0,0,0,0
"RESERVA EXTRATIVISTA TAPAJÓS-ARAPIUNS",0,0,0,0
"RESERVA EXTRATIVISTA TERRA GRANDE-PRACUÚBA",0,0,0,0
"RESERVA EXTRATIVISTA VERDE PARA SEMPRE",0,0,0,0
"RESERVA EXTRATIVISTA VIRIANDEUA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PIONEIRA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL KLAGESI",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NADIR JÚNIOR",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OSÓRIO REIMÃO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SUMAÚMA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TIBIRIÇÁ",0,0,0,0
