"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ÁREA DE PROTEÇÃO AMBIENTAL ALGODOAL-MAIANDEUA","Brazil","Pará","MARACANÃ (PA)","Uso Sustentável","1.024","cnuc_2025_08.csv","APA","APA_ALGODOAL-MAIANDEUA"
"ÁREA DE PROTEÇÃO AMBIENTAL ALTER DO CHÃO","Brazil","Pará","SANTARÉM (PA)","Uso Sustentável","3.564","cnuc_2025_08.csv","APA","APA_ALTER_DO_CHAO"
"ÁREA DE PROTEÇÃO AMBIENTAL ARQUIPÉLAGO DO MARAJÓ","Brazil","Pará","AFUÁ (PA) - ANAJÁS (PA) - BREVES (PA) - CACHOEIRA DO ARARI (PA) - CHAVES (PA) - CURRALINHO (PA) - MUANÁ (PA) - SALVATERRA (PA) - SANTA CRUZ DO ARARI (PA) - SÃO SEBASTIÃO DA BOA VISTA (PA) - SOURE (PA)","Uso Sustentável","1.023","cnuc_2025_08.csv","APA","APA_ARQUIPELAGO_DO_MARAJO"
"ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ GELADO","Brazil","Pará","PARAUAPEBAS (PA)","Uso Sustentável","22","cnuc_2025_08.csv","APA","APA_IGARAPE_GELADO"
"ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO COMBU","Brazil","Pará","BELÉM (PA)","Uso Sustentável","1.027","cnuc_2025_08.csv","APA","APA_ILHA_DO_COMBU"
"ÁREA DE PROTEÇÃO AMBIENTAL JARÁ","Brazil","Pará","JURUTI (PA)","Uso Sustentável","4.456","cnuc_2025_08.csv","APA","APA_JARA"
"ÁREA DE PROTEÇÃO AMBIENTAL JUÁ","Brazil","Pará","SANTARÉM (PA)","Uso Sustentável","3.573","cnuc_2025_08.csv","APA","APA_JUA"
"ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE TUCURUI","Brazil","Pará","BREU BRANCO (PA) - GOIANÉSIA DO PARÁ (PA) - ITUPIRANGA (PA) - JACUNDÁ (PA) - NOVA IPIXUNA (PA) - NOVO REPARTIMENTO (PA) - TUCURUÍ (PA)","Uso Sustentável","1.029","cnuc_2025_08.csv","APA","APA_LAGO_DE_TUCURUI"
"ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA","Brazil","Pará","MONTE ALEGRE (PA)","Uso Sustentável","1.028","cnuc_2025_08.csv","APA","APA_PAYTUNA"
"ÁREA DE PROTEÇÃO AMBIENTAL REGIÃO METROLPOLITANA DE BELÉM","Brazil","Pará","ANANINDEUA (PA) - BELÉM (PA)","Uso Sustentável","1.025","cnuc_2025_08.csv","APA","APA_REGIAO_METROLPOLITANA_DE_BELEM"
"ÁREA DE PROTEÇÃO AMBIENTAL SÃO GERALDO DO ARAGUAIA","Brazil","Pará","SÃO GERALDO DO ARAGUAIA (PA)","Uso Sustentável","1.026","cnuc_2025_08.csv","APA","APA_SAO_GERALDO_DO_ARAGUAIA"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO SAUBAL","Brazil","Pará","SANTARÉM (PA)","Uso Sustentável","3.566","cnuc_2025_08.csv","APA","APA_SERRA_DO_SAUBAL"
"ÁREA DE PROTEÇÃO AMBIENTAL TAPAJÓS","Brazil","Pará","ITAITUBA (PA) - JACAREACANGA (PA) - NOVO PROGRESSO (PA) - TRAIRÃO (PA)","Uso Sustentável","268","cnuc_2025_08.csv","APA","APA_TAPAJOS"
