"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ÁREA DE PROTEÇÃO AMBIENTAL ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO","Brazil","Rio Grande do Norte","NATAL (RN)","Uso Sustentável",3.643,"cnuc_2025_08.csv","APA","APA_ARQUIPELAGO_DE_SAO_PEDRO_E_SAO_PAULO"
"ÁREA DE PROTEÇÃO AMBIENTAL BONFIM/GUARAÍRA","Brazil","Rio Grande do Norte","ARÊS (RN) - GOIANINHA (RN) - NÍSIA FLORESTA (RN) - SÃO JOSÉ DE MIPIBU (RN) - SENADOR GEORGINO AVELINO (RN) - TIBAU DO SUL (RN)","Uso Sustentável",1.471,"cnuc_2025_08.csv","APA","APA_BONFIM_GUARAIRA"
"ÁREA DE PROTEÇÃO AMBIENTAL DUNAS DO ROSADO","Brazil","Rio Grande do Norte","AREIA BRANCA (RN) - PORTO DO MANGUE (RN)","Uso Sustentável",4.031,"cnuc_2025_08.csv","APA","APA_DUNAS_DO_ROSADO"
"ÁREA DE PROTEÇÃO AMBIENTAL JENIPABU","Brazil","Rio Grande do Norte","EXTREMOZ (RN) - NATAL (RN)","Uso Sustentável",1.47,"cnuc_2025_08.csv","APA","APA_JENIPABU"
"ÁREA DE PROTEÇÃO AMBIENTAL PIQUIRI-UNA","Brazil","Rio Grande do Norte","CANGUARETAMA (RN) - ESPÍRITO SANTO (RN) - PEDRO VELHO (RN)","Uso Sustentável",1.472,"cnuc_2025_08.csv","APA","APA_PIQUIRI-UNA"
"ÁREA DE PROTEÇÃO AMBIENTAL RECIFES DE CORAIS","Brazil","Rio Grande do Norte","MAXARANGUAPE (RN) - RIO DO FOGO (RN) - TOUROS (RN)","Uso Sustentável",1.469,"cnuc_2025_08.csv","APA","APA_RECIFES_DE_CORAIS"
"ESTAÇÃO ECOLÓGICA SERIDÓ","Brazil","Rio Grande do Norte","SERRA NEGRA DO NORTE (RN)","Proteção Integral",69,"cnuc_2025_08.csv","EEC","EEC_SERIDO"
"FLORESTA NACIONAL AÇU","Brazil","Rio Grande do Norte","AÇU (RN)","Uso Sustentável",82,"cnuc_2025_08.csv","FLONA","FLONA_ACU"
"FLORESTA NACIONAL NÍSIA FLORESTA","Brazil","Rio Grande do Norte","NÍSIA FLORESTA (RN)","Uso Sustentável",100,"cnuc_2025_08.csv","FLONA","FLONA_NISIA_FLORESTA"
"MONUMENTO NATURAL ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO","Brazil","Rio Grande do Norte","NATAL (RN)","Proteção Integral",3.644,"cnuc_2025_08.csv","MONA","MONA_ARQUIPELAGO_DE_SAO_PEDRO_E_SAO_PAULO"
