"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ SÃO FRANCISCO","Brazil","Acre","BUJARI (AC) - RIO BRANCO (AC)","Uso Sustentável",940,"cnuc_2025_08.csv","APA","APA_IGARAPE_SAO_FRANCISCO"
"ÁREA DE PROTEÇÃO AMBIENTAL LAGO DO AMAPÁ","Brazil","Acre","RIO BRANCO (AC)","Uso Sustentável",941,"cnuc_2025_08.csv","APA","APA_LAGO_DO_AMAPA"
"ÁREA DE PROTEÇÃO AMBIENTAL RAIMUNDO IRINEU SERRA","Brazil","Acre","RIO BRANCO (AC)","Uso Sustentável",3.217,"cnuc_2025_08.csv","APA","APA_RAIMUNDO_IRINEU_SERRA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE","Brazil","Acre","MÂNCIO LIMA (AC)","Uso Sustentável",1.983,"cnuc_2025_08.csv","ARIE","ARIE_JAPIIM_PENTECOSTE"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERINGAL NOVA ESPERANÇA","Brazil","Acre","EPITACIOLÂNDIA (AC) - XAPURI (AC)","Uso Sustentável",44,"cnuc_2025_08.csv","ARIE","ARIE_SERINGAL_NOVA_ESPERANCA"
"ESTAÇÃO ECOLÓGICA RIO ACRE","Brazil","Acre","ASSIS BRASIL (AC) - SENA MADUREIRA (AC)","Proteção Integral",68,"cnuc_2025_08.csv","EEC","EEC_RIO_ACRE"
"FLORESTA ESTADUAL ANTIMARY","Brazil","Acre","SENA MADUREIRA (AC)","Uso Sustentável",2.048,"cnuc_2025_08.csv","FE","FE_ANTIMARY"
"FLORESTA ESTADUAL MOGNO","Brazil","Acre","TARAUACÁ (AC)","Uso Sustentável",2.046,"cnuc_2025_08.csv","FE","FE_MOGNO"
"FLORESTA ESTADUAL RIO GREGÓRIO","Brazil","Acre","TARAUACÁ (AC)","Uso Sustentável",2.044,"cnuc_2025_08.csv","FE","FE_RIO_GREGORIO"
"FLORESTA ESTADUDAL DO RIO LIBERDADE","Brazil","Acre","TARAUACÁ (AC)","Uso Sustentável",2.041,"cnuc_2025_08.csv",NA,"FLORESTA_ESTADUDAL_DO_RIO_LIBERDADE"
"FLORESTA NACIONAL MACAUÃ","Brazil","Acre","SENA MADUREIRA (AC)","Uso Sustentável",120,"cnuc_2025_08.csv","FLONA","FLONA_MACAUA"
"FLORESTA NACIONAL SANTA ROSA DO PURUS","Brazil","Acre","FEIJÓ (AC) - SANTA ROSA DO PURUS (AC)","Uso Sustentável",107,"cnuc_2025_08.csv","FLONA","FLONA_SANTA_ROSA_DO_PURUS"
"FLORESTA NACIONAL SÃO FRANCISCO","Brazil","Acre","SENA MADUREIRA (AC)","Uso Sustentável",108,"cnuc_2025_08.csv","FLONA","FLONA_SAO_FRANCISCO"
"PARQUE ESTADUAL CHANDLESS","Brazil","Acre","MANOEL URBANO (AC) - SANTA ROSA DO PURUS (AC) - SENA MADUREIRA (AC)","Proteção Integral",939,"cnuc_2025_08.csv","PE","PE_CHANDLESS"
"PARQUE NACIONAL SERRA DO DIVISOR","Brazil","Acre","CRUZEIRO DO SUL (AC) - MÂNCIO LIMA (AC) - MARECHAL THAUMATURGO (AC) - PORTO WALTER (AC) - RODRIGUES ALVES (AC)","Proteção Integral",149,"cnuc_2025_08.csv","PARNA","PARNA_SERRA_DO_DIVISOR"
"RESERVA EXTRATIVISTA ALTO JURUÁ","Brazil","Acre","MARECHAL THAUMATURGO (AC)","Uso Sustentável",1.517,"cnuc_2025_08.csv","RESEX","RESEX_ALTO_JURUA"
"RESERVA EXTRATIVISTA ALTO TARAUACÁ","Brazil","Acre","JORDÃO (AC) - MARECHAL THAUMATURGO (AC) - TARAUACÁ (AC)","Uso Sustentável",274,"cnuc_2025_08.csv","RESEX","RESEX_ALTO_TARAUACA"
"RESERVA EXTRATIVISTA CAZUMBÁ-IRACEMA","Brazil","Acre","MANOEL URBANO (AC) - SENA MADUREIRA (AC)","Uso Sustentável",232,"cnuc_2025_08.csv","RESEX","RESEX_CAZUMBA-IRACEMA"
"RESERVA EXTRATIVISTA CHICO MENDES","Brazil","Acre","ASSIS BRASIL (AC) - BRASILÉIA (AC) - CAPIXABA (AC) - EPITACIOLÂNDIA (AC) - RIO BRANCO (AC) - SENA MADUREIRA (AC) - XAPURI (AC)","Uso Sustentável",222,"cnuc_2025_08.csv","RESEX","RESEX_CHICO_MENDES"
"RESERVA EXTRATIVISTA RIOZINHO DA LIBERDADE","Brazil","Acre","CRUZEIRO DO SUL (AC) - MARECHAL THAUMATURGO (AC) - PORTO WALTER (AC) - TARAUACÁ (AC)","Uso Sustentável",257,"cnuc_2025_08.csv","RESEX","RESEX_RIOZINHO_DA_LIBERDADE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO ECOLÓGICO AMAZÔNIA VIVA","Brazil","Acre","RIO BRANCO (AC)","Uso Sustentável",1.465,"cnuc_2025_08.csv","RPPN","RPPN_SANTUARIO_ECOLOGICO_AMAZONIA_VIVA"
