"name","NumRecords","NumOuro","NumPrata","NumBronze","NumTaxons","NumSpecies","NumGenus","NumFamilies","NumLatao","NumNoMatch"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE",0,0,0,0,NA,NA,NA,NA,NA,NA
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERINGAL NOVA ESPERANÇA",0,0,0,0,NA,NA,NA,NA,NA,NA
"ESTAÇÃO ECOLÓGICA RIO ACRE",0,0,0,0,NA,NA,NA,NA,NA,NA
"FLORESTA ESTADUAL ANTIMARY",2,0,1,1,2,2,2,2,0,0
"FLORESTA ESTADUAL MOGNO",0,0,0,0,NA,NA,NA,NA,NA,NA
"FLORESTA ESTADUAL RIO GREGÓRIO",1,1,0,0,1,1,1,1,0,0
"FLORESTA ESTADUDAL DO RIO LIBERDADE",0,0,0,0,NA,NA,NA,NA,NA,NA
"FLORESTA NACIONAL MACAUÃ",0,0,0,0,NA,NA,NA,NA,NA,NA
"FLORESTA NACIONAL SANTA ROSA DO PURUS",0,0,0,0,NA,NA,NA,NA,NA,NA
"FLORESTA NACIONAL SÃO FRANCISCO",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL CHANDLESS",35,11,0,11,31,31,26,18,9,0
"PARQUE NACIONAL SERRA DO DIVISOR",15,6,0,0,13,13,11,9,7,0
"RESERVA EXTRATIVISTA ALTO JURUÁ",69,22,0,5,58,54,37,26,31,0
"RESERVA EXTRATIVISTA ALTO TARAUACÁ",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA EXTRATIVISTA CAZUMBÁ-IRACEMA",1,0,0,0,1,1,1,1,1,0
"RESERVA EXTRATIVISTA CHICO MENDES",24,2,0,1,11,11,8,5,8,0
"RESERVA EXTRATIVISTA RIOZINHO DA LIBERDADE",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO ECOLÓGICO AMAZÔNIA VIVA",0,0,0,0,NA,NA,NA,NA,NA,NA
