"name","NumRecords","NumOuro","NumPrata","NumBronze","NumTaxons","NumSpecies","NumGenus","NumFamilies","NumLatao","NumNoMatch"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MANGUEZAIS",0,0,0,0,NA,NA,NA,NA,NA,NA
"FLORESTA NACIONAL IBURA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL GROTA DO ANGICO",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL MARITUBA",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE NACIONAL SERRA DE ITABAIANA",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE NATURAL MUNICIPAL POXIM",0,0,0,0,NA,NA,NA,NA,NA,NA
"REFÚGIO DE VIDA SILVESTRE MATA DO JUNCO",12,2,0,10,12,12,12,10,0,0
"RESERVA BIOLÓGICA SANTA ISABEL",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAJU",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAMPOS NOVOS",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DONA BENTA E SEU CABOCLO",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FONTE DA BICA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA ENCANTADA DO MORRO DA LUCRÉCIA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA 01 (BOM JARDIM) E MATA 02",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA 01 E 02 (MARINHEIRO) E MATA 03 (PEDRA DA URÇA)",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PIRANGY",0,0,0,0,NA,NA,NA,NA,NA,NA
