"family","scientificName","scientificNameAuthorship","x"
"Melastomataceae","Pleroma semidecandra","(Schrank & Mart. ex DC.) Cogn.",10
"Hymenochaetaceae","Fuscoporia gilva","(Schwein.:Fr.) T.Wagner & M.Fisch.",10
"Pucciniaceae","Uromyces hedysari-paniculati","(Schwein.) Farl.",10
"Podosporaceae","Podospora communis","(Speg.) Niessl",10
"Teloschistaceae","Teloschistes flavicans","(Sw.) Norman",10
"Melastomataceae","Pleroma gardneriana","(Triana) Cogn.",10
"Chrysotrichaceae","Chrysothrix xanthina","(Vain.) Kalb",10
"Petiveriaceae","Petiveria tetrandra","B.A.Gomes",10
"Orthostichellaceae","Pilotrichella subpachygastrella","Broth.",10
"Polygalaceae","Polygala gigantea","Chodat",10
"Pucciniaceae","Puccinia pilocarpi","Cooke",10
"Polyporaceae","Lentinus velutinus","Fr.",10
"Meliolaceae","Meliola palmicola","G. Winter",10
"Pucciniaceae","Puccinia psidii","G. Winter",10
"Bryaceae","Bryum brasiliense","Hampe",10
"Orthotrichaceae","Schlotheimia capillaris","Hampe",10
"Endocladiaceae","Endocladia vernicata","J. G. Agardh",10
"Pucciniaceae","Uromyces foveolatus","Juel",10
"Marattiaceae","Eupodium cicutifolia","Kaulf.",10
"Rosaceae","Prunus padus","L.",10
"Pteridaceae","Pteris longifolia","L.",10
"Trypetheliaceae","Pseudopyrenula subgregaria","Müll. Arg.",10
"Poaceae","Andropogon tenerum","Nees",10
"Trypetheliaceae","Astrothelium scorioides","Nyl.",10
"Dioscoreaceae","Stenomeris","Planch.",10
"Poaceae","Arthrostylidium pubescens","Rupr.",10
"Asteraceae","Conyza chilensis","Spreng.",10
"Lepidoziaceae","Arachniopsis coactilis","Spruce",10
"Iridaceae","Trimezia fosteriana","Steyerm.",10
"Graphidaceae","Graphis caesiella","Vain.",10
"Lecanoraceae","Lecanora leproplaca","Zahlbr.",10
