"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MANGUEZAIS",0,0,0,0
"FLORESTA NACIONAL IBURA",581,581,0,0
"MONUMENTO NATURAL GROTA DO ANGICO",2783,2783,0,0
"PARQUE ESTADUAL MARITUBA",0,0,0,0
"PARQUE NACIONAL SERRA DE ITABAIANA",5882,5882,0,0
"PARQUE NATURAL MUNICIPAL POXIM",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO JUNCO",2833,2833,0,0
"RESERVA BIOLÓGICA SANTA ISABEL",1027,1027,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAJU",16,16,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAMPOS NOVOS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DONA BENTA E SEU CABOCLO",34,34,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FONTE DA BICA",221,221,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA ENCANTADA DO MORRO DA LUCRÉCIA",14,14,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA 01 (BOM JARDIM) E MATA 02",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA 01 E 02 (MARINHEIRO) E MATA 03 (PEDRA DA URÇA)",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PIRANGY",0,0,0,0
