"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÁREA DE PROTECAO AMBIENTAL XERIUINI",0,0,0,0
"ESTAÇÃO ECOLÓGICA MARACÁ",67,67,0,0
"ESTAÇÃO ECOLÓGICA NIQUIÁ",6,6,0,0
"FLORESTA NACIONAL ANAUÁ",0,0,0,0
"FLORESTA NACIONAL PARIMA",0,0,0,0
"FLORESTA NACIONAL RORAIMA",0,0,0,0
"PARQUE ESTADUAL NASCENTES",1,1,0,0
"PARQUE NACIONAL MONTE RORAIMA",1,1,0,0
"PARQUE NACIONAL VIRUÁ",27,27,0,0
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CAMPINA",0,0,0,0
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ITAPARÁ - BOIAÇU",0,0,0,0
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL XERIUINI",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MANI",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SESC TEPEQUÉM",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TUPAQUIRI",0,0,0,0
