"family","scientificName","scientificNameAuthorship","x"
"Melastomataceae","Microlicia cataphracta","(DC.) Versiane & R.Romero",659
"Sphagnaceae","Sphagnum alegrense","Warnst.",592
"Melastomataceae","Cambessedesia fasciculata","(Spreng.) Fidanza & A.B.Martins",466
"Sematophyllaceae","Sematophyllum subpinnatum","(Brid.) E. Britton",420
"Sematophyllaceae","Sematophyllum subpinnatum","(Brid.) E.Britton",402
"Melastomataceae","Microlicia cataphracta","(Mart. & Schrank ex DC.) Versiane & R.Romero",363
"Melastomataceae","Microlicia phlogiformis","(DC.) Versiane & R.Romero",293
"Melastomataceae","Microlicia armata","(Spreng.) Versiane & R.Romero",280
"Octoblepharaceae","Octoblepharum albidum","Hedw.",261
"Leucobryaceae","Campylopus","Brid.",237
"Dicranaceae","Dicranaceae","Schimp.",224
"Scenedesmaceae","Scenedesmaceae","Oltmanns",216
"Polytrichaceae","Polytrichum juniperinum","Hedw.",211
"Sematophyllaceae","Sematophyllum","Mitt.",207
"Sphagnaceae","Sphagnum","L.",200
"SEMATOPHYLLACEAE","Sematophyllum subpinnatum","(Brid.) E.Britton",195
"Orthotrichaceae","Schlotheimia rugifolia","(Hook.) Schwägr.",195
"Lejeuneaceae","Lejeunea flava","(Sw.) Nees",192
"Melastomataceae","Microlicia laniflora","(D.Don) Baill.",191
"Calymperaceae","Syrrhopodon prolifer","Schwägr.",188
"Asteraceae","Vernonanthura rubriramea","(Mart. ex DC.) Loeuille & P.N.Soares",184
"Pylaisiadelphaceae","Isopterygium tenerum","(Sw.) Mitt.",178
"Frullaniaceae","Frullania","Raddi",177
"Leucobryaceae","Campylopus pilifer","Brid.",176
"Pottiaceae","Pottiaceae","Hampe",175
"Lejeuneaceae","Lejeuneaceae","Rostovzev",172
"Calymperaceae","Syrrhopodon gaudichaudii","Mont.",171
"Leucobryaceae","Campylopus arctocarpus","(Hornsch.) Mitt.",170
"Coccomyxaceae","Coccomyxaceae","Smith",170
"Melastomataceae","Microlicia albiflora","(Naudin) Versiane & R.Romero",168
"Asteraceae","Trixis","Sw.",162
"Leucobryaceae","Campylopus savannarum","(Müll. Hal.) Mitt.",156
"Plagiochilaceae","Plagiochila","(Dumort.) Dumort.",154
"Radulaceae","Radula mexicana","Lindenb. & Gottsche",154
"SEMATOPHYLLACEAE","Sematophyllum subsimplex","(Hedw.) Mitt.",153
"Bryaceae","Bryaceae","Rchb.",151
"Sematophyllaceae","Sematophyllum subsimplex","(Hedw.) Mitt.",150
"Bartramiaceae","Philonotis uncinata","(Schwägr.) Brid.",149
"Phyllogoniaceae","Phyllogonium viride","Brid.",149
"Racopilaceae","Racopilum tomentosum","(Hedw.) Brid.",146
"Lycopodiopsidaceae","Brasilodendron","W.G. Chaloner, K.U. Leistikow & A. Hill",146
"Melastomataceae","Cambessedesia fasciculata","(Spreng.) Fidanza & A.B. Martins",144
"Frullaniaceae","Frullania brasiliensis","Raddi",144
"Melastomataceae","Microlicia cataphracta","(DC.) Versiane & R. Romero",143
"Melastomataceae","Microlicia crassifolia","(DC.) Versiane & R.Romero",141
"Campanulaceae","Lobelia","Plum. ex L.",140
"Leucobryaceae","Leucobryum crispum","Müll. Hal.",135
"Sematophyllaceae","Sematophyllum galipense","(Müll. Hal.) Mitt.",134
"Caulerpaceae","Caulerpa","J.V.F. Lamouroux",132
"Helicophyllaceae","Helicophyllum torquatum","(Hook.) Brid.",130
"Rubiaceae","Tapanhuacanga laricoides","(Mart. & Zucc.) P.L.R.Moraes",130
"Orthotrichaceae","Schlotheimia tecta","Hook. & Wilson",128
"Calomniaceae","Pyrrhobryum spiniforme","(Hedw.) Mitt.",124
"Dicranaceae","Holomitrium crispulum","Mart.",124
"PYLAISIADELPHACEAE","Isopterygium tenerum","(Sw.) Mitt.",123
"Pylaisiadelphaceae","Isopterygium tenerifolium","Mitt.",123
"Rhizogoniaceae","Pyrrhobryum spiniforme","(Hedw.) Mitt.",121
"Fissidentaceae","Fissidens","Hedw.",121
"Bryaceae","Bryum","Hedw.",119
"Amaranthaceae","Hebanthe eriantha","(Poir.) Pedersen",118
"Entodontaceae","Erythrodontium squarrosum","(Hampe) Paris",117
"BARTRAMIACEAE","Philonotis uncinata","(Schwägr.) Brid.",115
"Myrtaceae","Indet.","Juss.",112
"Plagiochilaceae","Plagiochila corrugata","(Nees) Nees & Mont.",111
"Melastomataceae","Microlicia mucorifera","(DC.) Versiane & R.Romero",110
"Leucobryaceae","Campylopus lamellinervis","(Müll. Hal.) Spruce",107
"Poaceae","Sporobolus piliferus","(Trin.) Kunth",103
"Orthotrichaceae","Schlotheimia torquata","(Sw. ex Hedw.) Brid.",101
"Melastomataceae","Acisanthera quadrata","Pers.",100
"Leucobryaceae","Leucobryum","Hampe",99
"Plagiochilaceae","Plagiochila disticha","Lehm. & Lindenb.",96
"Rubiaceae","Palicourea stachyoides","(Benth.) Delprete",95
"STEREOPHYLLACEAE","Entodontopsis leucostega","(Brid.) W.R.Buck & Ireland",95
"Melastomataceae","cambessedesia fasciculata (spreng.) fidanza & a.b. martins","(Spreng.) Fidanza & A.B. Martins",94
"Opegraphaceae","Opegrapha","Ach.",93
"Stereophyllaceae","Entodontopsis leucostega","(Brid.) W.R. Buck & Ireland",92
"Mesophyllumaceae","Mesophyllum","Me. Lemoine",92
