"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO (ARIE) DA ILHA DOS VALADARES","Brazil","Paraná","PARANAGUÁ (PR)","Uso Sustentável",4.837,"cnuc_2025_08.csv","ARIE","ARIE_(ARIE)_DA_ILHA_DOS_VALADARES"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO BURITI","Brazil","Paraná","PATO BRANCO (PR)","Uso Sustentável",543,"cnuc_2025_08.csv","ARIE","ARIE_BURITI"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CABEÇA DO CACHORRO","Brazil","Paraná","SÃO PEDRO DO IGUAÇU (PR)","Uso Sustentável",542,"cnuc_2025_08.csv","ARIE","ARIE_CABECA_DO_CACHORRO"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÃO DOMINGOS","Brazil","Paraná","RONCADOR (PR)","Uso Sustentável",545,"cnuc_2025_08.csv","ARIE","ARIE_SAO_DOMINGOS"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO TIGRE","Brazil","Paraná","MALLET (PR)","Uso Sustentável",544,"cnuc_2025_08.csv","ARIE","ARIE_SERRA_DO_TIGRE"
"ESTAÇÃO ECOLÓGICA CAIUÁ","Brazil","Paraná","DIAMANTE DO NORTE (PR)","Proteção Integral",3.047,"cnuc_2025_08.csv","EEC","EEC_CAIUA"
"ESTAÇÃO ECOLÓGICA FERNANDES PINHEIRO","Brazil","Paraná","FERNANDES PINHEIRO (PR)","Proteção Integral",516,"cnuc_2025_08.csv","EEC","EEC_FERNANDES_PINHEIRO"
"ESTAÇÃO ECOLÓGICA GUARAGUAÇU","Brazil","Paraná","PARANAGUÁ (PR) - PONTAL DO PARANÁ (PR)","Proteção Integral",497,"cnuc_2025_08.csv","EEC","EEC_GUARAGUACU"
"ESTAÇÃO ECOLÓGICA GUARAQUEÇABA","Brazil","Paraná","GUARAQUEÇABA (PR)","Proteção Integral",54,"cnuc_2025_08.csv","EEC","EEC_GUARAQUECABA"
"ESTAÇÃO ECOLÓGICA ILHA DO MEL","Brazil","Paraná","PARANAGUÁ (PR)","Proteção Integral",528,"cnuc_2025_08.csv","EEC","EEC_ILHA_DO_MEL"
"ESTAÇÃO ECOLÓGICA MUNICIPAL ALÍDIO MORETTI","Brazil","Paraná","UNIÃO DA VITÓRIA (PR)","Proteção Integral",5.099,"cnuc_2025_08.csv","EEC","EEC_MUNICIPAL_ALIDIO_MORETTI"
"ESTAÇÃO ECOLÓGICA MUNICIPAL CARLOS ROGÉRIO CONRADO SCHMIDT","Brazil","Paraná","PITANGA (PR)","Proteção Integral",4.428,"cnuc_2025_08.csv","EEC","EEC_MUNICIPAL_CARLOS_ROGERIO_CONRADO_SCHMIDT"
"ESTAÇÃO ECOLÓGICA MUNICIPAL SEVERINO RAVANELLO","Brazil","Paraná","PAULA FREITAS (PR)","Proteção Integral",4.221,"cnuc_2025_08.csv","EEC","EEC_MUNICIPAL_SEVERINO_RAVANELLO"
"ESTAÇÃO ECOLÓGICA RIO DAS POMBAS","Brazil","Paraná","MATINHOS (PR) - PARANAGUÁ (PR) - PONTAL DO PARANÁ (PR)","Proteção Integral",4.987,"cnuc_2025_08.csv","EEC","EEC_RIO_DAS_POMBAS"
"ESTAÇÃO ECOLÓGICA RIO DOS TOUROS","Brazil","Paraná","RESERVA DO IGUAÇU (PR)","Proteção Integral",515,"cnuc_2025_08.csv","EEC","EEC_RIO_DOS_TOUROS"
"FLORESTA ESTADUAL CÓRREGO DA BIQUINHA","Brazil","Paraná","TIBAGI (PR)","Uso Sustentável",517,"cnuc_2025_08.csv","FE","FE_CORREGO_DA_BIQUINHA"
"FLORESTA ESTADUAL METROPOLITANA","Brazil","Paraná","PIRAQUARA (PR)","Uso Sustentável",520,"cnuc_2025_08.csv","FE","FE_METROPOLITANA"
"FLORESTA ESTADUAL PALMITO","Brazil","Paraná","PARANAGUÁ (PR)","Uso Sustentável",521,"cnuc_2025_08.csv","FE","FE_PALMITO"
"FLORESTA ESTADUAL PASSA DOIS","Brazil","Paraná","CURITIBA (PR)","Uso Sustentável",538,"cnuc_2025_08.csv","FE","FE_PASSA_DOIS"
"FLORESTA ESTADUAL SANTANA","Brazil","Paraná","PAULO FRONTIN (PR)","Uso Sustentável",495,"cnuc_2025_08.csv","FE","FE_SANTANA"
"FLORESTA NACIONAL ASSUNGUI","Brazil","Paraná","CAMPO LARGO (PR)","Uso Sustentável",77,"cnuc_2025_08.csv","FLONA","FLONA_ASSUNGUI"
"FLORESTA NACIONAL IRATI","Brazil","Paraná","FERNANDES PINHEIRO (PR) - TEIXEIRA SOARES (PR)","Uso Sustentável",125,"cnuc_2025_08.csv","FLONA","FLONA_IRATI"
"FLORESTA NACIONAL PIRAÍ DO SUL","Brazil","Paraná","CASTRO (PR) - PIRAÍ DO SUL (PR)","Uso Sustentável",131,"cnuc_2025_08.csv","FLONA","FLONA_PIRAI_DO_SUL"
"MONUMENTO NATURAL GRUTA DA LANCINHA","Brazil","Paraná","RIO BRANCO DO SUL (PR)","Proteção Integral",1.577,"cnuc_2025_08.csv","MONA","MONA_GRUTA_DA_LANCINHA"
"MONUMENTO NATURAL MUNICIPAL DO PASSO DA RESERVA","Brazil","Paraná","RESERVA DO IGUAÇU (PR)","Proteção Integral",5.106,"cnuc_2025_08.csv","MONA","MONA_MUNICIPAL_DO_PASSO_DA_RESERVA"
"MONUMENTO NATURAL OLHO D'AGUA MONGE JOAO MARIA DE JESUS","Brazil","Paraná","PITANGA (PR)","Proteção Integral",4.429,"cnuc_2025_08.csv","MONA","MONA_OLHO_D'AGUA_MONGE_JOAO_MARIA_DE_JESUS"
"MONUMENTO NATURAL PEDRA BRANCA","Brazil","Paraná","ORTIGUEIRA (PR)","Proteção Integral",5.138,"cnuc_2025_08.csv","MONA","MONA_PEDRA_BRANCA"
"PARQUE AMBIENTAL NATURAL MUNICIPAL MARCELINA RAVANELLO","Brazil","Paraná","PAULA FREITAS (PR)","Proteção Integral",4.219,"cnuc_2025_08.csv",NA,"PARQUE_AMBIENTAL_NATURAL_MUNICIPAL_MARCELINA_RAVANELLO"
