"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA SERRA DA ESPERANÇA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DO PIRAQUARA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL GUARAQUEÇABA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL GUARAQUEÇABA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL IGUAÇÚ",2,2,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL IRAÍ",2,2,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL PASSAUNA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL PEQUENO",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL RIO VERDE",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO (ARIE) DA ILHA DOS VALADARES",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO BURITI",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CABEÇA DO CACHORRO",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SÃO DOMINGOS",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO TIGRE",0,0,0,0
"ESTAÇÃO ECOLÓGICA CAIUÁ",2,2,0,0
"ESTAÇÃO ECOLÓGICA FERNANDES PINHEIRO",0,0,0,0
"ESTAÇÃO ECOLÓGICA GUARAGUAÇU",0,0,0,0
"ESTAÇÃO ECOLÓGICA GUARAQUEÇABA",0,0,0,0
"ESTAÇÃO ECOLÓGICA ILHA DO MEL",0,0,0,0
"ESTAÇÃO ECOLÓGICA MUNICIPAL ALÍDIO MORETTI",0,0,0,0
"ESTAÇÃO ECOLÓGICA MUNICIPAL CARLOS ROGÉRIO CONRADO SCHMIDT",0,0,0,0
"ESTAÇÃO ECOLÓGICA MUNICIPAL SEVERINO RAVANELLO",0,0,0,0
"ESTAÇÃO ECOLÓGICA RIO DAS POMBAS",0,0,0,0
"ESTAÇÃO ECOLÓGICA RIO DOS TOUROS",0,0,0,0
"FLORESTA ESTADUAL CÓRREGO DA BIQUINHA",0,0,0,0
"FLORESTA ESTADUAL METROPOLITANA",0,0,0,0
"FLORESTA ESTADUAL PALMITO",5,5,0,0
"FLORESTA ESTADUAL PASSA DOIS",0,0,0,0
"FLORESTA ESTADUAL SANTANA",0,0,0,0
"FLORESTA NACIONAL ASSUNGUI",0,0,0,0
"FLORESTA NACIONAL IRATI",60,60,0,0
"FLORESTA NACIONAL PIRAÍ DO SUL",0,0,0,0
"MONUMENTO NATURAL GRUTA DA LANCINHA",0,0,0,0
"MONUMENTO NATURAL MUNICIPAL DO PASSO DA RESERVA",0,0,0,0
"MONUMENTO NATURAL OLHO D'AGUA MONGE JOAO MARIA DE JESUS",0,0,0,0
"MONUMENTO NATURAL PEDRA BRANCA",0,0,0,0
"PARQUE AMBIENTAL NATURAL MUNICIPAL MARCELINA RAVANELLO",0,0,0,0
"PARQUE ESTADUAL AMAPORÃ",0,0,0,0
"PARQUE ESTADUAL BOGUAÇU",0,0,0,0
"PARQUE ESTADUAL CAMPINHOS",3,3,0,0
"PARQUE ESTADUAL CAXAMBU",0,0,0,0
"PARQUE ESTADUAL CERRADO",24,24,0,0
