"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE","Brazil","Pernambuco","ABREU E LIMA (PE) - ARAÇOIABA (PE) - CAMARAGIBE (PE) - IGARASSU (PE) - PAUDALHO (PE) - PAULISTA (PE) - RECIFE (PE) - SÃO LOURENÇO DA MATA (PE)","Uso Sustentável","1.928","cnuc_2025_08.csv","APA","APA_ALDEIA-BEBERIBE"
"ÁREA DE PROTEÇÃO AMBIENTAL CAXANGÁ","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.288","cnuc_2025_08.csv","APA","APA_CAXANGA"
"ÁREA DE PROTEÇÃO AMBIENTAL FERNANDO DE NORONHA - ROCAS - SÃO PEDRO E SÃO PAULO","Brazil","Pernambuco","FERNANDO DE NORONHA (PE)","Uso Sustentável","15","cnuc_2025_08.csv","APA","APA_FERNANDO_DE_NORONHA_-_ROCAS_-_SAO_PEDRO_E_SAO_PAULO"
"ÁREA DE PROTEÇÃO AMBIENTAL GUADALUPE","Brazil","Pernambuco","BARREIROS (PE) - RIO FORMOSO (PE) - SIRINHAÉM (PE) - TAMANDARÉ (PE)","Uso Sustentável","967","cnuc_2025_08.csv","APA","APA_GUADALUPE"
"ÁREA DE PROTEÇÃO AMBIENTAL MARINHA RECIFES SERRAMBI","Brazil","Pernambuco","IPOJUCA (PE)","Uso Sustentável","3.751","cnuc_2025_08.csv","APAM","APAM_RECIFES_SERRAMBI"
"ÁREA DE PROTEÇÃO AMBIENTAL NASCENTES DA ZONA RURAL","Brazil","Pernambuco","OLINDA (PE)","Uso Sustentável","4.569","cnuc_2025_08.csv","APA","APA_NASCENTES_DA_ZONA_RURAL"
"ÁREA DE PROTEÇÃO AMBIENTAL SANTA CRUZ","Brazil","Pernambuco","GOIANA (PE) - ILHA DE ITAMARACÁ (PE) - ITAPISSUMA (PE)","Uso Sustentável","1.929","cnuc_2025_08.csv","APA","APA_SANTA_CRUZ"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRAS E BREJOS DO CAPIBARIBE","Brazil","Pernambuco","BELO JARDIM (PE) - BREJO DA MADRE DE DEUS (PE) - TAQUARITINGA DO NORTE (PE) - VERTENTES (PE)","Uso Sustentável","4.193","cnuc_2025_08.csv","APA","APA_SERRAS_E_BREJOS_DO_CAPIBARIBE"
"ÁREA DE PROTEÇÃO AMBIENTAL SIRINHAÉM","Brazil","Pernambuco","RIO FORMOSO (PE) - SIRINHAÉM (PE)","Uso Sustentável","975","cnuc_2025_08.csv","APA","APA_SIRINHAEM"
"ÁREA DE PROTEÇÃO AMBIENTAL SÍTIO DOS PINTOS","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.257","cnuc_2025_08.csv","APA","APA_SITIO_DOS_PINTOS"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO AÇUDE DE APIPUCOS","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.262","cnuc_2025_08.csv","ARIE","ARIE_ACUDE_DE_APIPUCOS"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO BEBERIBE","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.312","cnuc_2025_08.csv","ARIE","ARIE_BEBERIBE"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CAPIVARAS","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.274","cnuc_2025_08.csv","ARIE","ARIE_CAPIVARAS"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CURADO","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.289","cnuc_2025_08.csv","ARIE","ARIE_CURADO"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DOIS IRMÃOS","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.311","cnuc_2025_08.csv","ARIE","ARIE_DOIS_IRMAOS"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DOIS UNIDOS","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.276","cnuc_2025_08.csv","ARIE","ARIE_DOIS_UNIDOS"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO HORTO D'EL REY","Brazil","Pernambuco","OLINDA (PE)","Uso Sustentável","4.568","cnuc_2025_08.csv","ARIE","ARIE_HORTO_D'EL_REY"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHA DO ZECA","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.277","cnuc_2025_08.csv","ARIE","ARIE_ILHA_DO_ZECA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO IPOJUCA-MEREPE","Brazil","Pernambuco","IPOJUCA (PE)","Uso Sustentável","3.316","cnuc_2025_08.csv","ARIE","ARIE_IPOJUCA-MEREPE"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO IPUTINGA","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.279","cnuc_2025_08.csv","ARIE","ARIE_IPUTINGA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JIQUIÁ","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.25","cnuc_2025_08.csv","ARIE","ARIE_JIQUIA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JOANA BEZERRA","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.28","cnuc_2025_08.csv","ARIE","ARIE_JOANA_BEZERRA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LAGOA DO ARAÇÁ","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.29","cnuc_2025_08.csv","ARIE","ARIE_LAGOA_DO_ARACA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MANGUE DE SANTA TERESA","Brazil","Pernambuco","OLINDA (PE)","Uso Sustentável","4.57","cnuc_2025_08.csv","ARIE","ARIE_MANGUE_DE_SANTA_TERESA"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MATA DA VÁRZEA","Brazil","Pernambuco","RECIFE (PE)","Uso Sustentável","4.281","cnuc_2025_08.csv","ARIE","ARIE_MATA_DA_VARZEA"
