"family","scientificName","scientificNameAuthorship","x"
"Hymenochaetaceae","Phellinus piptadeniae","Teixeira",65
"Stereaceae","Stereum ostrea","(Blumer & T. Nees) Fr.",63
"Sphagnaceae","Sphagnum bartlettianum","L.",62
"Roccellaceae","Enterographa subquassiaecola","M. Cáceres & Lücking",62
"Sphagnaceae","Sphagnum bartlettianum","Warnst.",62
"Graphidaceae","Glyphis scyphulifera","(Ach.) Staiger",61
"Melastomataceae","Microlicia phlogiformis","DC.",61
"Ectolechiaceae","Cyrta licaniae","Bat. & H. Maia",59
"Amphisphaeriaceae","Pestalotia mangiferae","Henn.",58
"Stemonitaceae","Stemonitis fusca","Röth.",58
"Agaricaceae","Morganella fuliginea","(Berk. & M.A. Curtis) Kreisel & Dring",56
"Pertusariaceae","Pertusaria ventosa","Malme",56
"Trypetheliaceae","Arthopyrenia cinchonae","(Ach.) Müll. Arg.",55
"Schizoporaceae","Schizopora flavipora","(Berk. & M.A. Curtis ex Cooke) Ryvarden",55
"Ganodermataceae","Ganoderma stipitatum","(Murrill) Murrill",52
"Polyporaceae","Fomes fasciatus","(Sw.) Cooke",52
"Hymenophyllaceae","Hymenophyllum sericeum","(Sw.) Sw.",52
"Trypetheliaceae","Trypethelium eluteriae","Spreng.",52
"Phanerochaetaceae","Antrodiella versicutis","(Berk. & M.A. Curtis) Gilb. & Ryvarden",51
"Pilocarpaceae","Byssoloma tricholomum","(Mont.) Zahlbr.",51
"Fomitopsidaceae","Fomitopsis cupreorosea","(Berk.) J. Carranza & Gilb.",50
"Polyporaceae","Trichaptum biforme","(Fr.) Ryvarden",50
"Hymenochaetaceae","Fuscoporia callimorpha","(Lév.) Groposo, Log.-Leite & Góes-Neto",50
"Poaceae","Leptochloa fascicularis","(Lam.) A.Gray",49
"Xylariaceae","Xylaria finismundoensis","& Vandegrift",49
"Chlamydomonadaceae","Chlamydomonadaceae","F.Stein",49
"Lejeuneaceae","Prionolejeunea luensis","Herzog",49
"Polyporaceae","Perenniporia medulla-panis","(Jacq.) Donk",48
"Roccellaceae","Mazosia phyllosema","(Nyl.) Zahlbr.",48
"Pucciniaceae","Puccinia psidii","G. Winter",48
"Roccellaceae","Opegrapha puiggarii","Müll. Arg.",48
"Physaraceae","Physarum nucleatum","Rex",48
"Polyporaceae","Datronia caperata","(Berk.) Ryvarden",47
"Leptopeltidaceae","Leptopeltis filicina","(Lib.) Höhn.",47
"Porinaceae","Porina rufula","(Kremp.) Vain.",46
"Heliconiaceae","Heliconia acuminata","A.Rich.",45
"Asterothyriaceae","Actinoteichus pernambucensis","Cavalc.",45
"Lejeuneaceae","Prionolejeunea luensis","Herzog.",45
"Lecanoraceae","Lecanora helva","Stizenb.",45
"Physaraceae","Fuligo septica","(L.) F.H.Wigg.",44
"Hypoxylaceae","Annulohypoxylon stygium","(Lév.) Y.M. Ju, J.D. Rogers & H.M. Hsieh",44
"Physaraceae","Physarum compressum","Alb. & Schwein.",44
"Trebouxiaceae","Trebouxiaceae","Friedl",44
"Polyporaceae","Dichomitus cavernulosus","(Berk.) Masuka & Ryvarden",42
"Strigulaceae","Strigula maculata","(Cooke & Massee) R. Sant.",42
"Asteraceae","Conocliniopsis grossedentata","(Mart. ex Colla) D.J.N.Hind",42
"Roccellaceae","Mazosia rotula","(Mont.) A. Massal.",42
"Polyporaceae","Trametes caperata","(Berk.) Teixeira",41
"Poaceae","Leptochloa fascicularis","(Lam.) A. Gray",41
"Porinaceae","Porina rubentior","(Stirt.) Müll. Arg.",41
"Polyporaceae","Microporellus obovatus","(Jungh.) Ryvarden",40
"Ganodermataceae","Amauroderma schomburgkii","(Mont. & Berk.) Torrend",40
"Polyporaceae","Earliella scabrosa","(Pers.) Gilb. & Ryvarden",40
"Physaraceae","Physarum bogoriense","Racib.",40
"Radulaceae","Radula holstiana","Steph.",40
"Marasmiaceae","Caripia montagnei","(Berk.) Kuntze",39
"Phyllachoraceae","Catacauma huberi","(Henn.) Theiss. & Syd.",39
"Lecanoraceae","Lecanora leprosa","Fée",39
"Lecanoraceae","Lecanora leproplaca","Zahlbr.",39
"Mycoporaceae","Mycoporum compositum","(A. Massal.) R. C. Harris",38
"Fomitopsidaceae","Daedalea aethalodes","(Mont.) Rajchenb. ",38
"Polyporaceae","Trametes cubensis","(Mont.) Sacc.",38
"Buriadiaceae","Coricladus","A. Jasper, F. Ricardi-Branco & M. Guerra-Sommer",38
"Solanaceae","Solanum helix","Giacomin & Stehmann",38
"Ganodermataceae","Ganoderma australe","(Fr.) Pat. ",37
"Campanulaceae","Lobelia","Plum. ex L.",37
"Melastomataceae","Cambessedesia fasciculata","(Spreng.) Fidanza & A.B.Martins",36
"Polyporaceae","Trametes hydnoides","(Sw.) Fr.",36
"Polystomellaceae","Dothidella ulei","Henn.",36
"Plagiochilaceae","Plagiochila tortuosa","Lindenb.",36
"Ochnaceae","Ouratea disticha","Tiegh.",36
"Polyporaceae","Megasporoporia cavernulosa","(Berk.) Ryvarden",35
"Xylariaceae","Kretzschmaria clavus","(Fr.) Sacc.",35
"Pteridophyta","Doryopteris pedata","(L.) Fée",35
"Polyporaceae","Lentinus crinitus","(L.) Fr.",35
"Hymenochaetaceae","Phellinus fastuosus","(Lév.) S. Ahmad",35
"Pteridophyta","Hymenophyllum sericeum","(Sw.) Sw.",35
"Bignoniaceae","Adenocalymma imperatoris-maximilianii","(Wawra) L.G.Lohmann",35
"Melastomataceae","Miconia scabra","DC.",35
"Melastomataceae","Acisanthera quadrata","Pers.",35
"Polyporaceae","Coriolopsis rigida","(Berk. & Mont.) Murrill",34
"Xylariaceae","Xylaria cubensis","(Mont.) Fr.",34
"Trypetheliaceae","Polymeridium proponens","(Nyl.) R.C. Harris",34
"Roccellaceae","Mazosia praemorsa","(Stirt.) R. Sant.",34
"Sphagnaceae","Sphagnum aongstroemii","C. Hartm.",34
"Asteraceae","Wedelia macrodonta","DC.",34
"Asterothecaceae","Tietea","H. Graf zu Solms-Laubach",34
"Trichiaceae","Perichaena chrysosperma","(Curr.) Lister.",33
"Polyporaceae","Nigrofomes melanoporus","(Mont.) Murrill",33
"Gomphillaceae","Setomyces orchideae","Bat. & I.H. Lima",33
"Poaceae","Leptochloa anisopoda","(B.L.Rob.) P.M.Peterson",32
"Schizoporaceae","Schizopora paradoxa","(Schrad.) Donk",32
"Lycopodiaceae","Palhinhaea torta","(Sieber ex Underw. & F.E.Lloyd) Christenh.",32
"Glomerellaceae","Glomerella cingulata","(Stoneman) Spauld. & H. Schrenk",32
"Polyporaceae","Hexagonia variegata","Berk.",32
"Monimiaceae","Peumus boldus","Molina",32
"Pucciniaceae","Puccinia arechavaletae","Speg.",32
"Enteridiaceae","Tubifera microsperma","(Berk. & M.A. Curtis) G.W. Martin.",31
"Physaraceae","Physarella oblonga","(Berk. & M.A.Curtis) Morgan.",31
"Trypetheliaceae","Trypethelium ochroleucum","(Eschw.) Nyl.",31
"Lecanoraceae","Ramboldia haematites","(Fée) Kalb, Lumbsch & Elix",31
"Polyporaceae","Coriolopsis floccosa","(Jungh.) Ryvarden",31
"Polyporaceae","Fomes fastuosus","(Lév.) Cooke",31
"Pucciniaceae","Puccinia levis","(Sacc. & Bizz.) Magnus",31
"Cribrariaceae","Cribraria microcarpa","(Schrad.) Pers.",31
"Amaranthaceae","Alternanthera flavogrisea","(Urb.) Urb.",31
"Incertae Sedis","Mysia combreti","Bat.",31
"Pucciniaceae","Puccinia substriata","Ellis & Barthol.",31
"Asteraceae","Vernonia sericea","Rich.",31
"Marattiaceae","Marattia laevis","Sm.",31
"Physaraceae","Physarum viride","(Bull.) Pers.",30
"Lecanoraceae","Pyrrhospora haematites","(Fée) Kalb.",30
"Lecanoraceae","Maronina multifera","(Nyl.) Hafellner & R.W. Rogers",30
"Vizellaceae","Vizella bingervilliana","C. Moreau & M. Moreau",30
"Polyporaceae","Polyporus guianensis","Mont.",30
"Myristicaceae","Bicuiba oleifera","(Schott) J.J.de Wilde",29
"Chlorellaceae","Chlorellaceae","Brunnthaler",29
"Capnodiaceae","Meliola","Fr.",29
"Phanerochaetaceae","Phanerochaete australis","Jülich",29
"Melastomataceae","Acisanthera quadrata","Juss. ex Poir.",29
"Enteridiaceae","Tubifera bombarda","(Berk. & Broome) Martin",28
"Gloeodontiaceae","Gloeodontia discolor","(Berk. & M.A. Curtis) Boidin",28
"Ganodermataceae","Ganoderma applanatum","(Pers.) Pat.",28
"Microthyriaceae","Trichopeltospora pipericola","Bat., Cif. & C.A.A. Costa",28
"Oocystaceae","Oocystaceae","Bohlin",28
"Pucciniaceae","Puccinia insueta","G. Winter",28
"Vizellaceae","Vizella gomphispora","(Berk. & Broome) S. Hughes",27
"Hymenochaetaceae","Fomitiporella umbrinella","(Bres.) Murrill",27
"Polyporaceae","Grammothele lineata","Berk. & M.A. Curtis",27
"Stemonitidaceae","Stemonitis fusca","Röth.",27
"Cribrariaceae","Cribraria cancellata","(Batsch) Nann.-Bremek.",26
"Meruliaceae","Crustodontia chrysocreas","(Berk. & M.A. Curtis) Hjortstam & Ryvarden",26
"Physaraceae","Physarella oblonga","(Berk. & M.A. Curtis) Morgan",26
"Ganodermataceae","Amauroderma partitum","(Berk.) Wakef.",26
"Melastomataceae","Pleroma heteromalla","(D.Don) Cogn.",26
"Polyporaceae","Trichaptum sector","(Ehrenb.) Kreisel",26
"Polyporaceae","Lenzites stereoides","(Fr.) Ryvarden",26
"Malvaceae","Spirotheca rosea","(Seem.) P.E.Gibbs & W.S.Alverson",26
"Polyporaceae","Trametes villosa","(Sw.) Kreisel",26
"Mycosphaerellaceae","Cercospora henningsii","Allesch.",26
"Orobanchaceae","Buchnera virgata","Kunth",26
"Enteridiaceae","Lycogala exiguum","Morgan",26
"Plagiochilaceae","Plagiochila serrata","(Roth) Lindend.",25
"Gomphillaceae","Aulaxina quadrangula","(Stirt.) R. Sant.",25
"Lecanoraceae","Lecanora caesiorubella","Ach.",25
"Pucciniaceae","Puccinia dolosa","Arthur & Fromme",25
"Pucciniaceae","Puccinia eupatorii","Dietel",25
"Polyporaceae","Polyporus lignosus","Klotzsch",25
"Asteraceae","Eupatorium inulifolium","Kunth",25
"Hymenochaetaceae","Fomitiporia maxonii","Murrill",25
"Porinaceae","Porina conica","R. Sant.",25
"Asteraceae","Trixis","Sw.",25
"Didymiaceae","Didymium clavus","(Alb. & Schwein.) Rabenh.",24
"Strigulaceae","Strigula concreta","(Fée) R. Sant.",24
"Ganodermataceae","Ganoderma orbiforme","(Fr.) Ryvarden",24
"Enteridiaceae","Lycogala epidendrum","(L.) Fries",24
"Cladosporiaceae","Cladosporium herbarum","(Pers.) Link",24
"Polyporaceae","Lopharia cinerascens","(Schwein.) G. Cunn.",24
"Auriculariaceae","Auricularia nigricans","(Sw.) Birkebak, Looney & Sánchez-García",24
"Polyporaceae","Trametes membranacea","(Sw.) Kreisel",24
"Polyporaceae","Polyporus caperatus","Berk.",24
"Salicaceae","Piparea commersoniana","Cambess.",24
"Fabaceae","Bauhinia depauperata","Glaz.",24
"Plagiochilaceae","Plagiochila serrata","Lindenb.",24
"Polyporaceae","Polyporus tricholoma","Mont.",24
"Polyporaceae","Nigroporus vinosus","(Berk.) Murrill",23
"Phaeosphaeriaceae","Darluca filum","(Biv.) Castagne",23
"Arcyriaceae","Arcyria cinerea","(Bulliard) Persoon",23
"Nostocaceae","Sphaerospermopsis aphanizomenoides","(Forti) Zapomelová Zapomelová, Jezberová, Hrouzek, Hisem, Reháková & Komárková",23
"Connaraceae","Rourea fluminensis","(Gardner) Jongkind",23
"Polypodiaceae","Pecluma ptilodon","(kunze) M.G.Price",23
"Reticulariaceae","Lycogala epidendrum","(L.) Fr.",23
"Asteraceae","Mikania scandens","(L.) Willd.",23
"Fabaceae","Chamaecrista fasciculata","(Michx.) Greene",23
"Physaraceae","Craterium leucocephalum","(Pers. ex J.F.Gmel.) Ditmar.",23
"Polyporaceae","Earliella corrugata","(Pers.) Murrill",23
"Fabaceae","Vigna antillana","(Urb.) Fawc. & Rendle",23
"Phallaceae","Phallus pygmaeus","Baseia",23
"Clavulinaceae","Clavulina amazonensis","Corner",23
"Meruliaceae","Podoscypha ovalispora","D.A. Reid",23
"Asteraceae","Gnaphalium cheiranthifolium","Lam.",23
"Asteraceae","Vernonia rubriramea","Mart. ex DC.",23
"Myrtaceae","Eugenia dichroma","O.Berg",23
"Physaraceae","Physarum pusillum","(Berk. & Curtis) G.Lister",22
"Blechnaceae","Blechnum obtusifolium","(C.Presl ex Christ) Ettingsh.",22
"Pteridaceae","Paraceterach","(F.Muell.) Copel.",22
"Physaraceae","Physarum stellatum","(Massee) G.W.Martin",22
"Polyporaceae","Polyporus occidentalis","(Murrill) Saccardo & Trotter",22
"Microthyriaceae","Didymopyrostroma xylopiae","Bat. & Cavalc.",22
"Polyporaceae","Trametes rigida","Berk. & Mont.",22
"Lejeuneaceae","Lejeunea caespitosa","Lindenb.",22
"Scotinosphaeraceae","Scotinosphaeraceae","P. Škaloud, T. Kalina, K. Nemjová, O. De Clerck & F. Leliaert",22
"Stemonitaceae","Stemonitis smithii","Rostaf.",22
"Poaceae","Lasiacis maculata","(Aubl.) Urb.",21
"Polyporaceae","Coriolus caperatus","(Berk.) Murrill",21
"Lygodiaceae","Lygodium polymorphum","(Cav.) Kunth",21
"Hymenochaetaceae","Hymenochaete damicornis","(Link) Lév.",21
"Piperaceae","Piper corcovadense","(Miq.) C.DC.",21
"Auriculariaceae","Auricularia fuscosuccinea","(Mont.) Henn.",21
"Thelotremataceae","Chapsa discoides","(Stirt.) Lücking",21
"Elsinoaceae","Sphaceloma","de Bary",21
"Auriculariaceae","Auricularia cornea","Ehrenb.",21
"Arthrodermataceae","Trichophyton tonsurans","Malmsten.",21
"Polyporaceae","Polyporus licnoides","Mont.",21
"Xylariaceae","Xylaria arbuscula","Sacc.",21
"Asteraceae","Conyza chilensis","Spreng.",21
"Myrtaceae","Psidium guinensis","SW.",21
"Trypetheliaceae","Trypethelium tropicum","(Ach.) Müll. Arg.",20
"Fabaceae","Mimosa dolens subsp. acerba","(Benth.) Barneby",20
"Meripilaceae","Rigidoporus vinctus","(Berk.) Ryvarden",20
"Xylariaceae","Daldinia concentrica","(Bolton) Ces. & De Not.",20
"Pteridophyta","Gastoniella chaerophylla","(Desv.) Li BIng Zhang & Liang Zhang",20
"Eriocaulaceae","Paepalanthus triangularis","(L.) Körn.",20
"Pucciniaceae","Puccinia hydrocotyles","(Mont.) Cooke",20
"Mycosphaerellaceae","Asperisporium caricae","(Speg.) Maubl.",20
"Meripilaceae","Rigidoporus microporus","(Sw.) Overeem",20
"Fabaceae","Sigmoidotropis antillana","(Urb.) Fawc. & Rendle",20
"Plagiotropidaceae","Plagiotropis vitrea","(W.Smith) Grunow",20
"Ramalinaceae","Ramalina peruviana","Ach.",20
"Strigulaceae","Pycnociliospora crescentiae","Bat. & Taltasse",20
"Cyatheaceae","Alsophila rubiginosa","Brause",20
"Coccodiniaceae","Microxiphium aciculiforme","Cif., Bat. & Nascim.",20
"Liceaceae","Licea castanea","G. Lister",20
"Botryosphaeriaceae","Diplodia cacaoicola","Henn.",20
"Hapalidiaceae","Hapalidiaceae","J.E.Gray",20
"Graphidaceae","Phaeographis neotricosa","Redinger",20
"Phyllachoraceae","Phyllachora tropicalis","Speg.",20
"Trichiaceae","Metatrichia vesparia","(Batsch) Nann.-Bremek.",19
"Trichiaceae","Perichaena corticalis","(Batsch) Rostaf.",19
"Xylariaceae","Xylaria telfairii","(Berk.) Sacc.",19
"Melastomataceae","Pleroma martialis","(Cham.) Cogn",19
"Hymenochaetaceae","Hymenochaete luteobadia","(Fr.) Höhn. & Litsch.",19
"Thuidiaceae","Thuidium subdelicatulum","(Hampe) Broth.",19
"Caulerpaceae","Caulerpa remosa racemosa","(J. Agardh)",19
"Xylariaceae","Xylaria multiplex","(Kunze) Fr.",19
"Arthopyreniaceae","Mycomicrothelia miculiformis","(Nyl. ex Müll. Arg.) D. Hawksw.",19
"Polyporaceae","Polyporus zonalis","Berk.",19
"Ganodermataceae","Ganoderma resinaceum","Boud.",19
"Asterinaceae","Lembosia miconiicola","G. Arnaud",19
"Polyporaceae","Polyporus ianthinus","Gibertoni & Ryvarden",19
"Pucciniaceae","Puccinia heterospora","Katajev",19
"Takakiaceae","Takakiaceae","M. Stech & W. Frey",19
"Trebouxiaceae","Trebouxia","Puymaly",19
"Pertusariaceae","Phyllophiale alba","R. Sant.",19
"Polyporaceae","Funalia caperata","(Berk.) Zmitr. & V. Malysheva",18
"Ganodermataceae","Ganoderma lucidum","(Curtis) P. Karst.",18
"Melastomataceae","Microlicia cataphracta","(DC.) Versiane & R.Romero",18
"Meteoriaceae","Papillaria deppei","(Hornsch. ex Müll. Hal.) A. Jaeger",18
"Orthostichellaceae","Pilotrichella versicolor","(Müll. Hal.) A. Jaeger",18
"Brachytheciaceae","Meteoriopsis remotifolia","(Müll. Hal.) Broth.",18
"Caliciaceae","Amandinea melaxanthella","(Nyl.) Marbach",18
"Polyporaceae","Polyporus tenuiculus","(P. Beauv.) Fr.",18
"Trichiaceae","Hemitrichia clavata","(Pers.) Rostaf.",18
"Asteraceae","Ageratina dendroides","(Spreng.) R.M.King & H.Rob.",18
"Asteraceae","Raulinoreitzia dendroides","(Spreng.) R.M.King & H.Rob.",18
"Sclerotiniaceae","Encoelia lobata","(Starbäck) Dennis",18
"Cyatheaceae","Cyathea armata","(Sw.) Domin",18
"Fomitopsidaceae","Fomitella supina","(Sw.) Murrill",18
"Gomphillaceae","Setomyces giganteae","Bat. & Bezerra, J. L.",18
"Strigulaceae","Pycnociliospora belluciae","Bat. & J.A. Lima",18
"Gomphillaceae","Spinomyces genipae","Bat. & Peres",18
"Asteraceae","Gyptis pinnatifida","Cass.",18
"Fabaceae","Bauhinia aculeata","L.",18
"Ehretiaceae","Cordia glabra","L.",18
"Cyatheaceae","Cyathea leucolepis","Mett.",18
"Cribrariaceae","Cribraria intricata","Schrad.",18
"Poaceae","Paspalum millegranum","Schrad.",18
"Didymiaceae","Didymium squamulosum","(Alb. & Schwein.) Fr. & Palmquist",17
"Polyporaceae","Fomes marmoratus","(Berk. & M.A. Curtis) Cooke",17
"Polyporaceae","Perenniporia detrita","(Berk.) Ryvarden",17
"Ganodermataceae","Amauroderma omphalodes","(Berk.) Torrend",17
"Melastomataceae","Microlicia laniflora","(D.Don) Cogn.",17
"Arthoniaceae","Arthonia cinnabarina","(DC.) Wallr.",17
"Melastomataceae","Pleroma granulosa","(Desr.) Cogn.",17
"Strigulaceae","Strigula subtilissima","(Fée) Müll. Arg.",17
"Hymenochaetaceae","Hymenochaete luteobadia","(Fr.:Fr.) Höhn. & Litsch.",17
"Roccellaceae","Mazosia dispersa","(J. Hedrick) R. Sant.",17
"Stereaceae","Stereum lobatum","(Kunze ex Fr.) Fr.",17
"Arcyriaceae","Arcyria denudata","(L.) Wettst.",17
"Polyporaceae","Perenniporia tephropora","(Mont.) Ryvarden",17
"Hypoxylaceae","Hypomontagnella monticulosa","(Mont.) Sir, L. Wendt & C. Lamb.",17
"Poaceae","Chloris rupestris","(Ridl.) Hitchc.",17
"Polyporaceae","Coriolus villosus","(Sw.) Bondartseva & S. Herrera",17
"Capnodiaceae","Tripospermum roupalae","(Syd.) S. Hughes",17
"Asteraceae","Aspilia serrulata","Baker",17
"Geastraceae","Geastrum hirsutum","Baseia & Calonge",17
"Chaetosphaeriaceae","Sporoschisma stilboideum","Bat. & Bezerra, J. L.",17
"Gomphillaceae","Setomyces belluciae","Bat. & Peres",17
"Incertae Sedis","Plenotrichaius swartziae","Bat. & Valle",17
"Acanthaceae","Justicia aequalis","Benoist",17
"Ascobolaceae","Saccobolus citrinus","Boud. & Torrend",17
"Leptosphaeriaceae","Leptosphaeria sacchari","Breda de Haan",17
"Phyllostictaceae","Phyllosticta palmicola","Cooke",17
"Xylariaceae","Xylaria curta","Fr.",17
"Phyllachoraceae","Phyllachora paspalicola","Henn.",17
"Asteraceae","Vernonia geminata","Less.",17
"Geastraceae","Geastrum javanicum","Lév.",17
"Orthotrichaceae","Schlotheimia araucarieti","Müll. Hal.",17
"Strigulaceae","Strigula schizospora","R. Sant.",17
"Pucciniaceae","Puccinia sorghi","Schwein.",17
"Melastomataceae","Pleroma stenocarpa","(DC.) Cogn.",16
"Polyporaceae","Lentinus berteroi","(Fr.) Fr.",16
"Polyporaceae","Pycnoporus sanguineus","(L. ex Fr. & Hök) Murrill",16
"Hypericaceae","Vismia baccifera","(L.) Triana & Planch.",16
"Bartramiaceae","Philonotis gardneri","(Müll. Hal.) A. Jaeger",16
"Meteoriaceae","Meteoriopsis remotifolia","(Müll. Hal.) Broth.",16
"Roccellaceae","Lecanographa lyncea","(Sm.) Egea & Torrente",16
"Physaraceae","Craterium paraguayense","(Speg.) G.Lister",16
"Bacidiaceae","Bacidia schweinitzii","(Tuck.) A. Schneid.",16
"Pilocarpaceae","Byssoloma chlorinum","(Vain.) Zahlbr.",16
"Graphidaceae","Glyphis cicatricosa","Ach.",16
"Pteridaceae","Pteris ensiformis var. victoriae","Baker",16
"Chaetothyriaceae","Ainsworthia sterculiae","Bat. & Bezerra, J. L.",16
"Asterothyriaceae","Actinoteichus maranhensis","Cavalc. & Poroca",16
"Polyporaceae","Perenniporia centrali-africana","Decock & Mossebo",16
"Catenulaceae","Amphora terroris","Ehrenberg",16
"Asteraceae","Vernonia densiflora","Gardner",16
"Pucciniaceae","Puccinia solani-tristis","Henn.",16
"Rubiaceae","Spermacoce hispida","L.",16
"Heliconiaceae","Heliconia acuminata subsp. occidentalis","L.Andersson",16
"Porinaceae","Porina nitidula","Müll. Arg.",16
"Ganodermataceae","Ganoderma","P. Karst.",16
"Asteraceae","Grazielia coriaceum","Scheele",16
"Frullaniaceae","Frullania chonanthelia","Spruce.",16
"Graphidaceae","Phaeographis caesiodisca","Staiger",16
"Arcyriaceae","Arcyria cinerea","(Bull.) Pers.",15
"Melastomataceae","Microlicia cataphracta","(DC.) Versiane & R. Romero",15
"Polyporaceae","Fomes australis","(Fr.) Cooke",15
"Psathyrellaceae","Panaeolus antillarum","(Fr.) Dennis",15
"Polyporaceae","Fomes","(Fr.) Fr.",15
"Dryopteridaceae","Elaphoglossum auricomum","(Kunze) T.Moore",15
"Physaraceae","Fuligo septica","(L.) F.H. Wigg.",15
"Asterinaceae","Parasterina melastomatis","(Lév.) Theiss. & Syd.",15
"Neckeraceae","Porothamnium leucocaulon","(Müll. Hal.) M. Fleisch.",15
"Trypetheliaceae","Polymeridium catapastum","(Nyl.) R.C. Harris",15
"Trypetheliaceae","Polymeridium quinqueseptatum","(Nyl.) R.C. Harris",15
"Graphidaceae","Acanthothecis abaphoides","(Nyl.) Staiger & Kalb",15
"Asteraceae","Lepidaploa sericea","(Rich.) H.Rob.",15
"Sordariaceae","Sordaria fimicola","(Roberge ex Desm.) Ces. & De Not.",15
"Ascobolaceae","Saccobolus saccoboloides","(Seaver) Brumm.",15
"Hypoxylaceae","Annulohypoxylon truncatum","(Starbäck) Y.M. Ju, J.D. Rogers & H.M. Hsieh",15
"Meripilaceae","Rigidoporus microporus","(Sw.:Fr.) Overeem",15
"Plagiochilaceae","Plagiochila juliflora","(SW.) DC.",15
"Pucciniaceae","Puccinia cyperi","Arthur",15
"Gomphillaceae","Phallomyces palmae","Bat. & Valle",15
"Pucciniaceae","Puccinia purpurea","Cooke",15
"Asteraceae","Leptostelma maxima","D.Don",15
"Trypetheliaceae","Astrothelium inspersaeneum","E.L. Lima, Aptroot & M. Cáceres",15
"Clavicipitaceae","Claviceps paspali","F. Stevens & J.G. Hall",15
"Uropyxidaceae","Prospodium impolitum","H.S. Jacks. & Holw.",15
"Leucobryaceae","Pilopogon subjulaceus","Hampe",15
"Asterinaceae","Lembosia byrsonimae","Henn.",15
"Convolvulaceae","Ipomoea sericosepala","J.R.I.Wood & Scotland",15
"Heliotropiaceae","Euploca filiforme","Lehm.",15
"Roccellaceae","Enterographa subquassiicola","M. Cáceres & Lücking",15
"Pylaisiadelphaceae","Taxithelium portoricense","R.S. Williams",15
"Pylaisiadelphaceae","Taxithelium portoricense","R.S. Williams.",15
"Trichocomaceae","Aspergillus niger","Tiegh.",15
"Polyporaceae","Perenniporia aurantiaca","(A. David & Rajchenb.) Decock & Ryvarden",14
"Xylariaceae","Xylaria feejeensis","(Berk.) Fr.",14
"Polyporaceae","Coriolopsis hostmannii","(Berk.) Ryvarden",14
"Polyporaceae","Perenniporia martia","(Berk.) Ryvarden",14
"Halymeniaceae","Cryptonemia luxurians","(C.Agardh J.Agardh)",14
"Polyporaceae","Lentinus bertieri","(Fr.) Fr.",14
"Polyporaceae","Lenzites striata","(Fr.) Fr.",14
"Leucobryaceae","Campylopus controversus","(Hampe) A. Jaeger",14
"Brachytheciaceae","Meteoriopsis patula","(Hedw.) Broth.",14
