"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO CÓRREGO CEROULA - APA DO CEROULA",983,0,983,0
"ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO IGUATEMI NO MUNICÍPIO DE AMAMBAI",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO IGUATEMI",36,36,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO IGUATEMI DO MUNICÍPIO DE JAPORÃ-MS",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO IGUATEMI DO MUNICÍPIO DE MUNDO NOVO",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO IGUATEMI DO MUNICÍPIO DE TACURU",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO IGUATEMI NO MUNICÍPIO DE IGUATEMI",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO IGUATEMI NO MUNICIPIO DE PARANHOS",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL BACIAS DO RIO APORÉ E DO RIO SUCURIU",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL BAÍA NEGRA",459,277,182,0
"ÁREA DE PROTEÇÃO AMBIENTAL ESTRADA PARQUE DE PIRAPUTANGA",965,0,965,0
"ÁREA DE PROTEÇÃO AMBIENTAL JUPIÁ",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL MANANCIAIS DO CÓRREGO GUARIROBA - APA DO GUARIROBA",730,0,730,0
"ÁREA DE PROTEÇÃO AMBIENTAL MANANCIAIS DO CÓRREGO LAJEADO - APA DO LAJEADO",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL MANANCIAIS SUPERFICIAIS DAS NASCENTES DO RIO APA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL NASCENTE DO RIO SUCURIÚ",3,0,3,0
"ÁREA DE PROTEÇÃO AMBIENTAL NASCENTES DO RIO APA",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL RIO AMAMBAI",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL RIO CÊNICO ROTAS MONÇOEIRAS",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL SUB BACIA DO RIO PARDO",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL SUB-BACIA DO RIO APORÉ",0,0,0,0
"ÁREA DE PROTEÇÃO AMBIENTAL SUB-BACIA DO RIO IVINHEMA",0,0,0,0
"ESTAÇÃO ECOLÓGICA VEREDAS DE TAQUARUSSU",0,0,0,0
"MONUMENTO NATURAL GRUTA DO LAGO AZUL",2,2,0,0
"MONUMENTO NATURAL MUNICIPAL SERRA DO BOM JARDIM",226,182,44,0
"MONUMENTO NATURAL MUNICIPAL SERRA DO BOM SUCESSO",36,36,0,0
"MONUMENTO NATURAL MUNICIPAL SERRA DO PANTANAL",0,0,0,0
"MONUMENTO NATURAL RIO FORMOSO",0,0,0,0
"PARQUE ESTADUAL MATAS DO SEGREDO",11,11,0,0
"PARQUE ESTADUAL NASCENTES DO RIO TAQUARI",2201,2201,0,0
"PARQUE ESTADUAL PANTANAL DO RIO NEGRO",488,488,0,0
"PARQUE ESTADUAL PROSA",281,281,0,0
"PARQUE ESTADUAL VÁRZEAS DO RIO IVINHEMA",3386,3386,0,0
"PARQUE NACIONAL SERRA DA BODOQUENA",3122,3122,0,0
"PARQUE NATURAL MUNICIPAL CAPIVARAS",0,0,0,0
"PARQUE NATURAL MUNICIPAL CÓRREGO CUMANDAÍ",5,5,0,0
"PARQUE NATURAL MUNICIPAL GLÓRIA DE DOURADOS",0,0,0,0
"PARQUE NATURAL MUNICIPAL LAGE",1,1,0,0
"PARQUE NATURAL MUNICIPAL NAVIRAÍ",234,234,0,0
"PARQUE NATURAL MUNICIPAL PARAGEM",19,19,0,0
"PARQUE NATURAL MUNICIPAL PIRAPUTANGAS",30,30,0,0
"PARQUE NATURAL MUNICIPAL PIRAY",0,0,0,0
"PARQUE NATURAL MUNICIPAL POMBO",258,258,0,0
"PARQUE NATURAL MUNICIPAL SALTO DO SUCURIÚ",3,3,0,0
"PARQUE NATURAL MUNICIPAL TEMPLO DOS PILARES",271,271,0,0
"REFÚGIO DE VIDA SILVESTRE RIO SUCURIÚ-COSTA RICA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALEGRIA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARARA AZUL",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARIVAL ANTÔNIO ZARDO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BURACO DAS ARARAS",3,3,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABECEIRA DA LAGOA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABECEIRA DO PRATA",18,18,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRAS DO SÃO BENTO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARA DA ONÇA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CISALPINA",610,610,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO DO MACACO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOURADINHO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS PEDRAS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ERNESTO VARGAS BATISTA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA CAIMAN",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA MIMOSA",1,1,0,0
