"family","scientificName","scientificNameAuthorship","x"
"Fabaceae","Bauhinia pentandra","(Bong.) Vogel ex Steud.",150
"Parmeliaceae","Parmotrema mesotropum","(Müll. Arg.) Hale",103
"Caliciaceae","Dirinaria confluens coccinea","(Lynge) D.D. Awasthi",93
"Caliciaceae","Pyxine petricola","Nyl.",91
"Parmeliaceae","Parmotrema tinctorum","(Despr. ex Nyl.) Hale",70
"Lecanoraceae","Lecanora tropica","Zahlbr.",57
"Parmeliaceae","Usnea subparvula","A. Gerlach & P. Clerc",56
"Trypetheliaceae","Trypethelium eluteriae","Spreng.",53
"Asteraceae","Vernonanthura rubriramea","(Mart. ex DC.) Loeuille & P.N.Soares",50
"Rhamnaceae","Sageretia elegans","(Kunth) Brongn.",43
"Collemataceae","Leptogium chloromelum","(Sw.) Nyl.",42
"Collemataceae","Leptogium isidiosellum","(Ridd.) Siesk",41
"Pyrenulaceae","Pyrenula quassiicola","Fée",40
"Parmeliaceae","Parmotrema melanochaetum","(Kurok.) O. Blanco, A. Crespo, Divakar, Elix & Lumbsch",39
"Aspleniaceae","Asplenium discrepans","Rosenst.",39
"Ramboldiaceae","Ramboldia russula","(Ach.) Kalb, Lumbsch & Elix",38
"Caliciaceae","Pyxine eschweileri","(Tuck.) Vain.",37
"Caliciaceae","Pyxine berteriana","(Fée) Imshaug",36
"Collemataceae","Leptogium phyllocarpum","(Pers.) Mont.",36
"Parmeliaceae","Parmotrema argentinum","(Kremp.) Hale",35
"Caliciaceae","Dirinaria purpurascens","(Vain.) B.J. Moore",35
"Physciaceae","Physcia aipolia","(Ehrh. ex Humb.) Fürnr.",33
"Cladoniaceae","Cladonia subradiata","(Vain.) Sandst.",33
"Candelariaceae","Candelaria concolor","(Dicks.) Arnold",32
"Asteraceae","Trixis","Sw.",32
"Caliciaceae","Dirinaria confluens","(Fr.) D.D. Awasthi",31
"Acanthaceae","Ruellia haenkeana","(Nees) Wassh.",31
"Collemataceae","Leptogium marginellum","(Sw.) Gray",31
"Parmeliaceae","Xanthoparmelia plittii","(Gyelnik) Hale",30
"Caliciaceae","Caliciaceae","Cheval.",30
"Caliciaceae","Pyxine daedalea","Krog. & R. Sant.",30
"Polyporaceae","Pycnoporus sanguineus","(L.) Murrill",29
"Physciaceae","Polyblastidium albicans","(Pers.) S.Y. Kondr., Lőkös & Hur",29
"Parmeliaceae","Canoparmelia texana","(Tuckermann) Elix & Hale",29
"Euphorbiaceae","Manihot guaranitica","Chodat & Hassl.",29
"Graphidaceae","Graphidaceae","Dumort.",29
"Fabaceae","Calliandra brevicaulis","Micheli",29
"Caliciaceae","Dirinaria aegialita","(Afzel. ex Ach.) B.J. Moore",28
"Caliciaceae","Cratiria obscurior","(Sirt.) Marbach & Kalb",28
"Verrucariaceae","Endocarpon pallidulum","(Nyl.) Nyl.",27
"Parmeliaceae","Relicina abstrusa","(Vain.) Hale",27
"Graphidaceae","Glyphis cicatricosa","Ach.",27
"Parmeliaceae","Usnea subparvula","Gerlach & Clerc",27
"Caliciaceae","Pyxine coccifera","(Fée) Nyl.",26
"Collemataceae","Leptogium austroamericanum","(Malme) C.W. Dodge",26
"Fabaceae","Mimosa rojasii","Hassl.",26
"Capparaceae","Capparis prisca","J.F.Macbr.",26
"Asteraceae","Dimerostemma indutum","(Chodat) M.D.Moraes",25
"Coccocarpiaceae","Coccocarpia palmicola","(Spreng.) Arv. & D.J.Galloway",24
"Caliciaceae","Dirinaria consimilis","(Stirt.) D.D. Awasthi",24
"Caliciaceae","Dirinaria melanocarpa","C.W. Dodge",24
"Caliciaceae","Dirinaria applanata","(Fée) D.D. Awasthi",23
"Asteraceae","Vernonia hystricosa","Cabrera & Dematt.",23
"Pertusariaceae","Pertusaria flavens","Nyl.",23
"Collemataceae","Leptogium milligranum","Sierk",23
