"family","scientificName","scientificNameAuthorship","x"
"Melastomataceae","Cambessedesia fasciculata","(Spreng.) Fidanza & A.B.Martins",409
"Scenedesmaceae","Scenedesmaceae","Oltmanns",357
"Hypoxylaceae","Annulohypoxylon stygium","(Lév.) Y.M. Ju, J.D. Rogers & H.M. Hsieh",195
"Coccomyxaceae","Coccomyxaceae","Smith",170
"Melastomataceae","Cambessedesia bahiana","(A.B.Martins) Fidanza & A.B.Martins",167
"Lycopodiopsidaceae","Brasilodendron","W.G. Chaloner, K.U. Leistikow & A. Hill",146
"Fabaceae","Bauhinia pentandra","(Bong.) Vogel ex Steud.",119
"Beltraniaceae","Beltrania rhombica","Penz.",110
"Melastomataceae","Cambessedesia bahiana","(A.B.Martins) K.Fidanza & A.B.Martins",106
"Oocystaceae","Planktosphaeria gelatinosa","G.M. Smith",104
"Pteridaceae","Doryopteris pedata","(L.) Fée",99
"Marantaceae","Goeppertia","Nees",95
"Opegraphaceae","Opegrapha","Ach.",93
"Polyporaceae","Pycnoporus sanguineus","(L.) Murrill",92
"Polyporaceae","Datronia caperata","(Berk.) Ryvarden",90
"Lauraceae","Ocotea magnilimba","Kosterm.",88
"Elsinoaceae","Elsinoã« fawcettii","Bitanc. & Jenkins",85
"Rubiaceae","Tapanhuacanga asparagoides","(Mart.) P.L.R.Moraes",82
"Elsinoaceae","Elsinoã« australis","Bitanc. & Jenkins",82
"Chlamydomonadaceae","Chlamydomonadaceae","F.Stein",81
"Hymenochaetaceae","Phellinus gilvus","(Schwein.) Pat.",78
"Beltraniaceae","Beltraniella portoricensis","(F.Stevens) Piroz. & S.D.Patil",75
"Schizophyllaceae","Schizophyllum commune","Fr.",74
"Lamiaceae","Eriope heterantha","(Benth.) Harley",73
"Amaranthaceae","Alternanthera flavogrisea","(Urb.) Urb.",70
"Myrtaceae","Eugenia maritima","DC.",70
"Asteraceae","Trixis","Sw.",70
"Sphagnaceae","Sphagnum balticum","(Russow) C.E.O. Jensen",69
"Poaceae","Eremitis robusta","Hollowell, F.M.Ferreira & R.P.Oliveira",64
"Sphagnaceae","Sphagnum bartlettianum","L.",62
"Sphagnaceae","Sphagnum bartlettianum","Warnst.",62
"Melastomataceae","cambessedesia fasciculata (spreng.) k.fidanza & a.b.martins","(Spreng.) K.Fidanza & A.B.Martins",61
"Melastomataceae","Microlicia phlogiformis","DC.",61
"Chaetosphaeriaceae","Thozetella cristata","Piroz. & Hodges",61
"Melastomataceae","Cambessedesia fasciculata","(Spreng.) Fidanza & A.B. Martins",59
"Asteraceae","Conyza chilensis","Spreng.",59
"Fabaceae","Cenostigma lewisii","F.G.A.Oliveira & L.P.Queiroz",55
