"name","NumRecords","NumOuro","NumPrata","NumBronze","NumTaxons","NumSpecies","NumGenus","NumFamilies","NumLatao","NumNoMatch"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CORREDOR ECOLÓGICO LAGOA ENCANTADA / SERRA DO CONDURU",0,0,0,0,NA,NA,NA,NA,NA,NA
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO NASCENTE DO RIO DE CONTAS",0,0,0,0,NA,NA,NA,NA,NA,NA
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ",496,138,0,131,294,294,226,88,25,9
"ESTAÇÃO ECOLÓGICA RASO DA CATARINA",1055,131,11,96,256,254,161,57,18,75
"ESTAÇÃO ECOLÓGICA RIO PRETO",340,16,0,35,84,84,69,42,33,206
"ESTAÇÃO ECOLÓGICA WENCESLAU GUIMARÃES",1324,55,2,242,320,320,178,80,21,120
"FLORESTA NACIONAL CONTENDAS DO SINCORÁ",364,50,15,59,175,175,132,58,51,7
"FLORESTA NACIONAL CRISTÓPOLIS",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL ÁGUAS DAS NEVES",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL CACHOEIRA DO ACABA VIDA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO",193,16,5,51,75,75,61,31,3,29
"MONUMENTO NATURAL CACHOEIRA DO PAULISTA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL CANIONS DO SUBAÉ",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL CAVERNAS DE SÃO DESIDÉRIO",8,0,0,5,7,7,7,7,2,1
"MONUMENTO NATURAL ILHAS DE TRINDADE",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL MUNICIPAL DA CARRAPETA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL PENÍNSULA DA SIRIBINHA",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL POÇO PELADO",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL MORRO DO CHAPÉU",882,128,9,124,326,324,190,66,65,13
