"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","AnoColeta","Identificador","AnoID","ConfiançaID","ConfiançaLoc","Imagens","Município","Localidade"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAVARÍ-BURITI",,"Rubiaceae|Campanulaceae","Pentagonia",,"Benth.|Möhring ex Kuntze","RUBIACEAE|CAMPANULACEAE Pentagonia Benth.|Pentagonia Möhring ex Kuntze","INPA0269491","splink","INPA","Householder, J.E.","2792",,"2013","Delprete, P.G.","2018","Bronze","Ouro",,"Santo Antônio do Içá","ARIE Javari-Buriti"
