"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"MONUMENTO NATURAL ÁRVORES FOSSILIZADAS DO ESTADO DO TOCANTINS","Brazil","Tocantins","FILADÉLFIA (TO)","Proteção Integral",1.489,"cnuc_2025_08.csv","MONA","MONA_ARVORES_FOSSILIZADAS_DO_ESTADO_DO_TOCANTINS"
"MONUMENTO NATURAL CANYONS E CORREDEIRAS DO RIO SONO","Brazil","Tocantins","SÃO FÉLIX DO TOCANTINS (TO)","Proteção Integral",2.792,"cnuc_2025_08.csv","MONA","MONA_CANYONS_E_CORREDEIRAS_DO_RIO_SONO"
"PARQUE ESTADUAL CANTÃO","Brazil","Tocantins","PIUM (TO)","Proteção Integral",1.487,"cnuc_2025_08.csv","PE","PE_CANTAO"
"PARQUE ESTADUAL JALAPÃO","Brazil","Tocantins","MATEIROS (TO)","Proteção Integral",1.486,"cnuc_2025_08.csv","PE","PE_JALAPAO"
"PARQUE ESTADUAL LAJEADO","Brazil","Tocantins","PALMAS (TO)","Proteção Integral",1.488,"cnuc_2025_08.csv","PE","PE_LAJEADO"
"PARQUE NACIONAL ARAGUAIA","Brazil","Tocantins","LAGOA DA CONFUSÃO (TO) - PIUM (TO)","Proteção Integral",168,"cnuc_2025_08.csv","PARNA","PARNA_ARAGUAIA"
"PARQUE NATURAL MUNICIPAL PAPAGAIO GALEGO","Brazil","Tocantins","PALMAS (TO)","Proteção Integral",4.995,"cnuc_2025_08.csv","PNM","PNM_PAPAGAIO_GALEGO"
"RESERVA EXTRATIVISTA EXTREMO NORTE DO ESTADO DO TOCANTINS","Brazil","Tocantins","BURITI DO TOCANTINS (TO) - CARRASCO BONITO (TO) - SAMPAIO (TO)","Uso Sustentável",240,"cnuc_2025_08.csv","RESEX","RESEX_EXTREMO_NORTE_DO_ESTADO_DO_TOCANTINS"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUA BONITA","Brazil","Tocantins","ABREULÂNDIA (TO)","Uso Sustentável",1.043,"cnuc_2025_08.csv","RPPN","RPPN_AGUA_BONITA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELA VISTA","Brazil","Tocantins","PALMAS (TO)","Uso Sustentável",1.452,"cnuc_2025_08.csv","RPPN","RPPN_BELA_VISTA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BICO DO JAVAÉS","Brazil","Tocantins","LAGOA DA CONFUSÃO (TO)","Uso Sustentável",2.744,"cnuc_2025_08.csv","RPPN","RPPN_BICO_DO_JAVAES"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANGUÇU","Brazil","Tocantins","PIUM (TO)","Uso Sustentável",2.078,"cnuc_2025_08.csv","RPPN","RPPN_CANGUCU"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DO OBRIENI","Brazil","Tocantins","CASEARA (TO)","Uso Sustentável",4.505,"cnuc_2025_08.csv","RPPN","RPPN_CANTO_DO_OBRIENI"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CATEDRAL DO JALAPÃO","Brazil","Tocantins","SÃO FÉLIX DO TOCANTINS (TO)","Uso Sustentável",2.082,"cnuc_2025_08.csv","RPPN","RPPN_CATEDRAL_DO_JALAPAO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CENTRO DE PESQUISA ESPELIOLÓGICO - AURORA NATURA","Brazil","Tocantins","AURORA DO TOCANTINS (TO)","Uso Sustentável",3.077,"cnuc_2025_08.csv","RPPN","RPPN_CENTRO_DE_PESQUISA_ESPELIOLOGICO_-_AURORA_NATURA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CALIXTO","Brazil","Tocantins","DIANÓPOLIS (TO)","Uso Sustentável",2.106,"cnuc_2025_08.csv","RPPN","RPPN_FAZENDA_CALIXTO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MINNEHAHA","Brazil","Tocantins","ALMAS (TO)","Uso Sustentável",1.041,"cnuc_2025_08.csv","RPPN","RPPN_FAZENDA_MINNEHAHA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUAÍRA","Brazil","Tocantins","CASEARA (TO)","Uso Sustentável",4.535,"cnuc_2025_08.csv","RPPN","RPPN_GUAIRA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO SEGREDO","Brazil","Tocantins","LAJEADO (TO)","Uso Sustentável",4.488,"cnuc_2025_08.csv","RPPN","RPPN_MORRO_DO_SEGREDO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SÍTIO ECOLÓGICO MONTE SANTO","Brazil","Tocantins","PALMAS (TO)","Uso Sustentável",1.04,"cnuc_2025_08.csv","RPPN","RPPN_RESERVA_SITIO_ECOLOGICO_MONTE_SANTO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SONHADA","Brazil","Tocantins","PIUM (TO)","Uso Sustentável",2.216,"cnuc_2025_08.csv","RPPN","RPPN_SONHADA"
