"name","NumRecords","NumOuro","NumPrata","NumBronze","NumTaxons","NumSpecies","NumGenus","NumFamilies","NumLatao","NumNoMatch"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO BARRA DO RIO CAMARATUBA",0,0,0,0,NA,NA,NA,NA,NA,NA
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO GOIAMUNDUBA",0,0,0,0,NA,NA,NA,NA,NA,NA
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MANGUEZAIS DA FOZ DO RIO MAMANGUAPE",0,0,0,0,NA,NA,NA,NA,NA,NA
"ESTAÇÃO ECOLÓGICA PAU BRASIL",76,26,0,7,58,56,47,19,25,1
"FLORESTA NACIONAL RESTINGA DE CABEDELO",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO",0,0,0,0,NA,NA,NA,NA,NA,NA
"MONUMENTO NATURAL VALE DOS DINOSSAUROS",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL MARINHO DE AREIA VERMELHA",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL MATA DO PAU FERRO",3,0,0,2,2,2,2,1,0,0
"PARQUE ESTADUAL MATA DO XEM-XÉM",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL PEDRA DA BOCA",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL PICO DO JABRE",58,0,0,46,46,46,39,19,0,0
"PARQUE ESTADUAL POETA E REPENTISTA JUVENAL DE OLIVEIRA",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE ESTADUAL TRILHAS",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE NACIONAL SERRA DO TEIXEIRA",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE NATURAL MUNICIPAL CABEDELO",0,0,0,0,NA,NA,NA,NA,NA,NA
"PARQUE NATURAL MUNICIPAL CUIÁ - PARQUE CUIÁ",0,0,0,0,NA,NA,NA,NA,NA,NA
"REFÚGIO DE VIDA SILVESTRE MATA DO BURAQUINHO",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA BIOLÓGICA GUARIBAS",28,5,0,12,22,22,16,13,5,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARMIL",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGENHO GARGAÚ",6,0,0,5,5,5,5,5,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ALMAS",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PACATUBA",6,1,0,0,5,5,5,5,4,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PEDRA D'AGUA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA CLARA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA TAMANDUÁ",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA VÁRZEA",0,0,0,0,NA,NA,NA,NA,NA,NA
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MAJOR BADÚ LOUREIRO",0,0,0,0,NA,NA,NA,NA,NA,NA
