"name","NumRecords","NumOuro","NumPrata","NumBronze"
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO BARRA DO RIO CAMARATUBA",0,0,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO GOIAMUNDUBA",6,6,0,0
"ÁREA DE RELEVANTE INTERESSE ECOLÓGICO MANGUEZAIS DA FOZ DO RIO MAMANGUAPE",0,0,0,0
"ESTAÇÃO ECOLÓGICA PAU BRASIL",216,216,0,0
"FLORESTA NACIONAL RESTINGA DE CABEDELO",254,254,0,0
"MONUMENTO NATURAL ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO",0,0,0,0
"MONUMENTO NATURAL VALE DOS DINOSSAUROS",0,0,0,0
"PARQUE ESTADUAL MARINHO DE AREIA VERMELHA",0,0,0,0
"PARQUE ESTADUAL MATA DO PAU FERRO",202,202,0,0
"PARQUE ESTADUAL MATA DO XEM-XÉM",61,61,0,0
"PARQUE ESTADUAL PEDRA DA BOCA",515,515,0,0
"PARQUE ESTADUAL PICO DO JABRE",633,633,0,0
"PARQUE ESTADUAL POETA E REPENTISTA JUVENAL DE OLIVEIRA",1,1,0,0
"PARQUE ESTADUAL TRILHAS",7,7,0,0
"PARQUE NACIONAL SERRA DO TEIXEIRA",23,23,0,0
"PARQUE NATURAL MUNICIPAL CABEDELO",0,0,0,0
"PARQUE NATURAL MUNICIPAL CUIÁ - PARQUE CUIÁ",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE MATA DO BURAQUINHO",0,0,0,0
"RESERVA BIOLÓGICA GUARIBAS",4775,4775,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARMIL",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGENHO GARGAÚ",161,161,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ALMAS",1914,1914,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PACATUBA",522,522,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PEDRA D'AGUA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA CLARA",18,18,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA TAMANDUÁ",98,98,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA VÁRZEA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MAJOR BADÚ LOUREIRO",2,2,0,0
