"family","scientificName","scientificNameAuthorship","x"
"Asteraceae","moquinea racemosa (spreng.) dc.","(Spreng.) DC.",13
"Caliciaceae","Dirinaria leopoldii","(Stein.) D.D. Awasthi",13
"Tetraplosphaeriaceae","Tetraploa aristata","Berk. & Broome",13
"Leguminosae Subfam. Caesalpinioideae","Chamaecrista x blanchetiformis","Conc. & L.P.Queiroz",13
"Incertae Sedis","Selenosporella curvispora","G.Arnaud ex MacGarvie",13
"Lecythidaceae","Eschweilera imbricata","ined.",13
"Polyporaceae","Megasporia variabilicolor","Lira & Gibertoni",13
"Bignoniaceae","Anemopaegma velutina","Mart.",13
"Polyporaceae","Polyporus licnoides","Mont.",13
"Incertae Sedis","Cryptophiale udagawae","Piroz. & Ichinoe",13
"Phlogicylindriaceae","Subulispora procurvata","Tubaki",13
"Fabaceae","Peltogyne nitens","Tul.",13
"Amaranthaceae","Alternanthera flavogrisea","Urb.",13
"Auriculariaceae","Auricularia delicata","(Fr.) Henn.",12
"Pteridaceae","Trachypteris pinnata","(Hook.fil.) C.Chr.",12
"Polygonaceae","Ruprechtia ramiflora","(Jacq.) C.A.Mey.",12
"Plantaginaceae","Matourea fluminensis","(Kuhlm.) Colletta & V.C. Souza",12
"Capparaceae","Quadrella cynophallophora","(L.) Hutch.",12
"Hymenochaetaceae","Fomitiporia","(P. Karst.) Fiasson & Niemelä",12
"Ganodermataceae","Amauroderma praetervisum","(Pat.) Torrend",12
"Malvaceae","Spirotheca rosea","(Seem.) P.E.Gibbs & W.S.Alverson",12
"Hypoxylaceae","Annulohypoxylon leptascum","(Speg.) Y.M. Ju, J.D. Rogers & H.M. Hsieh",12
"Lophocoleaceae","Lophocolea perissodonta","(Spruce) Steph.",12
"Fabaceae","Hymenolobium polyanthos","(Sw.) Sw.",12
"Bignoniaceae","Adenocalymma ternatum","(Vell.) Corr.Mello ex Bureau & K.Schum.",12
"Incertae Sedis","Zygosporium echinosporum","Bunting & E.W.Mason",12
"Poaceae","Eremitis berbertii","F.M.Ferreira & R.P.Oliveira",12
"Poaceae","Eremitis vinacea","F.M.Ferreira & R.P.Oliveira",12
"Leguminosae Subfam. Papilionoideae","Machaerium guidone","Filardi & Milanezi-Jordão",12
"Pteridaceae","Cheilanthoideae","Horvath",12
"Bromeliaceae","Orthophytum rubrum","L.B.Sm.",12
"Graphidaceae","Graphis pernambucoradians","M. Cáceres & Lücking",12
"Polygalaceae","Polygala guedesiana","Marques",12
"Rubiaceae","Psychotria subacuminalis","Müll.Arg.",12
"Xylariaceae","Xylaria longipes","Nitschke",12
"Lauraceae","Ocotea itoibirensis","P.L.R.Moraes & van der Werff",12
"Melastomataceae","Microlicia raymondii","Versiane & R.Romero",12
"Graphidaceae","Sarcographa labyrinthica","(Ach.) Müll.Arg.",11
"Cladophoraceae","Cladophora vadorum","(Aresch.) Kütz.",11
"RUBIACEAE","Palicourea stachyoides","(Benth.) Delprete",11
"Didymosphaeriaceae","Spegazzinia tessarthra","(Berk. & M.A.Curtis) Sacc.",11
"Graphostromataceae","Biscogniauxia capnodes","(Berk.) Y.M. Ju & J.D. Rogers",11
"Polyporaceae","Funalia rigida","(Berkeley & Montagne) Peck",11
"Ganodermataceae","Ganoderma orbiforme","(Fr.) Ryvarden",11
"Phyllachoraceae","Catacauma huberi","(Henn.) Theiss. & Syd.",11
"Hypoxylaceae","Annulohypoxylon moriforme","(Henn.) Y.M. Ju, J.D. Rogers & H.M. Hsieh",11
"Xylariaceae","Xylaria multiplex","(Kunze) Fr.",11
"Hymenochaetaceae","Hymenochaete damicornis","(Link) Lév.",11
"Bromeliaceae","Stigmatodon pseudoliganthus","(Philcox) D.R.Couto & A.F.Costa",11
"Bionectriaceae","Clonostachys rosea","(Preuss) Mussat",11
"Bromeliaceae","Pseudaraeococcus lageniformis","(R.A.Pontes & Versieux) R.A.Pontes & Versieux",11
"Fabaceae","Pseudalbizzia pseudalbizzia niopoides","(Spruce ex Benth.) E.J.M.Koenen & Duno.",11
"FABACEAE","Pseudalbizzia pseudalbizzia niopoides","(Spruce ex Benth.) E.J.M.Koenen & Duno.",11
"Geocalycaceae","Lophocolea perissodonta","(Spruce) Steph.",11
"Atheliaceae","Phaeoisaria infrafertilis","B. Sutton & Hodges",11
"Xylariaceae","Xylaria schweinitzii","Berk. & M.A. Curtis",11
"Piperaceae","Peperomia glaziovii","C.DC.",11
"Erythroxylaceae","Erythroxylum mirim","Costa-Lima",11
"Poaceae","Eremitis clarkiae","F.M.Ferreira & R.P.Oliveira",11
"Fabaceae","Machaerium guidone","Filardi & Milanezi-Jordão",11
"Geastraceae","Geastrum neoamericanum","J.O. Sousa, Accioly, M.P. Martín & Baseia",11
"Melastomataceae","Acisanthera quadrata","Juss. ex Poir.",11
"Tiliaceae","Hydrogaster trinerve","Kuhlm.",11
"Fabaceae","Cassia chamaecrista","L.",11
"Zygophyllaceae","Guaiacum officinale","L.",11
"Bromeliaceae","Wittmackia conduruensis","Leme & E.H.Souza",11
"Phlogicylindriaceae","Subulispora longirostrata","Nawawi & Kuthub.",11
"Cladoniaceae","Cladonia pityrophylla","Nyl.",11
"Combretaceae","Combretum multiflorum","Pamp.",11
"Helotiaceae","Idriella setiformis","R.F.Castañeda & G.R.W.Arnold",11
"Chaetosphaeriaceae","Thozetella cubensis","R.F.Castañeda & G.R.W.Arnold",11
"Cribrariaceae","Cribraria violacea","Rex",11
"Boraginaceae","Cordia bifurcata","Roem.& Schult.",11
"Boraginaceae","Varronia longifolia","Sessé & Moc.",11
"Euphorbiaceae","croton stellatorotatus sodré & m.j.silva","Sodré & M.J.Silva",11
"Lamiaceae","Salvia rosmarinus","Spenn.",11
"Cladophoraceae","cladophora vadorum (aresch.) kütz.","(Aresch.) Kütz.",10
"Geastraceae","Geastrum schweinitzii","(Berk. & M.A. Curtis) Zeller",10
"Solanaceae","Solandra longiflora","(Britton & P.Wilson) Tussac",10
"Orchidaceae","Microchilus longicornu","(Cogn.) E.C.Smidt & M.W.Chase",10
"Cyperaceae","Eleocharis equisetoides","(Elliott) Torr.",10
"Asteraceae","Dasycondylus sprengelianun","(Gardner) Cabrera",10
"Rhodomelaceae","Carradoriella elongata","(Hudson) A.M.Savoie & G.W.Saunders",10
"Rhodomelaceae","Carradoriella elongata","(Hudson) Savoie & G.W.Saunders",10
"Melastomataceae","Pleroma caatingae","(J.G.Freitas) P.J.F.Guim. & Michelang.",10
"Brassicaceae","Quadrella cynophallophora","(L.) Hutch.",10
"Bromeliaceae","Wittmackia andersoniana","(Leme & H.Luther) Aguirre-Santoro",10
"BROMELIACEAE","Pseudaraeococcus nigropurpureus","(Leme & J.A.Siqueira) R.A.Pontes & Versieux",10
"Hymenochaetaceae","Phellinus extensus","(Lév.) Pat.",10
"Melastomataceae","Microlicia cataphracta","(Mart. & Schrank ex DC.) Versiane & R.Romero",10
"Rubiaceae","Tapanhuacanga asparagoides","(Mart. & Zucc.) P.L.R.Moraes",10
"Rubiaceae","Tapanhuacanga asparagoides","(Mart. ex Mart. & Zucc.) P.L.R.Moraes",10
"Hymenochaetaceae","Phellinus rhytiphloeus","(Mont.) Ryvarden",10
"Acanthaceae","Schaueria gonyostachya","(Nees & Mart.) Nees",10
"Incertae Sedis","Memnoniella echinata","(Rivolta) Galloway",10
"Chaetosphaeriaceae","Dictyochaeta simplex","(S.Hughes & W.B.Kendr.) Hol.-Jech.",10
"Hysteriaceae","Gloniopsis praelonga","(Schwein.) Underw. & Earle",10
"Meripilaceae","Rigidoporus microporus","(Sw.) Overeem",10
"Junewangiaceae","Junewangia globulosa","(Tóth) W.A.Baker & Morgan-Jones",10
"Graphidaceae","Graphis","Adans.",10
"Incertae Sedis","Paliphora intermedia","Alcorn",10
"Incertae Sedis","Dactylaria ficusicola","B.C.Paulus et al.",10
"Hypoxylaceae","Hypoxylon lenormandii","Berk. & M.A. Curtis",10
"Fissidentaceae","Fissidens allenianus","Brugg.-Nann. & Pursell",10
"Myrtaceae","Myrcia dumiscula","DC.",10
"Fabaceae","Inga tripa","F.C.P.Garcia & A.P.Chagas",10
"Chlorococcaceae","Chlorococcaceae","F.F.Blackman & Tansley",10
"Malvaceae","Sida brachyclada","G.C.Guerra",10
"Poaceae","Eremitis robusta","Hollowell & Soderstrom",10
"Gracilariaceae","Gracilaria damaecornis","J. Agardh",10
"Capparaceae","Aa - Excluir Cleome spinosa","Jacq.",10
"CAPPARACEAE","Aa - Excluir Cleome spinosa","Jacq.",10
"Myrtaceae","Myrcia aureolanata","Kiaersk.",10
"Commelinaceae","dichorisandra pendula kunth","Kunth",10
