"name","NumRecords","NumOuro","NumPrata","NumBronze","NumTaxons","NumSpecies","NumGenus","NumFamilies","NumLatao","NumNoMatch"
"APA BACIA DO COBRE / SÃO BARTOLOMEU",1,0,0,0,1,1,1,1,1,0
"APA BACIA DO RIO DE JANEIRO",427,54,60,87,270,260,165,64,69,6
"APA BAÍA DE CAMAMU",742,98,134,110,407,396,249,98,65,1
"APA BAÍA DE TODOS OS SANTOS",396,23,67,87,243,238,182,88,66,2
"APA BOQUEIRÃO DA ONÇA",108,16,0,65,86,86,62,33,5,0
"APA CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA",578,124,4,55,330,294,169,77,147,9
"APA CARAÍVA/ TRANCOSO",248,25,56,53,172,165,134,68,38,0
"APA COSTA DE ITACARÉ/ SERRA GRANDE",2709,352,51,366,1140,1073,517,168,371,238
"APA COSTA DOURADA",8,0,1,2,6,6,6,5,3,0
"APA DUNAS E VEREDAS DO BAIXO MÉDIO SÃO FRANCISCO",985,161,19,79,368,339,198,73,109,4
"APA GRUTAS DOS BREJÕES / VEREDAS DO ROMÃO GRAMACHO",146,32,1,26,104,97,71,34,45,1
"APA GUAIBIM",1312,50,69,99,529,484,283,107,311,5
"APA ILHAS DE TINHARÉ E BOIPEBA",1155,100,26,217,463,443,277,124,120,9
"APA JOANES - IPITANGA",105,21,18,28,88,88,77,40,21,2
"APA LAGO DE PEDRA DO CAVALO",4,1,0,2,4,4,4,3,1,0
"APA LAGO DE SOBRADINHO",341,69,3,130,223,223,162,64,21,1
"APA LAGOA DE ITAPARICA",92,32,7,23,77,76,62,29,15,0
"APA LAGOA ENCANTADA",846,153,1,126,525,492,303,97,245,7
"APA LAGOAS DE GUARAJUBA",14,3,0,7,12,12,12,11,2,1
"APA LAGOAS E DUNAS DO ABAETÉ",2801,234,33,151,702,664,355,124,284,38
"APA LITORAL NORTE",3879,389,67,370,1148,1094,532,161,322,38
"APA MARIMBUS / IRAQUARA",7308,785,32,343,1465,1379,544,161,305,58
"APA PAULISTA",4,3,0,0,4,4,4,4,1,0
"APA PONTA DA BALEIA / ABROLHOS",95,17,5,21,60,58,50,34,17,0
"APA PRATIGI",2623,151,6,219,781,713,366,140,405,6
"APA RIO CAPIVARA",431,38,44,92,295,290,216,105,121,0
"APA RIO PRETO",117,15,0,13,52,43,29,25,24,0
"APA SANTO ANTÔNIO",43,0,6,1,36,31,28,22,29,0
"APA SERRA BRANCA / RASO DA CATARINA",65,3,2,6,23,23,17,10,12,0
"APA SERRA DO BARBADO",6733,877,42,448,1613,1527,556,146,246,31
"APA SERRA DO OURO",2,0,0,1,1,1,1,1,0,0
"APA SERRAS DE PINDOBAÇU",87,23,1,28,62,62,46,28,10,0
"ARIE SERRA DO OROBÓ",1276,217,6,273,581,564,356,119,85,87
"EEC RASO DA CATARINA",1046,147,14,113,347,309,178,62,73,71
"EEC RIO PRETO",340,19,0,38,196,167,125,62,139,3
"EEC WENCESLAU GUIMARÃES",1899,158,6,314,660,614,314,123,182,9
"FLONA CONTENDAS DO SINCORÁ",364,53,18,70,225,212,149,64,84,5
"MONA CACHOEIRA DO ACABA VIDA",57,12,1,8,50,48,36,24,29,1
"MONA CACHOEIRA DO FERRO DOIDO",1169,158,8,153,431,400,232,91,112,12
"MONA CACHOEIRA DO PAULISTA",4,3,0,0,4,4,4,4,1,0
"MONA CAVERNAS DE SÃO DESIDÉRIO",8,0,0,5,8,8,8,7,3,0
"MONA POÇO PELADO",87,23,1,28,62,62,46,28,10,0
"PE MORRO DO CHAPÉU",882,127,9,133,393,362,201,72,124,3
"PE SERRA DO CONDURU",3088,329,4,342,1022,933,417,139,347,264
"PE SERRA DOS MONTES ALTOS",156,20,0,31,70,69,48,25,19,0
"PE SETE PASSAGENS",1371,87,15,196,448,411,233,103,150,21
"PARQUE MUNICIPAL DE MUCUGÊ",1809,183,31,224,522,498,234,74,84,5
"PARQUE MUNICIPAL NATURAL DA BOA ESPERANÇA",1771,210,2,244,498,475,287,103,42,15
"PARNA ALTO CARIRI",43,4,0,12,25,25,23,12,9,0
"PARNA BOA NOVA",4275,332,12,642,1300,1199,580,162,314,22
"PARNA BOQUEIRÃO DA ONÇA",887,107,5,241,387,378,250,92,34,1
"PARNA CHAPADA DA DIAMANTINA",3840,457,47,476,1162,1093,467,143,182,84
"PARNA DESCOBRIMENTO",4953,271,43,505,1063,984,485,166,244,8
"PARNA E HISTÓRICO DO MONTE PASCOAL",4182,395,31,374,1065,991,510,152,265,410
"PARNA MARINHO DOS ABROLHOS",82,5,0,23,55,55,46,27,27,5
"PARNA PAU BRASIL",1448,89,3,256,489,426,264,142,141,147
"PARNA SERRA DAS LONTRAS",2092,320,4,306,838,778,350,129,208,9
"PNM ESPALHADO",316,30,0,171,222,212,159,77,21,1
"PNM RESTINGA DE PRAIA DO FORTE",925,69,29,187,420,400,248,104,135,3
"REFÚGIO DA VIDA SILVESTRE DA SAPIRANGA",93,5,3,47,68,61,54,34,13,0
"REVIS BOA NOVA",779,11,0,132,277,238,175,75,134,13
"REVIS RIO DOS FRADES",303,23,62,67,198,187,149,68,46,0
"REVIS UNA",349,60,3,59,247,243,166,69,125,3
"REVIS VEREDAS DO OESTE BAIANO",590,9,0,154,166,162,122,59,3,3
"REBIO UNA",5732,617,22,517,1507,1412,579,179,351,102
"RESEX CASSURUBÁ",21,2,2,6,13,13,13,12,3,0
"RESEX MARINHA DO CORUMBAU",1,0,0,1,1,1,1,1,0,0
"RPPN ADÍLIA PARAGUASSU BATISTA",6,1,0,3,4,4,4,4,0,0
"RPPN AVE NATURA",62,6,0,21,29,29,25,15,2,0
"RPPN CACHOEIRA DO REDONDO",13,0,0,5,13,12,12,9,8,0
"RPPN DUNAS",141,27,3,31,91,86,69,42,30,0
"RPPN DUNAS DE SANTO ANTÔNIO",163,21,4,36,116,110,89,53,55,0
"RPPN ECOPARQUE DE UNA",26,3,0,3,21,21,18,14,15,0
"RPPN ESPINITA",111,5,47,28,88,86,75,46,8,0
"RPPN ESTAÇÃO VERACEL",1581,149,11,245,686,629,335,124,281,53
"RPPN ESTÂNCIA MANACÁ",68,21,0,5,42,37,26,17,16,0
"RPPN FAZENDA ÁGUA BRANCA",180,46,0,25,105,100,72,38,34,1
"RPPN FAZENDA LONTRA/SAUDADE",866,141,20,47,275,256,132,53,67,9
"RPPN FAZENDA PANEMA",81,14,22,12,63,60,48,39,15,0
"RPPN GUARÁ",6,1,0,0,2,2,2,2,1,0
"RPPN GUARIRÚ",6,1,0,0,2,2,2,2,1,0
"RPPN JUERANA",29,2,1,1,15,13,10,3,11,0
"RPPN MÃE DA MATA",148,24,0,3,32,31,24,13,5,96
"RPPN MARIA MARIA",1,0,0,1,1,1,1,1,0,0
"RPPN NATURA CERRADA",123,6,0,9,42,42,40,22,27,0
"RPPN NOVA ANGÉLICA",2,0,0,1,2,2,2,2,1,0
"RPPN OURO VERDE",27,9,1,5,20,20,18,11,5,0
"RPPN PEDRA DO SABIÁ",25,4,2,4,16,14,11,10,6,0
"RPPN RESERVA CAPITÃO",15,3,0,1,9,7,6,7,5,2
"RPPN RESERVA NATURAL DA SERRA DO TEIMOSO",31,5,0,9,18,18,15,12,4,0
"RPPN RIACHO DAS PEDRAS",4,1,0,3,4,4,4,3,0,0
"RPPN SALTO APEPIQUE",146,31,0,15,66,61,45,33,20,0
"RPPN SÃO FRANCISCO DA TRIJUNÇÃO",1,0,0,1,1,1,1,1,0,0
"RPPN VOLTA DO RIO",796,46,0,166,267,263,178,73,55,0
