"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"RESERVA EXTRATIVISTA ITAPETININGA","Brazil","Maranhão","BEQUIMÃO (MA)","Uso Sustentável",3.651,"cnuc_2025_08.csv","RESEX","RESEX_ITAPETININGA"
"RESERVA EXTRATIVISTA MATA GRANDE","Brazil","Maranhão","DAVINÓPOLIS (MA) - SENADOR LA ROCQUE (MA)","Uso Sustentável",226,"cnuc_2025_08.csv","RESEX","RESEX_MATA_GRANDE"
"RESERVA EXTRATIVISTA QUILOMBO FLEXAL","Brazil","Maranhão","MIRINZAL (MA)","Uso Sustentável",1.52,"cnuc_2025_08.csv","RESEX","RESEX_QUILOMBO_FLEXAL"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AMOREIRA","Brazil","Maranhão","ROSÁRIO (MA)","Uso Sustentável",1.316,"cnuc_2025_08.csv","RPPN","RPPN_AMOREIRA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA PEDREIRAS","Brazil","Maranhão","SÃO LUÍS (MA)","Uso Sustentável",1.322,"cnuc_2025_08.csv","RPPN","RPPN_ESTANCIA_PEDREIRAS"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTIVA","Brazil","Maranhão","SÃO BENEDITO DO RIO PRETO (MA)","Uso Sustentável",1.318,"cnuc_2025_08.csv","RPPN","RPPN_ESTIVA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOA ESPERANÇA","Brazil","Maranhão","SÃO LUÍS (MA)","Uso Sustentável",1.32,"cnuc_2025_08.csv","RPPN","RPPN_FAZENDA_BOA_ESPERANCA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CHAPADÕES","Brazil","Maranhão","ALTO PARNAÍBA (MA)","Uso Sustentável",4.479,"cnuc_2025_08.csv","RPPN","RPPN_FAZENDA_CHAPADOES"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PANTANAL","Brazil","Maranhão","CODÓ (MA)","Uso Sustentável",1.321,"cnuc_2025_08.csv","RPPN","RPPN_FAZENDA_PANTANAL"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTO ANTONIO DO PINDARÉ","Brazil","Maranhão","AÇAILÂNDIA (MA)","Uso Sustentável",1.314,"cnuc_2025_08.csv","RPPN","RPPN_FAZENDA_SANTO_ANTONIO_DO_PINDARE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO FRANCISCO","Brazil","Maranhão","BACABAL (MA)","Uso Sustentável",1.317,"cnuc_2025_08.csv","RPPN","RPPN_FAZENDA_SAO_FRANCISCO"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO JOSÉ","Brazil","Maranhão","AÇAILÂNDIA (MA)","Uso Sustentável",1.315,"cnuc_2025_08.csv","RPPN","RPPN_FAZENDA_SAO_JOSE"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHA DO CAJU","Brazil","Maranhão","ARAIOSES (MA)","Uso Sustentável",1.319,"cnuc_2025_08.csv","RPPN","RPPN_ILHA_DO_CAJU"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JAGUAREMA","Brazil","Maranhão","SÃO LUÍS (MA)","Uso Sustentável",1.324,"cnuc_2025_08.csv","RPPN","RPPN_JAGUAREMA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRATA","Brazil","Maranhão","BARREIRINHAS (MA)","Uso Sustentável",3.087,"cnuc_2025_08.csv","RPPN","RPPN_PRATA"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO JAQUAREMA","Brazil","Maranhão","SÃO JOSÉ DE RIBAMAR (MA)","Uso Sustentável",1.323,"cnuc_2025_08.csv","RPPN","RPPN_SITIO_JAQUAREMA"
