"family","scientificName","scientificNameAuthorship","x"
"Fabaceae","Bauhinia pentandra","(Bong.) Vogel ex Steud.",98
"Hypericaceae","Vismia baccifera","(L.) Triana & Planch.",60
"Ophiocordycipitaceae","Ophiocordyceps camponotti-atricipis","J.P.M. Araújo, H.C. Evans & D.P. Hughes",57
"Marantaceae","Goeppertia","Nees",48
"Teloschistaceae","Teloschistes flavicans","(Sw.) Norman",42
"Pyrenulaceae","Pyrenula","Ach.",42
"Ophiocordycipitaceae","Ophiocordyceps australis","(Speg.) G.H. Sung, J.M. Sung, Hywel-Jones & Spatafora",37
"Marantaceae","Goeppertia mansoi","(Körn.) Borchs. & S.Suárez",36
"Hymenochaetaceae","Phellinus gilvus","(Schwein.) Pat.",36
"HYMENOPHYLLACEAE","Polyphlebium pinnatum","Hedw.",36
"Hymenophyllaceae","polyphlebium pinnatum hedw.","Hedw.",36
"Pertusariaceae","Pertusariaceae","DC.",35
"Arthoniaceae","Arthoniaceae","E.Acharius",33
"Fabaceae","Bauhinia depauperata","Glaz.",31
"Caliciaceae","Caliciaceae","De Not.",30
"Hymenochaetaceae","Fuscoporia gilva","(Schwein.) T.Wagner & M.Fisch.",29
"HYMENOCHAETACEAE","Fuscoporia gilva","(Schwein.) T.Wagner & M.Fisch.",29
"Ophiocordycipitaceae","Ophiocordyceps australis","(Speg.) G.H. Sung et al.",29
"Eunotiaceae","Eunotia formica","Ehrenberg",29
"Hymenochaetaceae","Fomitiporia conyana","Alves-Silva & Drechsler-Santos",27
"Eunotiaceae","Eunotia pantropica","Glushchenko, Kulikovskiy & Kociolek",27
"Lecanoraceae","Lecanora tropica","Zahlbr.",27
"Hygrophoraceae","Hygrocybe trinitensis","(Dennis) Pegler",26
"Caliciaceae","Buellia americana","(Fée) Zahlbr.",26
"Marantaceae","Goeppertia mansoi","(Körn.) Borchs. & S. Suárez",26
"Graphidaceae","Dyplolabia afzelii","(Ach.) A.Massal.",25
"Polyporaceae","Coriolopsis caperata","(Berk.) Murrill",25
"Eunotiaceae","Eunotia metamonodon","Lange-Bertalot",25
"Byssolomataceae","Byssoloma leucoblepharum","(Nyl.) Vain.",24
"Fabaceae","Abrus melanospermus subsp. tenuiflorus","(Spruce ex Benth.) D.K.Harder",24
"Pyrenulaceae","Pyrenulaceae","Ach.",24
"Rubiaceae","Faramea sessifolia","P.H.Allen",24
"Teloschistaceae","Teloschistaceae","Th.Fr.",24
"Ramalinaceae","Bacidia","De Not.",23
"Graphidaceae","Ocellularia polydisca","Redinger",23
"OPHIOCORDYCIPITACEAE","Ophiocordyceps australis","(Speg.) G.H. Sung et al.",22
"Heliconiaceae","Heliconia acuminata","A.Rich.",22
"Chaetosphaeriaceae","Thozetella boonjiensis","B.C. Paulus, Gadek & K.D. Hyde",22
"HYMENOPHYLLACEAE","Polyphlebium pilosum","Raddi",22
"Hymenophyllaceae","polyphlebium pilosum raddi","Raddi",22
"POLYPORACEAE","Coriolopsis caperata","(Berk.) Murrill",21
"Thuidiaceae","Thuidium involvens","(Hedw.) Mitt.",21
"Polyporaceae","Trametes modesta","(Kunze ex Fr.) Ryvarden",21
"Opegraphaceae","Cresponea leprieurii","(Mont.) Egea & Torrente",21
"Malmideaceae","Malcolmiella piperis","(Spreng.) Kalb & Lücking",21
"HYMENOCHAETACEAE","Fomitiporia conyana","Alves-Silva & Drechsler-Santos",21
"Asteraceae","Vernonia rubriramea","Mart. ex DC.",21
"Beltraniaceae","Beltrania rhombica","Penz.",21
"Polyporaceae","Funalia floccosa","(Jungh.) Zmitr. & Malysheva",20
"POLYPORACEAE","Funalia floccosa","(Jungh.) Zmitr. & Malysheva",20
"Collemataceae","Leptogium phyllocarpum","(Pers.) Mont.",20
"Opegraphaceae","Opegraphaceae","Ach.",20
"MALVACEAE","Mollia boliviana","Britton",20
"Malvaceae","mollia boliviana britton","Britton",20
"Polyporaceae","Amauroderma calcitum","Costa-Rezende & Drechsler-Santos",20
"POLYPORACEAE","Amauroderma calcitum","Costa-Rezende & Drechsler-Santos",20
"Primulaceae","Cybianthus comperuvianus","Pipoly",20
"Lamiaceae","Salvia grewiaefolia","S.Moore",20
"Blechnaceae","Blechnum × confluens","Schltdl. & Cham.",20
"Lygodiaceae","Lygodium polymorphum","(Cav.) Kunth",19
"FABACEAE","Senegalia senegalia polyphylla","(DC.) Britton & Rose",19
"Malmideaceae","Malcolmiella aurigera","(Fée) Aptroot",19
"Malvaceae","Mollia boliviana","Britton",19
"Bromeliaceae","Dyckia irwinii","L.B.Sm.",19
"Fomitopsidaceae","Daedalea aethalodes","(Mont.) Rajchenb.",18
"Lecideaceae","Lecideaceae","Ach.",18
"Ophiocordycipitaceae","Ophiocordyceps lloydii","G.H. Sung, J.M. Sung, Hywel-Jones & Spatafora",18
"Lichinaceae","Lichinaceae","Nägeli ex A.Massal.",18
"Melastomataceae","Microlicia occidentalis","Naudin",18
"Gomphonemataceae","Gomphonema naviculoides","Smith",18
"Fabaceae","Bauhinia pentandra","(Bong.) Steud.",17
"Parmeliaceae","Hypotrachyna silvatica","(Lynge) Hale",17
"Ramalinaceae","Bacidia hostheleoides","(Nyl.) Zahlbr.",17
"Fabaceae","Discolobium psoraleifolium","Benth.",17
"Eunotiaceae","Eunotia curtiraphe","Metzeltin & Lange-Bertalot",17
"Eunotiaceae","Eunotia transfuga","Metzeltin & Lange-Bertalot",17
"Ramboldiaceae","Pyrrhospora russula","(Ach.) Hafellner",16
"Graphidaceae","Diorygma confluens","(Fée) Kalb, Staiger & Elix",16
"Brachytheciaceae","Meteoriopsis patula","(Hedw.) Broth.",16
"Sematophyllaceae","Trichosteleum fluviale","(Mitt.) A. Jaeger",16
"Hypoxylaceae","Hypoxylaceae","Bull.",16
"Orchidaceae","Coryanthes wenzeliana","G.Gerlach & J.B.F.Silva",16
"Myrtaceae","Eugenia geminiflora","O.Berg",16
"Lobariaceae","Sticta weigelii","(Ach.) Vain.",15
"Lobariaceae","Pseudocyphellaria clathrata","(De Not.) Malme",15
"Fomitopsidaceae","Lenzites stereoides","(Fr.) Ryvarden",15
"Hymenochaetaceae","Phylloporia spathulata","(Hook.) Ryvarden",15
"Leucobryaceae","Campylopus filifolia","(Hornsch.) J.-P.Frahm",15
"Polyporaceae","Pycnoporus sanguineus","(L.) Murrill",15
"Asteraceae","Vernonanthura rubriramea","(Mart. ex DC.) Loeuille & P.N.Soares",15
"Cordycipitaceae","Cordyceps caloceroides","Berk. & M.A. Curtis",15
"Leucobryaceae","Leucobryum laevifolium","Broth.",15
"Chaetosphaeriaceae","Dictyochaeta plovercovensis","Goh & K.D. Hyde",15
"Trypetheliaceae","Laurera sanguinaria","Malme",15
"Caliciaceae","Pyxine coralligera","Malme",15
"MYRTACEAE","Eugenia geminiflora","O.Berg",15
"Pucciniaceae","Puccinia arechavaletae","Speg.",15
"Physciaceae","Physciaceae","(Ach.) Gray",14
"Caliciaceae","Dirinaria confluens","(Fr.) D.D.Awasthi",14
"Meteoriaceae","Meteoriopsis patula","(Hedw.) Broth.",14
"Trypetheliaceae","Astrothelium sanguinarium","(Malme) Aptroot & Lücking",14
"Asteraceae","Vernonanthura rubriramea","(Mart. ex DC.) H.Rob.",14
"Melastomataceae","Cambessedesia fasciculata","(Spreng.) Fidanza & A.B.Martins",14
"Polyporaceae","Fomes fasciatus","(Sw.) Cooke",14
"Meripilaceae","Rigidoporus microporus","(Sw.) Overeem",14
"Insertae Sedis","Atrosetaphiale flagelliformis","Matsush.",14
"Ramalinaceae","Phyllopsora confusa","Swinscow & Krog",14
"Pyrenulaceae","Pyrenula anomala","(Ach.) Vain.",13
"Hygrophoraceae","Hygrocybe hypohaemacta","(Corner) Pegler",13
"HYGROPHORACEAE","Hygrocybe aff. trinitensis","(Dennis) Pegler",13
"Staurosiraceae","Fragilariforma brasiliensis","(Grunow) P.D.Almeida, C.E.Wetzel, E.Morales & D.C.Bicudo",13
"Ophiocordycipitaceae","Ophiocordyceps kniphofioides","(H.C. Evans & Samson) G.H. Sung, J.M. Sung, Hywel-Jones & Spatafora",13
"Meruliaceae","Gloeoporus thelephoroides","(Hook.) G.Cunn.",13
"ASTERACEAE","Vernonanthura rubriramea","(Mart. ex DC.) H.Rob.",13
"Ramalinaceae","Phyllopsora pyxinoides","(Nyl.) Kistenich, Timdal, Bendiksby & S. Ekman",13
"Parmeliaceae","Relicina abstrusa","(Vain.) Hale",13
"Pyrenulaceae","Pyrenula leucostoma","Ach.",13
"Graphidaceae","Graphis","Adans.",13
"Roccellaceae","Chiodecton malmei","G.Thor",13
"Hygrophoraceae","Hygrocybe prieta","Lodge & Pegler",13
"Lichinaceae","Lichinaceae","Vainio",13
"Hygrophoraceae","Hygrocybe occidentalis","(Dennis) Pegler",12
"Parmeliaceae","Bulbothrix coronata","(Fée) Hale",12
"Parmeliaceae","Hypotrachyna degelii","(Hale) Hale",12
"MERULIACEAE","Gloeoporus thelephoroides","(Hook.) G.Cunn.",12
"Poaceae","Tristachya avenacea","(J.Presl) Scribn. & Merr.",12
"Sellaphoraceae","Sellaphora laevissima","(Kützing) D.G.Mann",12
"Parmeliaceae","Hypotrachyna palmarum","(Lynge) Hale",12
"Pyrenulaceae","Pyrenula cubana","(Müll.Arg.) R.C.Harris",12
"Polyporaceae","Coriolopsis polyzona","(Pers.) Ryvarden",12
"Ramalinaceae","Phyllopsora furfuracea","(Pers.) Zahlbr.",12
"Amaranthaceae","Hebanthe eriantha","(Poir.) Pedersen",12
"Polyporaceae","Amauroderma aurantiacum","(Torrend) Gibertoni & Bernicchia",12
