"name","country","stateProvince","municipality","protectionCategory","UC_ID","source","type","slug"
"ÁREA DE PRESERVAÇÃO AMBIENTAL DO CÓRREGO DA LAGOA","Brazil","Goiás","OUVIDOR (GO)","Uso Sustentável",3.594,"cnuc_2025_08.csv",NA,"AREA_DE_PRESERVACAO_AMBIENTAL_DO_CORREGO_DA_LAGOA"
"ÁREA DE PROTEÇÃO AMBIENTAL ÁGUA FRIA","Brazil","Goiás","AMARALINA (GO)","Uso Sustentável",4.299,"cnuc_2025_08.csv","APA","APA_AGUA_FRIA"
"ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS CLARAS","Brazil","Goiás","PETROLINA DE GOIÁS (GO)","Uso Sustentável",4.313,"cnuc_2025_08.csv","APA","APA_AGUAS_CLARAS"
"ÁREA DE PROTEÇÃO AMBIENTAL BURITIS","Brazil","Goiás","ACREÚNA (GO)","Uso Sustentável",3.062,"cnuc_2025_08.csv","APA","APA_BURITIS"
"ÁREA DE PROTEÇÃO AMBIENTAL CAIAPONIA","Brazil","Goiás","CAIAPÔNIA (GO)","Uso Sustentável",4.174,"cnuc_2025_08.csv","APA","APA_CAIAPONIA"
"ÁREA DE PROTEÇÃO AMBIENTAL CASTELANDIA","Brazil","Goiás","CASTELÂNDIA (GO)","Uso Sustentável",4.155,"cnuc_2025_08.csv","APA","APA_CASTELANDIA"
"ÁREA DE PROTEÇÃO AMBIENTAL CÓRREGO DA MORANGA","Brazil","Goiás","SERRANÓPOLIS (GO)","Uso Sustentável",4.321,"cnuc_2025_08.csv","APA","APA_CORREGO_DA_MORANGA"
"ÁREA DE PROTEÇÃO AMBIENTAL CRIXÁS","Brazil","Goiás","CRIXÁS (GO)","Uso Sustentável",4.564,"cnuc_2025_08.csv","APA","APA_CRIXAS"
"ÁREA DE PROTECAO AMBIENTAL DA BACIA DO CORREGO CAPAO GRANDE","Brazil","Goiás","NOVA AURORA (GO)","Uso Sustentável",3.787,"cnuc_2025_08.csv",NA,"AREA_DE_PROTECAO_AMBIENTAL_DA_BACIA_DO_CORREGO_CAPAO_GRANDE"
"ÁREA DE PROTEÇÃO AMBIENTAL ENCANTADO","Brazil","Goiás","BALIZA (GO)","Uso Sustentável",1.755,"cnuc_2025_08.csv","APA","APA_ENCANTADO"
"ÁREA DE PROTEÇÃO AMBIENTAL FANHA","Brazil","Goiás","ALTO HORIZONTE (GO)","Uso Sustentável",3.961,"cnuc_2025_08.csv","APA","APA_FANHA"
"ÁREA DE PROTEÇÃO AMBIENTAL FAZENDA NOVA","Brazil","Goiás","FAZENDA NOVA (GO)","Uso Sustentável",3.855,"cnuc_2025_08.csv","APA","APA_FAZENDA_NOVA"
"ÁREA DE PROTEÇÃO AMBIENTAL FAZENDA PRIMAVERA","Brazil","Goiás","SANTA BÁRBARA DE GOIÁS (GO)","Uso Sustentável",3.858,"cnuc_2025_08.csv","APA","APA_FAZENDA_PRIMAVERA"
"ÁREA DE PROTEÇÃO AMBIENTAL INACIOLÂNDIA","Brazil","Goiás","INACIOLÂNDIA (GO)","Uso Sustentável",3.857,"cnuc_2025_08.csv","APA","APA_INACIOLANDIA"
"ÁREA DE PROTEÇÃO AMBIENTAL JOÃO LEITE","Brazil","Goiás","ANÁPOLIS (GO) - CAMPO LIMPO DE GOIÁS (GO) - GOIANÁPOLIS (GO) - GOIÂNIA (GO) - NERÓPOLIS (GO) - OURO VERDE DE GOIÁS (GO) - TEREZÓPOLIS DE GOIÁS (GO)","Uso Sustentável",353,"cnuc_2025_08.csv","APA","APA_JOAO_LEITE"
"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA GRANDE","Brazil","Goiás","ALVORADA DO NORTE (GO)","Uso Sustentável",3.927,"cnuc_2025_08.csv","APA","APA_LAGOA_GRANDE"
"ÁREA DE PROTEÇÃO AMBIENTAL LIMOEIRO","Brazil","Goiás","CUMARI (GO)","Uso Sustentável",3.592,"cnuc_2025_08.csv","APA","APA_LIMOEIRO"
"ÁREA DE PROTEÇÃO AMBIENTAL MINAÇU","Brazil","Goiás","MINAÇU (GO)","Uso Sustentável",3.849,"cnuc_2025_08.csv","APA","APA_MINACU"
"ÁREA DE PROTEÇÃO AMBIENTAL MOYSES DE CARVALHO ALVES","Brazil","Goiás","ANHANGUERA (GO)","Uso Sustentável",4.413,"cnuc_2025_08.csv","APA","APA_MOYSES_DE_CARVALHO_ALVES"
"ÁREA DE PROTECAO AMBIENTAL MUNICIPAL PIRACANJUBINHA","Brazil","Goiás","GAMELEIRA DE GOIÁS (GO)","Uso Sustentável",3.865,"cnuc_2025_08.csv",NA,"AREA_DE_PROTECAO_AMBIENTAL_MUNICIPAL_PIRACANJUBINHA"
"ÁREA DE PROTEÇÃO AMBIENTAL NOVO BRASIL","Brazil","Goiás","NOVO BRASIL (GO)","Uso Sustentável",4.156,"cnuc_2025_08.csv","APA","APA_NOVO_BRASIL"
"ÁREA DE PROTEÇÃO AMBIENTAL PALMELO","Brazil","Goiás","PALMELO (GO)","Uso Sustentável",3.856,"cnuc_2025_08.csv","APA","APA_PALMELO"
"ÁREA DE PROTEÇÃO AMBIENTAL PANAMÁ","Brazil","Goiás","PANAMÁ (GO)","Uso Sustentável",3.86,"cnuc_2025_08.csv","APA","APA_PANAMA"
"ÁREA DE PROTEÇÃO AMBIENTAL PIRENEUS","Brazil","Goiás","COCALZINHO DE GOIÁS (GO) - CORUMBÁ DE GOIÁS (GO) - PIRENÓPOLIS (GO)","Uso Sustentável",1.75,"cnuc_2025_08.csv","APA","APA_PIRENEUS"
"ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO","Brazil","Goiás","ALTO PARAÍSO DE GOIÁS (GO) - CAVALCANTE (GO) - COLINAS DO SUL (GO) - ITAJU (SP) - NOVA ROMA (GO) - TERESINA DE GOIÁS (GO)","Uso Sustentável",900,"cnuc_2025_08.csv","APA","APA_POUSO_ALTO"
"ÁREA DE PROTEÇÃO AMBIENTAL RIO PALMEIRAL","Brazil","Goiás","MUNDO NOVO (GO)","Uso Sustentável",4.227,"cnuc_2025_08.csv","APA","APA_RIO_PALMEIRAL"
"ÁREA DE PROTEÇÃO AMBIENTAL SÃO PATRICIO","Brazil","Goiás","SÃO PATRÍCIO (GO)","Uso Sustentável",4.172,"cnuc_2025_08.csv","APA","APA_SAO_PATRICIO"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA ARNICA","Brazil","Goiás","VARJÃO (GO)","Uso Sustentável",4.287,"cnuc_2025_08.csv","APA","APA_SERRA_DA_ARNICA"
"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA JIBÓIA","Brazil","Goiás","NAZÁRIO (GO) - PALMEIRAS DE GOIÁS (GO)","Uso Sustentável",1.751,"cnuc_2025_08.csv","APA","APA_SERRA_DA_JIBOIA"
