"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","AnoColeta","Identificador","AnoID","ConfiançaID","ConfiançaLoc","Imagens","Município","Localidade"
"FLORESTA ESTADUAL ANTIMARY",,"Lauraceae|Malpighiaceae","Mezilaurus|Mezia",,"Taub.|Schwacke ex Nied.","LAURACEAE|MALPIGHIACEAE Mezilaurus Taub.|Mezia Schwacke ex Nied.","RB01334654","x","RB","Costa, D.S.","960",,"2016",,"2019","Latão","Ouro",,,"Floresta Estadual do Antimary. Ramal do Úirapuru, a margem do ramal"
